"av im","av re","current density im:0","current density im:1","current density im:2","current density re:0","current density re:1","current density re:2","electric field im:0","electric field im:1","electric field im:2","electric field re:0","electric field re:1","electric field re:2","joule heating","magnetic field strength im:0","magnetic field strength im:1","magnetic field strength im:2","magnetic field strength re:0","magnetic field strength re:1","magnetic field strength re:2","magnetic flux density im:0","magnetic flux density im:1","magnetic flux density im:2","magnetic flux density re:0","magnetic flux density re:1","magnetic flux density re:2","surface current im:0","surface current im:1","surface current im:2","surface current re:0","surface current re:1","surface current re:2","w","current density im e:0","current density im e:1","current density im e:2","current density re e:0","current density re e:1","current density re e:2","electric field im e:0","electric field im e:1","electric field im e:2","electric field re e:0","electric field re e:1","electric field re e:2","joule heating e","magnetic field strength im e:0","magnetic field strength im e:1","magnetic field strength im e:2","magnetic field strength re e:0","magnetic field strength re e:1","magnetic field strength re e:2","magnetic flux density im e:0","magnetic flux density im e:1","magnetic flux density im e:2","magnetic flux density re e:0","magnetic flux density re e:1","magnetic flux density re e:2","w potential","w vector e:0","w vector e:1","w vector e:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-2.4289e-05,-0.00029848,4.3643,2.4291e-05,83.232,-7.2677,3.2094e+05,-43466,-7.883e-09,1.635e-05,2145.5,1.8485e-09,5.7255e-06,-0.054621,-9.9105e-15,2.0546e-11,0.0026961,2.3224e-15,7.1948e-12,2.4871e-07,9.3572e-06,2279.3,3.6285e-07,6.2091e-05,-112.51,0,0,0,0,0,0,0,-5.0038e-05,-0.00033739,4.5146,9.0803,92.194,-6.661,0,-44399,4372.9,1.9727e-05,2191.6,-215.85,-0.00031502,-0.055794,0.0054952,2.479e-11,0.002754,-0.00027125,-3.9586e-10,0,0,0,0,1,0.001115,0,0.001115,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-2.5364e-05,-0.00029954,4.3505,2.5366e-05,84.273,-7.463,3.4129e+05,-43680,-1.307e-08,1.7926e-05,2156.1,2.2322e-09,6.2352e-06,-0.05489,-1.6429e-14,2.2527e-11,0.0027094,2.8045e-15,7.8353e-12,3.5078e-08,1.3198e-06,321.48,5.1178e-08,8.7575e-06,-15.869,0,0,0,0,0,0,0,-5.0038e-05,-0.00033739,4.5146,9.0803,92.194,-6.661,0,-44399,4372.9,1.9727e-05,2191.6,-215.85,-0.00031502,-0.055794,0.0054952,2.479e-11,0.002754,-0.00027125,-3.9586e-10,0,0,0,0,1,0.00112,0,0.00112,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-2.6197e-05,-0.00029779,4.3381,2.6199e-05,84.598,-7.6058,3.1131e+05,-43524,-1.3608e-08,1.7511e-05,2148.4,2.2919e-09,6.0675e-06,-0.054694,-1.7105e-14,2.2005e-11,0.0026997,2.8795e-15,7.6247e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3445e-05,-0.0002722,4.1448,10.074,102.28,-9.4402,0,-39080,3849,0.0001076,1929,-189.99,-5.3011e-05,-0.049109,0.0048368,1.3521e-10,0.002424,-0.00023875,-6.6616e-11,0,0,0,0,1,0.001125,0,0.001125,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-2.6982e-05,-0.00029548,4.326,2.6984e-05,84.783,-7.7383,2.7143e+05,-43295,-1.3232e-08,1.6705e-05,2137.1,2.288e-09,5.7668e-06,-0.054406,-1.6633e-14,2.0992e-11,0.0026855,2.8746e-15,7.2467e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3445e-05,-0.0002722,4.1448,10.074,102.28,-9.4402,0,-39080,3849,0.0001076,1929,-189.99,-5.3011e-05,-0.049109,0.0048368,1.3521e-10,0.002424,-0.00023875,-6.6616e-11,0,0,0,0,1,0.00113,0,0.00113,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-2.7767e-05,-0.00029317,4.3139,2.777e-05,84.967,-7.8707,2.3156e+05,-43066,-1.2857e-08,1.5898e-05,2125.8,2.284e-09,5.466e-06,-0.054118,-1.6161e-14,1.9978e-11,0.0026713,2.8696e-15,6.8688e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3445e-05,-0.0002722,4.1448,10.074,102.28,-9.4402,0,-39080,3849,0.0001076,1929,-189.99,-5.3011e-05,-0.049109,0.0048368,1.3521e-10,0.002424,-0.00023875,-6.6616e-11,0,0,0,0,1,0.001135,0,0.001135,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-2.8553e-05,-0.00029086,4.3018,2.8555e-05,85.152,-8.0032,1.9169e+05,-42837,-1.2482e-08,1.5092e-05,2114.4,2.2801e-09,5.1653e-06,-0.05383,-1.5689e-14,1.8965e-11,0.0026571,2.8647e-15,6.4909e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3445e-05,-0.0002722,4.1448,10.074,102.28,-9.4402,0,-39080,3849,0.0001076,1929,-189.99,-5.3011e-05,-0.049109,0.0048368,1.3521e-10,0.002424,-0.00023875,-6.6616e-11,0,0,0,0,1,0.00114,0,0.00114,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-2.9338e-05,-0.00028856,4.2896,2.934e-05,85.337,-8.1357,1.5181e+05,-42608,-1.2107e-08,1.4285e-05,2103.1,2.2761e-09,4.8646e-06,-0.053542,-1.5217e-14,1.7951e-11,0.0026429,2.8597e-15,6.113e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3445e-05,-0.0002722,4.1448,10.074,102.28,-9.4402,0,-39080,3849,0.0001076,1929,-189.99,-5.3011e-05,-0.049109,0.0048368,1.3521e-10,0.002424,-0.00023875,-6.6616e-11,0,0,0,0,1,0.001145,0,0.001145,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-3.0123e-05,-0.00028625,4.2775,3.0125e-05,85.521,-8.2681,1.1194e+05,-42379,-1.1731e-08,1.3479e-05,2091.8,2.2722e-09,4.5639e-06,-0.053255,-1.4745e-14,1.6938e-11,0.0026287,2.8548e-15,5.7351e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3445e-05,-0.0002722,4.1448,10.074,102.28,-9.4402,0,-39080,3849,0.0001076,1929,-189.99,-5.3011e-05,-0.049109,0.0048368,1.3521e-10,0.002424,-0.00023875,-6.6616e-11,0,0,0,0,1,0.00115,0,0.00115,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-3.0908e-05,-0.00028394,4.2654,3.091e-05,85.706,-8.4006,72065,-42150,-1.1356e-08,1.2672e-05,2080.5,2.2682e-09,4.2631e-06,-0.052967,-1.4273e-14,1.5924e-11,0.0026145,2.8499e-15,5.3572e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3445e-05,-0.0002722,4.1448,10.074,102.28,-9.4402,0,-39080,3849,0.0001076,1929,-189.99,-5.3011e-05,-0.049109,0.0048368,1.3521e-10,0.002424,-0.00023875,-6.6616e-11,0,0,0,0,1,0.001155,0,0.001155,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-3.1694e-05,-0.00028163,4.2533,3.1696e-05,85.89,-8.5331,32191,-41921,-1.0981e-08,1.1866e-05,2069.2,2.2643e-09,3.9624e-06,-0.052679,-1.3801e-14,1.4911e-11,0.0026003,2.8449e-15,4.9793e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3445e-05,-0.0002722,4.1448,10.074,102.28,-9.4402,0,-39080,3849,0.0001076,1929,-189.99,-5.3011e-05,-0.049109,0.0048368,1.3521e-10,0.002424,-0.00023875,-6.6616e-11,0,0,0,0,1,0.00116,0,0.00116,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-3.2479e-05,-0.00027932,4.2412,3.2481e-05,86.075,-8.6655,-7683.4,-41691,-1.0605e-08,1.1059e-05,2057.9,2.2603e-09,3.6617e-06,-0.052391,-1.3329e-14,1.3897e-11,0.002586,2.84e-15,4.6014e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3445e-05,-0.0002722,4.1448,10.074,102.28,-9.4402,0,-39080,3849,0.0001076,1929,-189.99,-5.3011e-05,-0.049109,0.0048368,1.3521e-10,0.002424,-0.00023875,-6.6616e-11,0,0,0,0,1,0.001165,0,0.001165,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-3.3264e-05,-0.00027701,4.229,3.3266e-05,86.26,-8.798,-47557,-41462,-1.023e-08,1.0253e-05,2046.6,2.2564e-09,3.3609e-06,-0.052103,-1.2857e-14,1.2884e-11,0.0025718,2.8351e-15,4.2235e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.00117,0,0.00117,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-3.4049e-05,-0.00027471,4.2169,3.4051e-05,86.444,-8.9305,-87431,-41233,-9.8548e-09,9.4462e-06,2035.3,2.2524e-09,3.0602e-06,-0.051815,-1.2385e-14,1.1871e-11,0.0025576,2.8301e-15,3.8456e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.001175,0,0.001175,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-3.4835e-05,-0.0002724,4.2048,3.4837e-05,86.629,-9.0629,-1.2731e+05,-41004,-9.4796e-09,8.6397e-06,2024,2.2485e-09,2.7595e-06,-0.051527,-1.1913e-14,1.0857e-11,0.0025434,2.8252e-15,3.4677e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.00118,0,0.00118,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-3.562e-05,-0.00027009,4.1927,3.5622e-05,86.814,-9.1954,-1.6718e+05,-40775,-9.1043e-09,7.8333e-06,2012.7,2.2445e-09,2.4587e-06,-0.05124,-1.1441e-14,9.8436e-12,0.0025292,2.8202e-15,3.0898e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.001185,0,0.001185,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-3.6405e-05,-0.00026778,4.1806,3.6407e-05,86.998,-9.3279,-2.0705e+05,-40546,-8.729e-09,7.0268e-06,2001.4,2.2406e-09,2.158e-06,-0.050952,-1.0969e-14,8.8301e-12,0.002515,2.8153e-15,2.7118e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.00119,0,0.00119,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-3.719e-05,-0.00026547,4.1684,3.7192e-05,87.183,-9.4603,-2.4693e+05,-40317,-8.3537e-09,6.2203e-06,1990.1,2.2366e-09,1.8573e-06,-0.050664,-1.0497e-14,7.8166e-12,0.0025008,2.8104e-15,2.3339e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.001195,0,0.001195,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-3.7976e-05,-0.00026316,4.1563,3.7977e-05,87.367,-9.5928,-2.868e+05,-40088,-7.9784e-09,5.4138e-06,1978.8,2.2327e-09,1.5566e-06,-0.050376,-1.0025e-14,6.8031e-12,0.0024866,2.8054e-15,1.956e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.0012,0,0.0012,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-3.8761e-05,-0.00026086,4.1442,3.8763e-05,87.552,-9.7253,-3.2667e+05,-39859,-7.6031e-09,4.6073e-06,1967.5,2.2287e-09,1.2558e-06,-0.050088,-9.5533e-15,5.7897e-12,0.0024724,2.8005e-15,1.5781e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.001205,0,0.001205,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-3.9546e-05,-0.00025855,4.1321,3.9548e-05,87.737,-9.8577,-3.6655e+05,-39630,-7.2278e-09,3.8008e-06,1956.1,2.2248e-09,9.5509e-07,-0.0498,-9.0813e-15,4.7762e-12,0.0024582,2.7955e-15,1.2002e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.00121,0,0.00121,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-4.0332e-05,-0.00025624,4.12,4.0333e-05,87.921,-9.9902,-4.0642e+05,-39401,-6.8525e-09,2.9943e-06,1944.8,2.2208e-09,6.5437e-07,-0.049512,-8.6094e-15,3.7627e-12,0.002444,2.7906e-15,8.223e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.001215,0,0.001215,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-4.1117e-05,-0.00025393,4.1078,4.1118e-05,88.106,-10.123,-4.463e+05,-39172,-6.4773e-09,2.1878e-06,1933.5,2.2169e-09,3.5363e-07,-0.049225,-8.1374e-15,2.7492e-12,0.0024298,2.7857e-15,4.4439e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.00122,0,0.00122,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-4.1902e-05,-0.00025162,4.0957,4.1904e-05,88.291,-10.255,-4.8617e+05,-38943,-6.102e-09,1.3813e-06,1922.2,2.2129e-09,5.2901e-08,-0.048937,-7.6655e-15,1.7358e-12,0.0024155,2.7807e-15,6.6478e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.001225,0,0.001225,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-4.2687e-05,-0.00024931,4.0836,4.2689e-05,88.475,-10.388,-5.2604e+05,-38714,-5.7267e-09,5.7479e-07,1910.9,2.209e-09,-2.4782e-07,-0.048649,-7.1935e-15,7.223e-13,0.0024013,2.7758e-15,-3.1143e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.00123,0,0.00123,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-4.3473e-05,-0.00024701,4.0715,4.3474e-05,88.66,-10.52,-5.6592e+05,-38485,-5.3514e-09,-2.3172e-07,1899.6,2.205e-09,-5.4856e-07,-0.048361,-6.7215e-15,-2.9118e-13,0.0023871,2.7708e-15,-6.8934e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.001235,0,0.001235,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-4.4258e-05,-0.0002447,4.0594,4.4259e-05,88.844,-10.653,-6.0579e+05,-38255,-4.9761e-09,-1.0382e-06,1888.3,2.2011e-09,-8.4929e-07,-0.048073,-6.2496e-15,-1.3047e-12,0.0023729,2.7659e-15,-1.0672e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.00124,0,0.00124,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-4.5043e-05,-0.00024239,4.0472,4.5044e-05,89.029,-10.785,-6.4567e+05,-38026,-4.6008e-09,-1.8447e-06,1877,2.1972e-09,-1.15e-06,-0.047785,-5.7776e-15,-2.3181e-12,0.0023587,2.761e-15,-1.4452e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.001245,0,0.001245,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-4.5828e-05,-0.00024008,4.0351,4.583e-05,89.214,-10.917,-6.8554e+05,-37797,-4.2255e-09,-2.6512e-06,1865.7,2.1932e-09,-1.4507e-06,-0.047498,-5.3057e-15,-3.3316e-12,0.0023445,2.756e-15,-1.8231e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.00125,0,0.00125,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-4.6614e-05,-0.00023777,4.023,4.6615e-05,89.398,-11.05,-7.2541e+05,-37568,-3.8502e-09,-3.4577e-06,1854.4,2.1893e-09,-1.7515e-06,-0.04721,-4.8337e-15,-4.3451e-12,0.0023303,2.7511e-15,-2.201e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.001255,0,0.001255,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-4.7399e-05,-0.00023546,4.0109,4.74e-05,89.583,-11.182,-7.6529e+05,-37339,-3.475e-09,-4.2642e-06,1843.1,2.1853e-09,-2.0522e-06,-0.046922,-4.3617e-15,-5.3585e-12,0.0023161,2.7461e-15,-2.5789e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.00126,0,0.00126,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-4.8184e-05,-0.00023316,3.9988,4.8185e-05,89.768,-11.315,-8.0516e+05,-37110,-3.0997e-09,-5.0707e-06,1831.8,2.1814e-09,-2.3529e-06,-0.046634,-3.8898e-15,-6.372e-12,0.0023019,2.7412e-15,-2.9568e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.001265,0,0.001265,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-4.8969e-05,-0.00023085,3.9866,4.8971e-05,89.952,-11.447,-8.4504e+05,-36881,-2.7244e-09,-5.8772e-06,1820.5,2.1774e-09,-2.6537e-06,-0.046346,-3.4178e-15,-7.3855e-12,0.0022877,2.7363e-15,-3.3347e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.00127,0,0.00127,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-4.9755e-05,-0.00022854,3.9745,4.9756e-05,90.137,-11.58,-8.8491e+05,-36652,-2.3491e-09,-6.6837e-06,1809.2,2.1735e-09,-2.9544e-06,-0.046058,-2.9459e-15,-8.399e-12,0.0022735,2.7313e-15,-3.7126e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.001275,0,0.001275,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-5.054e-05,-0.00022623,3.9624,5.0541e-05,90.321,-11.712,-9.2478e+05,-36423,-1.9738e-09,-7.4902e-06,1797.9,2.1695e-09,-3.2551e-06,-0.04577,-2.4739e-15,-9.4124e-12,0.0022592,2.7264e-15,-4.0905e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.00128,0,0.00128,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-5.1325e-05,-0.00022392,3.9503,5.1326e-05,90.506,-11.845,-9.6466e+05,-36194,-1.5985e-09,-8.2967e-06,1786.5,2.1656e-09,-3.5559e-06,-0.045483,-2.0019e-15,-1.0426e-11,0.002245,2.7214e-15,-4.4684e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.3882e-05,-0.00027408,4.1448,7.2965,74.082,-11.658,0,-39080,3849,5.692e-05,1929,-189.99,-0.00016547,-0.049109,0.0048368,7.1527e-11,0.002424,-0.00023875,-2.0793e-10,0,0,0,0,1,0.001285,0,0.001285,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-5.2013e-05,-0.00022189,3.9386,5.2014e-05,90.712,-11.962,-9.7244e+05,-35995,-1.2314e-09,-8.8363e-06,1776.7,2.1563e-09,-3.7497e-06,-0.045233,-1.5404e-15,-1.1104e-11,0.0022327,2.7098e-15,-4.712e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.157e-05,-0.00020533,3.6989,8.2297,83.557,-15.889,0,-33502,3299.7,-5.4065e-05,1653.7,-162.87,-9.3728e-05,-0.0421,0.0041465,-6.794e-11,0.0020781,-0.00020467,-1.1778e-10,0,0,0,0,1,0.00129,0,0.00129,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-5.2423e-05,-0.00022066,3.9282,5.2424e-05,90.977,-12.038,-8.8874e+05,-35884,-8.8767e-10,-8.6154e-06,1771.2,2.1319e-09,-3.6387e-06,-0.045093,-1.1086e-15,-1.0826e-11,0.0022258,2.6792e-15,-4.5725e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.157e-05,-0.00020533,3.6989,8.2297,83.557,-15.889,0,-33502,3299.7,-5.4065e-05,1653.7,-162.87,-9.3728e-05,-0.0421,0.0041465,-6.794e-11,0.0020781,-0.00020467,-1.1778e-10,0,0,0,0,1,0.001295,0,0.001295,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-5.2834e-05,-0.00021942,3.9178,5.2835e-05,91.242,-12.113,-8.0504e+05,-35772,-5.4392e-10,-8.3944e-06,1765.7,2.1076e-09,-3.5277e-06,-0.044952,-6.7682e-16,-1.0549e-11,0.0022189,2.6486e-15,-4.433e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.157e-05,-0.00020533,3.6989,8.2297,83.557,-15.889,0,-33502,3299.7,-5.4065e-05,1653.7,-162.87,-9.3728e-05,-0.0421,0.0041465,-6.794e-11,0.0020781,-0.00020467,-1.1778e-10,0,0,0,0,1,0.0013,0,0.0013,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-5.3244e-05,-0.00021818,3.9074,5.3245e-05,91.507,-12.189,-7.2134e+05,-35660,-2.0018e-10,-8.1734e-06,1760.2,2.0832e-09,-3.4167e-06,-0.044812,-2.4502e-16,-1.0271e-11,0.0022119,2.618e-15,-4.2936e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.157e-05,-0.00020533,3.6989,8.2297,83.557,-15.889,0,-33502,3299.7,-5.4065e-05,1653.7,-162.87,-9.3728e-05,-0.0421,0.0041465,-6.794e-11,0.0020781,-0.00020467,-1.1778e-10,0,0,0,0,1,0.001305,0,0.001305,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-5.3654e-05,-0.00021695,3.897,5.3655e-05,91.772,-12.264,-6.3764e+05,-35549,1.4357e-10,-7.9525e-06,1754.7,2.0588e-09,-3.3057e-06,-0.044672,1.8678e-16,-9.9934e-12,0.002205,2.5873e-15,-4.1541e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.157e-05,-0.00020533,3.6989,8.2297,83.557,-15.889,0,-33502,3299.7,-5.4065e-05,1653.7,-162.87,-9.3728e-05,-0.0421,0.0041465,-6.794e-11,0.0020781,-0.00020467,-1.1778e-10,0,0,0,0,1,0.00131,0,0.00131,0.005
2.4652e-29,2.4652e-29,0,0,0,0,0,0,-5.4064e-05,-0.00021571,3.8867,5.4066e-05,92.037,-12.339,-5.5394e+05,-35437,4.8732e-10,-7.7315e-06,1749.2,2.0345e-09,-3.1947e-06,-0.044531,6.1858e-16,-9.7157e-12,0.0021981,2.5567e-15,-4.0146e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.157e-05,-0.00020533,3.6989,8.2297,83.557,-15.889,0,-33502,3299.7,-5.4065e-05,1653.7,-162.87,-9.3728e-05,-0.0421,0.0041465,-6.794e-11,0.0020781,-0.00020467,-1.1778e-10,0,0,0,0,1,0.001315,0,0.001315,0.005
