"av im","av re","current density im:0","current density im:1","current density im:2","current density re:0","current density re:1","current density re:2","electric field im:0","electric field im:1","electric field im:2","electric field re:0","electric field re:1","electric field re:2","joule heating","magnetic field strength im:0","magnetic field strength im:1","magnetic field strength im:2","magnetic field strength re:0","magnetic field strength re:1","magnetic field strength re:2","magnetic flux density im:0","magnetic flux density im:1","magnetic flux density im:2","magnetic flux density re:0","magnetic flux density re:1","magnetic flux density re:2","w","current density im e:0","current density im e:1","current density im e:2","current density re e:0","current density re e:1","current density re e:2","electric field im e:0","electric field im e:1","electric field im e:2","electric field re e:0","electric field re e:1","electric field re e:2","joule heating e","magnetic field strength im e:0","magnetic field strength im e:1","magnetic field strength im e:2","magnetic field strength re e:0","magnetic field strength re e:1","magnetic field strength re e:2","magnetic flux density im e:0","magnetic flux density im e:1","magnetic flux density im e:2","magnetic flux density re e:0","magnetic flux density re e:1","magnetic flux density re e:2","w potential","w vector e:0","w vector e:1","w vector e:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
8.8201e-50,8.8201e-50,-0.0080914,-0.033807,46917,-0.02415,0.0098039,-47620,-7.7868e-05,-0.00029705,4.2277,7.7057e-05,0.00029705,79.165,2.4081e+05,-35965,-4.7182e-09,-2.0525e-05,1920,1.267e-07,-8.3798e-06,-0.045196,-5.9266e-15,-2.5792e-11,0.0024128,1.5921e-13,-1.053e-11,0,0,0,0,0,0,0,-9.1374e-05,-0.00032314,4.3175,9.061e-05,0.00032327,80.863,0,-37002,1817.9,-6.156e-05,1975.5,-96.953,-3.5454e-06,-0.046498,0.0022845,-7.7359e-11,0.0024825,-0.00012184,-4.4553e-12,0,0,0,0,1,0.001305,0,0.001305,0.005
8.8201e-50,8.8201e-50,-0.015124,-0.063191,87696,-0.04514,0.018325,-89008,-7.8802e-05,-0.000295,4.2153,7.8004e-05,0.00029502,78.918,4.5011e+05,-35819,2.1901e-08,-2.0039e-05,1912,1.0345e-07,-6.6976e-06,-0.045011,2.7524e-14,-2.5182e-11,0.0024028,1.3e-13,-8.4165e-12,0,0,0,0,0,0,0,-9.1374e-05,-0.00032314,4.3175,9.061e-05,0.00032327,80.863,0,-37002,1817.9,-6.156e-05,1975.5,-96.953,-3.5454e-06,-0.046498,0.0022845,-7.7359e-11,0.0024825,-0.00012184,-4.4553e-12,0,0,0,0,1,0.00131,0,0.00131,0.005
8.8201e-50,8.8201e-50,-0.022156,-0.092574,1.2847e+05,-0.066129,0.026846,-1.304e+05,-7.9737e-05,-0.00029296,4.2029,7.8951e-05,0.00029299,78.672,6.594e+05,-35672,4.852e-08,-1.9554e-05,1904.1,8.0209e-08,-5.0155e-06,-0.044826,6.0975e-14,-2.4572e-11,0.0023927,1.0079e-13,-6.3026e-12,0,0,0,0,0,0,0,-9.1374e-05,-0.00032314,4.3175,9.061e-05,0.00032327,80.863,0,-37002,1817.9,-6.156e-05,1975.5,-96.953,-3.5454e-06,-0.046498,0.0022845,-7.7359e-11,0.0024825,-0.00012184,-4.4553e-12,0,0,0,0,1,0.001315,0,0.001315,0.005
8.8201e-50,8.8201e-50,-0.026088,-0.109,1.5127e+05,-0.077865,0.03161,-1.5354e+05,-8.0577e-05,-0.00029103,4.1908,7.9801e-05,0.00029106,78.438,7.7642e+05,-35533,6.2562e-08,-1.9033e-05,1896.6,6.3803e-08,-3.8377e-06,-0.044652,7.862e-14,-2.3918e-11,0.0023834,8.0178e-14,-4.8226e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.00132,0,0.00132,0.005
8.8201e-50,8.8201e-50,-0.024658,-0.10303,1.4298e+05,-0.073596,0.029877,-1.4512e+05,-8.1252e-05,-0.0002893,4.1794,8.0484e-05,0.00028934,78.227,7.3386e+05,-35409,5.4853e-08,-1.8452e-05,1890,5.9223e-08,-3.5322e-06,-0.044496,6.8933e-14,-2.3188e-11,0.002375,7.4422e-14,-4.4387e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.001325,0,0.001325,0.005
8.8201e-50,8.8201e-50,-0.023228,-0.097052,1.3469e+05,-0.069328,0.028144,-1.367e+05,-8.1928e-05,-0.00028757,4.1679,8.1166e-05,0.00028762,78.015,6.913e+05,-35284,4.7144e-08,-1.7871e-05,1883.4,5.4643e-08,-3.2267e-06,-0.04434,5.9245e-14,-2.2457e-11,0.0023667,6.8666e-14,-4.0548e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.00133,0,0.00133,0.005
8.8201e-50,8.8201e-50,-0.021798,-0.091077,1.264e+05,-0.06506,0.026411,-1.2829e+05,-8.2604e-05,-0.00028584,4.1565,8.1849e-05,0.00028589,77.804,6.4874e+05,-35160,3.9435e-08,-1.729e-05,1876.8,5.0063e-08,-2.9213e-06,-0.044183,4.9557e-14,-2.1727e-11,0.0023584,6.2911e-14,-3.671e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.001335,0,0.001335,0.005
8.8201e-50,8.8201e-50,-0.020368,-0.085101,1.181e+05,-0.060792,0.024679,-1.1987e+05,-8.3279e-05,-0.00028411,4.145,8.2532e-05,0.00028417,77.592,6.0618e+05,-35036,3.1726e-08,-1.6708e-05,1870.2,4.5483e-08,-2.6158e-06,-0.044027,3.987e-14,-2.0996e-11,0.0023501,5.7155e-14,-3.2871e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.00134,0,0.00134,0.005
8.8201e-50,8.8201e-50,-0.018938,-0.079126,1.0981e+05,-0.056523,0.022946,-1.1145e+05,-8.3955e-05,-0.00028239,4.1336,8.3215e-05,0.00028245,77.38,5.6361e+05,-34911,2.4017e-08,-1.6127e-05,1863.6,4.0902e-08,-2.3103e-06,-0.043871,3.0182e-14,-2.0266e-11,0.0023418,5.1399e-14,-2.9032e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.001345,0,0.001345,0.005
8.8201e-50,8.8201e-50,-0.017508,-0.073151,1.0152e+05,-0.052255,0.021213,-1.0304e+05,-8.463e-05,-0.00028066,4.1221,8.3898e-05,0.00028072,77.169,5.2105e+05,-34787,1.6308e-08,-1.5546e-05,1857,3.6322e-08,-2.0048e-06,-0.043715,2.0494e-14,-1.9536e-11,0.0023335,4.5644e-14,-2.5193e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.00135,0,0.00135,0.005
8.8201e-50,8.8201e-50,-0.016078,-0.067176,93228,-0.047987,0.01948,-94622,-8.5306e-05,-0.00027893,4.1107,8.458e-05,0.000279,76.957,4.7849e+05,-34663,8.599e-09,-1.4965e-05,1850.4,3.1742e-08,-1.6993e-06,-0.043558,1.0807e-14,-1.8805e-11,0.0023252,3.9888e-14,-2.1354e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.001355,0,0.001355,0.005
8.8201e-50,8.8201e-50,-0.014648,-0.061201,84935,-0.043718,0.017748,-86206,-8.5982e-05,-0.0002772,4.0992,8.5263e-05,0.00027728,76.746,4.3593e+05,-34538,8.8998e-10,-1.4383e-05,1843.7,2.7162e-08,-1.3938e-06,-0.043402,1.1188e-15,-1.8075e-11,0.0023169,3.4133e-14,-1.7515e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.00136,0,0.00136,0.005
8.8201e-50,8.8201e-50,-0.013218,-0.055226,76643,-0.03945,0.016015,-77789,-8.6657e-05,-0.00027547,4.0878,8.5946e-05,0.00027555,76.534,3.9337e+05,-34414,-6.8189e-09,-1.3802e-05,1837.1,2.2582e-08,-1.0883e-06,-0.043246,-8.5687e-15,-1.7344e-11,0.0023086,2.8377e-14,-1.3676e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.001365,0,0.001365,0.005
8.8201e-50,8.8201e-50,-0.011787,-0.04925,68351,-0.035182,0.014282,-69373,-8.7333e-05,-0.00027374,4.0763,8.6629e-05,0.00027383,76.322,3.5081e+05,-34290,-1.4528e-08,-1.3221e-05,1830.5,1.8002e-08,-7.828e-07,-0.043089,-1.8256e-14,-1.6614e-11,0.0023003,2.2621e-14,-9.837e-13,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.00137,0,0.00137,0.005
8.8201e-50,8.8201e-50,-0.010357,-0.043275,60058,-0.030913,0.012549,-60956,-8.8008e-05,-0.00027202,4.0649,8.7311e-05,0.00027211,76.111,3.0825e+05,-34165,-2.2237e-08,-1.264e-05,1823.9,1.3421e-08,-4.7731e-07,-0.042933,-2.7944e-14,-1.5884e-11,0.002292,1.6866e-14,-5.998e-13,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.001375,0,0.001375,0.005
8.8201e-50,8.8201e-50,-0.0089273,-0.0373,51766,-0.026645,0.010817,-52540,-8.8684e-05,-0.00027029,4.0534,8.7994e-05,0.00027038,75.899,2.6569e+05,-34041,-2.9946e-08,-1.2059e-05,1817.3,8.8412e-09,-1.7182e-07,-0.042777,-3.7632e-14,-1.5153e-11,0.0022837,1.111e-14,-2.1592e-13,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.00138,0,0.00138,0.005
8.8201e-50,8.8201e-50,-0.0074973,-0.031325,43473,-0.022377,0.0090839,-44124,-8.936e-05,-0.00026856,4.042,8.8677e-05,0.00026866,75.688,2.2312e+05,-33917,-3.7655e-08,-1.1477e-05,1810.7,4.261e-09,1.3367e-07,-0.042621,-4.732e-14,-1.4423e-11,0.0022754,5.3544e-15,1.6798e-13,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.001385,0,0.001385,0.005
8.8201e-50,8.8201e-50,-0.0060672,-0.02535,35181,-0.018108,0.0073512,-35707,-9.0035e-05,-0.00026683,4.0305,8.936e-05,0.00026694,75.476,1.8056e+05,-33792,-4.5364e-08,-1.0896e-05,1804.1,-3.1922e-10,4.3917e-07,-0.042464,-5.7007e-14,-1.3692e-11,0.0022671,-4.0127e-16,5.5188e-13,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.00139,0,0.00139,0.005
8.8201e-50,8.8201e-50,-0.0046371,-0.019375,26889,-0.01384,0.0056185,-27291,-9.0711e-05,-0.0002651,4.0191,9.0043e-05,0.00026521,75.264,1.38e+05,-33668,-5.3073e-08,-1.0315e-05,1797.5,-4.8993e-09,7.4466e-07,-0.042308,-6.6695e-14,-1.2962e-11,0.0022588,-6.1568e-15,9.3576e-13,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.001395,0,0.001395,0.005
8.8201e-50,8.8201e-50,-0.003207,-0.013399,18596,-0.0095718,0.0038857,-18874,-9.1387e-05,-0.00026337,4.0077,9.0725e-05,0.00026349,75.053,95440,-33543,-6.0782e-08,-9.7336e-06,1790.9,-9.4795e-09,1.0502e-06,-0.042152,-7.6383e-14,-1.2232e-11,0.0022505,-1.1912e-14,1.3197e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.0014,0,0.0014,0.005
8.8201e-50,8.8201e-50,-0.001777,-0.0074242,10304,-0.0053035,0.0021529,-10458,-9.2062e-05,-0.00026164,3.9962,9.1408e-05,0.00026176,74.841,52878,-33419,-6.8491e-08,-9.1524e-06,1784.3,-1.406e-08,1.3556e-06,-0.041996,-8.607e-14,-1.1501e-11,0.0022422,-1.7668e-14,1.7036e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.001405,0,0.001405,0.005
8.8201e-50,8.8201e-50,-0.00034688,-0.001449,2011.4,-0.0010351,0.00042019,-2041.5,-9.2738e-05,-0.00025992,3.9848,9.2091e-05,0.00026004,74.63,10316,-33295,-7.62e-08,-8.5711e-06,1777.7,-1.864e-08,1.6611e-06,-0.041839,-9.5758e-14,-1.0771e-11,0.0022339,-2.3424e-14,2.0875e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.00141,0,0.00141,0.005
8.8201e-50,8.8201e-50,0.0010832,0.004526,-6280.9,0.0032331,-0.0013125,6374.8,-9.3413e-05,-0.00025819,3.9733,9.2774e-05,0.00025832,74.418,-32244,-33170,-8.3909e-08,-7.9899e-06,1771.1,-2.322e-08,1.9666e-06,-0.041683,-1.0545e-13,-1.004e-11,0.0022256,-2.9179e-14,2.4713e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.001415,0,0.001415,0.005
8.8201e-50,8.8201e-50,0.0025133,0.010501,-14573,0.0075014,-0.0030453,14791,-9.4089e-05,-0.00025646,3.9619,9.3456e-05,0.00025659,74.206,-74806,-33046,-9.1618e-08,-7.4087e-06,1764.4,-2.78e-08,2.2721e-06,-0.041527,-1.1513e-13,-9.31e-12,0.0022173,-3.4935e-14,2.8552e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.00142,0,0.00142,0.005
8.8201e-50,8.8201e-50,0.0039433,0.016476,-22866,0.01177,-0.004778,23208,-9.4765e-05,-0.00025473,3.9504,9.4139e-05,0.00025487,73.995,-1.1737e+05,-32922,-9.9327e-08,-6.8274e-06,1757.8,-3.2381e-08,2.5776e-06,-0.041371,-1.2482e-13,-8.5796e-12,0.002209,-4.0691e-14,3.2391e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.001425,0,0.001425,0.005
8.8201e-50,8.8201e-50,0.0053734,0.022451,-31158,0.016038,-0.0065107,31624,-9.544e-05,-0.000253,3.939,9.4822e-05,0.00025315,73.783,-1.5993e+05,-32797,-1.0704e-07,-6.2462e-06,1751.2,-3.6961e-08,2.8831e-06,-0.041214,-1.3451e-13,-7.8492e-12,0.0022007,-4.6446e-14,3.623e-12,0,0,0,0,0,0,0,-0.00010694,-0.00028095,4.0633,0.00010634,0.00028116,76.101,0,-34127,1676.6,-2.0745e-05,1822.1,-89.479,8.3866e-06,-0.042885,0.0021069,-2.6069e-11,0.0022897,-0.00011244,1.0539e-11,0,0,0,0,1,0.00143,0,0.00143,0.005
8.8201e-50,8.8201e-50,0.0061907,0.025866,-35897,0.018477,-0.007501,36434,-9.6033e-05,-0.00025134,3.9279,9.5422e-05,0.00025149,73.577,-1.8425e+05,-32680,-1.1174e-07,-5.8132e-06,1745,-3.818e-08,2.9977e-06,-0.041067,-1.4043e-13,-7.3051e-12,0.0021928,-4.7978e-14,3.767e-12,0,0,0,0,0,0,0,-0.00011897,-0.00023768,3.7908,0.0001185,0.00023793,70.997,0,-31293,1537.4,-1.6808e-05,1670.8,-82.071,5.1966e-06,-0.039324,0.0019319,-2.1121e-11,0.0020996,-0.00010313,6.5303e-12,0,0,0,0,1,0.001435,0,0.001435,0.005
8.8201e-50,8.8201e-50,0.0059007,0.024655,-34216,0.017612,-0.0071497,34728,-9.6478e-05,-0.0002498,3.9174,9.5871e-05,0.00024996,73.379,-1.7562e+05,-32575,-1.1103e-07,-5.6482e-06,1739.4,-3.3325e-08,2.7672e-06,-0.040936,-1.3953e-13,-7.0977e-12,0.0021858,-4.1878e-14,3.4774e-12,0,0,0,0,0,0,0,-0.00011897,-0.00023768,3.7908,0.0001185,0.00023793,70.997,0,-31293,1537.4,-1.6808e-05,1670.8,-82.071,5.1966e-06,-0.039324,0.0019319,-2.1121e-11,0.0020996,-0.00010313,6.5303e-12,0,0,0,0,1,0.00144,0,0.00144,0.005
8.8201e-50,8.8201e-50,0.0056108,0.023443,-32535,0.016747,-0.0067984,33021,-9.6922e-05,-0.00024827,3.9069,9.632e-05,0.00024842,73.182,-1.6699e+05,-32471,-1.1032e-07,-5.4831e-06,1733.8,-2.8471e-08,2.5368e-06,-0.040804,-1.3863e-13,-6.8902e-12,0.0021788,-3.5778e-14,3.1878e-12,0,0,0,0,0,0,0,-0.00011897,-0.00023768,3.7908,0.0001185,0.00023793,70.997,0,-31293,1537.4,-1.6808e-05,1670.8,-82.071,5.1966e-06,-0.039324,0.0019319,-2.1121e-11,0.0020996,-0.00010313,6.5303e-12,0,0,0,0,1,0.001445,0,0.001445,0.005
8.8201e-50,8.8201e-50,0.0053209,0.022232,-30853,0.015881,-0.0064471,31315,-9.7367e-05,-0.00024673,3.8964,9.6769e-05,0.00024689,72.985,-1.5836e+05,-32366,-1.0961e-07,-5.318e-06,1728.2,-2.3617e-08,2.3063e-06,-0.040673,-1.3774e-13,-6.6828e-12,0.0021717,-2.9678e-14,2.8982e-12,0,0,0,0,0,0,0,-0.00011897,-0.00023768,3.7908,0.0001185,0.00023793,70.997,0,-31293,1537.4,-1.6808e-05,1670.8,-82.071,5.1966e-06,-0.039324,0.0019319,-2.1121e-11,0.0020996,-0.00010313,6.5303e-12,0,0,0,0,1,0.00145,0,0.00145,0.005
8.8201e-50,8.8201e-50,0.0050309,0.021021,-29172,0.015016,-0.0060958,29609,-9.7811e-05,-0.00024519,3.8859,9.7218e-05,0.00024535,72.788,-1.4973e+05,-32261,-1.0889e-07,-5.1529e-06,1722.6,-1.8763e-08,2.0759e-06,-0.040541,-1.3684e-13,-6.4753e-12,0.0021647,-2.3578e-14,2.6087e-12,0,0,0,0,0,0,0,-0.00011897,-0.00023768,3.7908,0.0001185,0.00023793,70.997,0,-31293,1537.4,-1.6808e-05,1670.8,-82.071,5.1966e-06,-0.039324,0.0019319,-2.1121e-11,0.0020996,-0.00010313,6.5303e-12,0,0,0,0,1,0.001455,0,0.001455,0.005
8.8201e-50,8.8201e-50,0.004741,0.019809,-27491,0.014151,-0.0057445,27902,-9.8256e-05,-0.00024366,3.8754,9.7667e-05,0.00024382,72.591,-1.4111e+05,-32157,-1.0818e-07,-4.9878e-06,1717,-1.3909e-08,1.8455e-06,-0.040409,-1.3595e-13,-6.2679e-12,0.0021577,-1.7478e-14,2.3191e-12,0,0,0,0,0,0,0,-0.00011897,-0.00023768,3.7908,0.0001185,0.00023793,70.997,0,-31293,1537.4,-1.6808e-05,1670.8,-82.071,5.1966e-06,-0.039324,0.0019319,-2.1121e-11,0.0020996,-0.00010313,6.5303e-12,0,0,0,0,1,0.00146,0,0.00146,0.005
8.8201e-50,8.8201e-50,0.0044511,0.018598,-25810,0.013285,-0.0053932,26196,-9.87e-05,-0.00024212,3.8649,9.8116e-05,0.00024228,72.394,-1.3248e+05,-32052,-1.0747e-07,-4.8227e-06,1711.4,-9.0546e-09,1.615e-06,-0.040278,-1.3505e-13,-6.0604e-12,0.0021506,-1.1379e-14,2.0295e-12,0,0,0,0,0,0,0,-0.00011897,-0.00023768,3.7908,0.0001185,0.00023793,70.997,0,-31293,1537.4,-1.6808e-05,1670.8,-82.071,5.1966e-06,-0.039324,0.0019319,-2.1121e-11,0.0020996,-0.00010313,6.5303e-12,0,0,0,0,1,0.001465,0,0.001465,0.005
8.8201e-50,8.8201e-50,0.0041611,0.017386,-24129,0.01242,-0.0050419,24490,-9.9145e-05,-0.00024059,3.8544,9.8565e-05,0.00024075,72.196,-1.2385e+05,-31948,-1.0675e-07,-4.6576e-06,1705.8,-4.2004e-09,1.3846e-06,-0.040146,-1.3415e-13,-5.8529e-12,0.0021436,-5.2786e-15,1.7399e-12,0,0,0,0,0,0,0,-0.00011897,-0.00023768,3.7908,0.0001185,0.00023793,70.997,0,-31293,1537.4,-1.6808e-05,1670.8,-82.071,5.1966e-06,-0.039324,0.0019319,-2.1121e-11,0.0020996,-0.00010313,6.5303e-12,0,0,0,0,1,0.00147,0,0.00147,0.005
8.8201e-50,8.8201e-50,0.0038712,0.016175,-22448,0.011555,-0.0046906,22784,-9.9589e-05,-0.00023905,3.8439,9.9014e-05,0.00023921,71.999,-1.1522e+05,-31843,-1.0604e-07,-4.4925e-06,1700.2,6.5362e-10,1.1542e-06,-0.040015,-1.3326e-13,-5.6455e-12,0.0021366,8.2126e-16,1.4504e-12,0,0,0,0,0,0,0,-0.00011897,-0.00023768,3.7908,0.0001185,0.00023793,70.997,0,-31293,1537.4,-1.6808e-05,1670.8,-82.071,5.1966e-06,-0.039324,0.0019319,-2.1121e-11,0.0020996,-0.00010313,6.5303e-12,0,0,0,0,1,0.001475,0,0.001475,0.005
8.8201e-50,8.8201e-50,0.0035813,0.014964,-20766,0.010689,-0.0043393,21077,-0.00010003,-0.00023751,3.8334,9.9463e-05,0.00023768,71.802,-1.0659e+05,-31738,-1.0533e-07,-4.3274e-06,1694.7,5.5078e-09,9.2374e-07,-0.039883,-1.3236e-13,-5.438e-12,0.0021296,6.9212e-15,1.1608e-12,0,0,0,0,0,0,0,-8.7626e-05,-0.00022461,3.7908,8.7135e-05,0.00022474,70.997,0,-31293,-1537.4,1.332e-05,1670.8,82.071,-1.4864e-06,-0.039324,-0.0019319,1.6739e-11,0.0020996,0.00010313,-1.8678e-12,0,0,0,0,1,0.00148,0,0.00148,0.005
8.8201e-50,8.8201e-50,0.0032914,0.013752,-19085,0.0098238,-0.003988,19371,-0.00010048,-0.00023598,3.8229,9.9912e-05,0.00023614,71.605,-97958,-31634,-1.0461e-07,-4.1623e-06,1689.1,1.0362e-08,6.933e-07,-0.039752,-1.3147e-13,-5.2306e-12,0.0021225,1.3021e-14,8.7122e-13,0,0,0,0,0,0,0,-8.7626e-05,-0.00022461,3.7908,8.7135e-05,0.00022474,70.997,0,-31293,-1537.4,1.332e-05,1670.8,82.071,-1.4864e-06,-0.039324,-0.0019319,1.6739e-11,0.0020996,0.00010313,-1.8678e-12,0,0,0,0,1,0.001485,0,0.001485,0.005
8.8201e-50,8.8201e-50,0.0030014,0.012541,-17404,0.0089585,-0.0036367,17665,-0.00010092,-0.00023444,3.8124,0.00010036,0.00023461,71.408,-89329,-31529,-1.039e-07,-3.9973e-06,1683.5,1.5216e-08,4.6287e-07,-0.03962,-1.3057e-13,-5.0231e-12,0.0021155,1.9121e-14,5.8166e-13,0,0,0,0,0,0,0,-8.7626e-05,-0.00022461,3.7908,8.7135e-05,0.00022474,70.997,0,-31293,-1537.4,1.332e-05,1670.8,82.071,-1.4864e-06,-0.039324,-0.0019319,1.6739e-11,0.0020996,0.00010313,-1.8678e-12,0,0,0,0,1,0.00149,0,0.00149,0.005
8.8201e-50,8.8201e-50,0.0027115,0.011329,-15723,0.0080932,-0.0032854,15958,-0.00010137,-0.0002329,3.8019,0.00010081,0.00023308,71.21,-80700,-31424,-1.0319e-07,-3.8322e-06,1677.9,2.007e-08,2.3243e-07,-0.039489,-1.2967e-13,-4.8156e-12,0.0021085,2.5221e-14,2.9208e-13,0,0,0,0,0,0,0,-8.7626e-05,-0.00022461,3.7908,8.7135e-05,0.00022474,70.997,0,-31293,-1537.4,1.332e-05,1670.8,82.071,-1.4864e-06,-0.039324,-0.0019319,1.6739e-11,0.0020996,0.00010313,-1.8678e-12,0,0,0,0,1,0.001495,0,0.001495,0.005
