1 1 200   4.00000000000E-002  2.50000000000E-002  0.00000000000E+000  1.76838428079E-004  0.00000000000E+000  1.49214724160E-006  8.66717147206E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  1.18741304661E+000  6.89711591202E+003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  7.13800000000E+005  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -1.48897956443E+001
1 1 166   3.32000000000E-002  2.50000000000E-002  0.00000000000E+000  1.46763330179E-004  0.00000000000E+000  6.89303170098E-010  8.84287928914E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  5.48530034050E-004  7.03693975015E+003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -1.23574724010E+001
1 1 58   1.16000000000E-002  2.50000000000E-002  0.00000000000E+000  5.12698852074E-005  0.00000000000E+000  2.80332696924E-008  8.83992727090E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  2.23081672129E-002  7.03459060869E+003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -4.31692433446E+000
1 1 59   1.18000000000E-002  2.50000000000E-002  0.00000000000E+000  5.21539070083E-005  0.00000000000E+000  2.80332696924E-008  8.83993175463E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  2.23081672129E-002  7.03459417672E+003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -4.39135897010E+000
1 1 60   1.20000000000E-002  2.50000000000E-002  0.00000000000E+000  5.30379288092E-005  0.00000000000E+000  2.80332696924E-008  8.83993623836E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  2.23081672129E-002  7.03459774476E+003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -4.46579360574E+000
1 1 61   1.22000000000E-002  2.50000000000E-002  0.00000000000E+000  5.39219506101E-005  0.00000000000E+000  2.80332696924E-008  8.83994072209E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  2.23081672129E-002  7.03460131280E+003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -4.54022824137E+000
1 1 62   1.24000000000E-002  2.50000000000E-002  0.00000000000E+000  5.48059724110E-005  0.00000000000E+000  2.80332696924E-008  8.83994520582E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  2.23081672129E-002  7.03460488083E+003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -4.61466287701E+000
1 1 63   1.26000000000E-002  2.50000000000E-002  0.00000000000E+000  5.56899942120E-005  0.00000000000E+000  2.80332696924E-008  8.83994968954E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  2.23081672129E-002  7.03460844887E+003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -4.68909751265E+000
1 1 64   1.28000000000E-002  2.50000000000E-002  0.00000000000E+000  5.65740160129E-005  0.00000000000E+000  2.80332696924E-008  8.83995417327E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  2.23081672129E-002  7.03461201691E+003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -4.76353214828E+000
1 1 164   3.28000000000E-002  2.50000000000E-002  0.00000000000E+000  1.44994433108E-004  0.00000000000E+000  1.89182932167E-008  8.84275962005E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  1.50546994015E-002  7.03684452052E+003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -1.22085312677E+001
1 1 165   3.30000000000E-002  2.50000000000E-002  0.00000000000E+000  1.45878872641E-004  0.00000000000E+000  1.89182932167E-008  8.84276960252E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  1.50546994015E-002  7.03685246432E+003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -1.22830010764E+001
1 1 53   1.06000000000E-002  2.50000000000E-002  0.00000000000E+000  4.68499294381E-005  0.00000000000E+000  2.89415913596E-008  8.83975766210E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  2.30309866291E-002  7.03445563829E+003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -3.94476405868E+000
1 1 54   1.08000000000E-002  2.50000000000E-002  0.00000000000E+000  4.77339201115E-005  0.00000000000E+000  2.89415913596E-008  8.83976041655E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  2.30309866291E-002  7.03445783021E+003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -4.01919607339E+000
1 1 55   1.10000000000E-002  2.50000000000E-002  0.00000000000E+000  4.86179107850E-005  0.00000000000E+000  2.89415913596E-008  8.83976317100E-003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  2.30309866291E-002  7.03446002213E+003  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000  0.00000000000E+000 -4.09362808810E+000
