"av im","av re","current density im:0","current density im:1","current density im:2","current density re:0","current density re:1","current density re:2","electric field im:0","electric field im:1","electric field im:2","electric field re:0","electric field re:1","electric field re:2","joule heating","magnetic field strength im:0","magnetic field strength im:1","magnetic field strength im:2","magnetic field strength re:0","magnetic field strength re:1","magnetic field strength re:2","magnetic flux density im:0","magnetic flux density im:1","magnetic flux density im:2","magnetic flux density re:0","magnetic flux density re:1","magnetic flux density re:2","surface current im:0","surface current im:1","surface current im:2","surface current re:0","surface current re:1","surface current re:2","current density im e:0","current density im e:1","current density im e:2","current density re e:0","current density re e:1","current density re e:2","electric field im e:0","electric field im e:1","electric field im e:2","electric field re e:0","electric field re e:1","electric field re e:2","joule heating e","magnetic field strength im e:0","magnetic field strength im e:1","magnetic field strength im e:2","magnetic field strength re e:0","magnetic field strength re e:1","magnetic field strength re e:2","magnetic flux density im e:0","magnetic flux density im e:1","magnetic flux density im e:2","magnetic flux density re e:0","magnetic flux density re e:1","magnetic flux density re e:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,8.9591e-12,-0.0032095,0.005707,5.4393e-12,-0.0013215,-0.0062994,9.4315e-07,-2.7391,-5.9752,2.0688e-06,96.675,-5.5783,-398.69,-37110,1.0954e-06,1.1973e-06,1831.8,4.1149e-07,3.3855e-06,-0.046634,1.3765e-12,1.5045e-12,0.0023019,5.171e-13,4.2544e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.53786,-5.3645,-9.5059,11.231,113.88,0.14696,0,-39080,3849,0.0058146,1929,-189.99,-0.0024546,-0.049109,0.0048368,7.3068e-09,0.002424,-0.00023875,-3.0845e-09,1,0.001265,0,0.001265,0.005
0,0,1.7474e-11,-0.0064124,0.011403,8.8346e-12,-0.0026406,-0.012587,8.8881e-07,-0.65453,-5.9973,2.1159e-06,95.945,-5.6709,-421.66,-36881,1.2456e-06,4.9516e-08,1820.5,4.661e-07,3.3609e-06,-0.046346,1.5653e-12,6.2224e-14,0.0022877,5.8572e-13,4.2235e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.53786,-5.3645,-9.5059,11.231,113.88,0.14696,0,-39080,3849,0.0058146,1929,-189.99,-0.0024546,-0.049109,0.0048368,7.3068e-09,0.002424,-0.00023875,-3.0845e-09,1,0.00127,0,0.00127,0.005
0,0,2.5989e-11,-0.0096152,0.0171,1.223e-11,-0.0039597,-0.018875,8.3447e-07,1.43,-6.0193,2.1629e-06,95.216,-5.7634,-444.63,-36652,1.3958e-06,-1.0982e-06,1809.2,5.2071e-07,3.3363e-06,-0.046058,1.754e-12,-1.3801e-12,0.0022735,6.5435e-13,4.1925e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.53786,-5.3645,-9.5059,11.231,113.88,0.14696,0,-39080,3849,0.0058146,1929,-189.99,-0.0024546,-0.049109,0.0048368,7.3068e-09,0.002424,-0.00023875,-3.0845e-09,1,0.001275,0,0.001275,0.005
0,0,3.4504e-11,-0.012818,0.022796,1.5625e-11,-0.0052789,-0.025163,7.8013e-07,3.5146,-6.0414,2.2099e-06,94.486,-5.856,-467.6,-36423,1.546e-06,-2.246e-06,1797.9,5.7532e-07,3.3117e-06,-0.04577,1.9428e-12,-2.8224e-12,0.0022592,7.2297e-13,4.1616e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.53786,-5.3645,-9.5059,11.231,113.88,0.14696,0,-39080,3849,0.0058146,1929,-189.99,-0.0024546,-0.049109,0.0048368,7.3068e-09,0.002424,-0.00023875,-3.0845e-09,1,0.00128,0,0.00128,0.005
0,0,4.3019e-11,-0.016021,0.028492,1.9021e-11,-0.006598,-0.031451,7.2579e-07,5.5991,-6.0634,2.2569e-06,93.757,-5.9485,-490.58,-36194,1.6963e-06,-3.3937e-06,1786.5,6.2993e-07,3.2871e-06,-0.045483,2.1316e-12,-4.2647e-12,0.002245,7.9159e-13,4.1306e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.53786,-5.3645,-9.5059,11.231,113.88,0.14696,0,-39080,3849,0.0058146,1929,-189.99,-0.0024546,-0.049109,0.0048368,7.3068e-09,0.002424,-0.00023875,-3.0845e-09,1,0.001285,0,0.001285,0.005
0,0,4.8989e-11,-0.018269,0.03249,2.1389e-11,-0.0075238,-0.035863,6.8067e-07,7.0783,-6.0825,2.2767e-06,93.307,-6.0304,-496.78,-35995,1.7928e-06,-4.2442e-06,1776.7,6.6486e-07,3.2269e-06,-0.045233,2.2529e-12,-5.3335e-12,0.0022327,8.3549e-13,4.0551e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00129,0,0.00129,0.005
0,0,4.7707e-11,-0.017794,0.031646,2.0829e-11,-0.0073284,-0.034932,6.6179e-07,6.8319,-6.0934,2.219e-06,93.655,-6.082,-455.18,-35884,1.7362e-06,-4.2475e-06,1771.2,6.437e-07,3.0656e-06,-0.045093,2.1818e-12,-5.3376e-12,0.0022258,8.0889e-13,3.8523e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001295,0,0.001295,0.005
0,0,4.6424e-11,-0.01732,0.030803,2.0269e-11,-0.007133,-0.034001,6.4291e-07,6.5856,-6.1043,2.1613e-06,94.003,-6.1335,-413.59,-35772,1.6797e-06,-4.2507e-06,1765.7,6.2253e-07,2.9043e-06,-0.044952,2.1107e-12,-5.3416e-12,0.0022189,7.823e-13,3.6496e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.0013,0,0.0013,0.005
0,0,4.5141e-11,-0.016846,0.029959,1.971e-11,-0.0069377,-0.03307,6.2404e-07,6.3392,-6.1151,2.1036e-06,94.351,-6.185,-371.99,-35660,1.6231e-06,-4.254e-06,1760.2,6.0137e-07,2.7429e-06,-0.044812,2.0397e-12,-5.3457e-12,0.0022119,7.5571e-13,3.4468e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001305,0,0.001305,0.005
0,0,4.3858e-11,-0.016371,0.029115,1.915e-11,-0.0067423,-0.032139,6.0516e-07,6.0929,-6.126,2.0458e-06,94.699,-6.2365,-330.4,-35549,1.5666e-06,-4.2572e-06,1754.7,5.8021e-07,2.5816e-06,-0.044672,1.9686e-12,-5.3498e-12,0.002205,7.2912e-13,3.2441e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00131,0,0.00131,0.005
0,0,4.2576e-11,-0.015897,0.028272,1.8591e-11,-0.0065469,-0.031207,5.8628e-07,5.8465,-6.1369,1.9881e-06,95.047,-6.2881,-288.8,-35437,1.51e-06,-4.2605e-06,1749.2,5.5905e-07,2.4202e-06,-0.044531,1.8975e-12,-5.3539e-12,0.0021981,7.0252e-13,3.0414e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001315,0,0.001315,0.005
0,0,4.1293e-11,-0.015422,0.027428,1.8031e-11,-0.0063515,-0.030276,5.6741e-07,5.6002,-6.1477,1.9304e-06,95.395,-6.3396,-247.21,-35325,1.4535e-06,-4.2638e-06,1743.7,5.3789e-07,2.2589e-06,-0.044391,1.8265e-12,-5.358e-12,0.0021912,6.7593e-13,2.8386e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00132,0,0.00132,0.005
0,0,4.001e-11,-0.014948,0.026585,1.7471e-11,-0.0061562,-0.029345,5.4853e-07,5.3538,-6.1586,1.8727e-06,95.743,-6.3911,-205.62,-35214,1.3969e-06,-4.267e-06,1738.2,5.1673e-07,2.0976e-06,-0.044251,1.7554e-12,-5.3621e-12,0.0021842,6.4934e-13,2.6359e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001325,0,0.001325,0.005
0,0,3.8728e-11,-0.014474,0.025741,1.6912e-11,-0.0059608,-0.028414,5.2965e-07,5.1075,-6.1695,1.815e-06,96.091,-6.4426,-164.02,-35102,1.3404e-06,-4.2703e-06,1732.6,4.9556e-07,1.9362e-06,-0.04411,1.6843e-12,-5.3662e-12,0.0021773,6.2274e-13,2.4331e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00133,0,0.00133,0.005
0,0,3.7445e-11,-0.013999,0.024897,1.6352e-11,-0.0057654,-0.027483,5.1078e-07,4.8611,-6.1803,1.7573e-06,96.439,-6.4942,-122.43,-34990,1.2838e-06,-4.2735e-06,1727.1,4.744e-07,1.7749e-06,-0.04397,1.6133e-12,-5.3702e-12,0.0021704,5.9615e-13,2.2304e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001335,0,0.001335,0.005
0,0,3.6162e-11,-0.013525,0.024054,1.5792e-11,-0.00557,-0.026551,4.919e-07,4.6148,-6.1912,1.6996e-06,96.787,-6.5457,-80.833,-34879,1.2272e-06,-4.2768e-06,1721.6,4.5324e-07,1.6136e-06,-0.04383,1.5422e-12,-5.3743e-12,0.0021635,5.6956e-13,2.0276e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00134,0,0.00134,0.005
0,0,3.4879e-11,-0.01305,0.02321,1.5233e-11,-0.0053747,-0.02562,4.7302e-07,4.3684,-6.2021,1.6419e-06,97.135,-6.5972,-39.238,-34767,1.1707e-06,-4.28e-06,1716.1,4.3208e-07,1.4522e-06,-0.043689,1.4711e-12,-5.3784e-12,0.0021565,5.4297e-13,1.8249e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001345,0,0.001345,0.005
0,0,3.3597e-11,-0.012576,0.022366,1.4673e-11,-0.0051793,-0.024689,4.5415e-07,4.1221,-6.2129,1.5842e-06,97.483,-6.6487,2.356,-34655,1.1141e-06,-4.2833e-06,1710.6,4.1092e-07,1.2909e-06,-0.043549,1.4001e-12,-5.3825e-12,0.0021496,5.1637e-13,1.6222e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00135,0,0.00135,0.005
0,0,3.2314e-11,-0.012102,0.021523,1.4114e-11,-0.0049839,-0.023758,4.3527e-07,3.8757,-6.2238,1.5265e-06,97.831,-6.7003,43.951,-34544,1.0576e-06,-4.2865e-06,1705.1,3.8976e-07,1.1295e-06,-0.043409,1.329e-12,-5.3866e-12,0.0021427,4.8978e-13,1.4194e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001355,0,0.001355,0.005
0,0,3.1031e-11,-0.011627,0.020679,1.3554e-11,-0.0047885,-0.022826,4.164e-07,3.6294,-6.2347,1.4687e-06,98.179,-6.7518,85.546,-34432,1.001e-06,-4.2898e-06,1699.6,3.6859e-07,9.682e-07,-0.043269,1.2579e-12,-5.3907e-12,0.0021358,4.6319e-13,1.2167e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00136,0,0.00136,0.005
0,0,2.9748e-11,-0.011153,0.019836,1.2994e-11,-0.0045932,-0.021895,3.9752e-07,3.383,-6.2455,1.411e-06,98.527,-6.8033,127.14,-34320,9.4448e-07,-4.293e-06,1694.1,3.4743e-07,8.0687e-07,-0.043128,1.1869e-12,-5.3948e-12,0.0021288,4.366e-13,1.0139e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001365,0,0.001365,0.005
0,0,2.8466e-11,-0.010679,0.018992,1.2435e-11,-0.0043978,-0.020964,3.7864e-07,3.1367,-6.2564,1.3533e-06,98.875,-6.8548,168.73,-34209,8.8793e-07,-4.2963e-06,1688.6,3.2627e-07,6.4553e-07,-0.042988,1.1158e-12,-5.3989e-12,0.0021219,4.1e-13,8.1119e-13,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00137,0,0.00137,0.005
0,0,2.7183e-11,-0.010204,0.018148,1.1875e-11,-0.0042024,-0.020033,3.5977e-07,2.8903,-6.2673,1.2956e-06,99.223,-6.9064,210.33,-34097,8.3137e-07,-4.2995e-06,1683,3.0511e-07,4.8419e-07,-0.042848,1.0447e-12,-5.4029e-12,0.002115,3.8341e-13,6.0845e-13,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001375,0,0.001375,0.005
0,0,2.59e-11,-0.0097297,0.017305,1.1315e-11,-0.004007,-0.019102,3.4089e-07,2.644,-6.2781,1.2379e-06,99.571,-6.9579,251.92,-33985,7.7482e-07,-4.3028e-06,1677.5,2.8395e-07,3.2285e-07,-0.042707,9.7367e-13,-5.407e-12,0.002108,3.5682e-13,4.0571e-13,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00138,0,0.00138,0.005
0,0,2.4618e-11,-0.0092553,0.016461,1.0756e-11,-0.0038117,-0.01817,3.2201e-07,2.3976,-6.289,1.1802e-06,99.919,-7.0094,293.52,-33874,7.1827e-07,-4.306e-06,1672,2.6278e-07,1.6151e-07,-0.042567,9.0261e-13,-5.4111e-12,0.0021011,3.3023e-13,2.0297e-13,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001385,0,0.001385,0.005
0,0,2.3335e-11,-0.0087809,0.015617,1.0196e-11,-0.0036163,-0.017239,3.0314e-07,2.1513,-6.2998,1.1225e-06,100.27,-7.061,335.11,-33762,6.6172e-07,-4.3093e-06,1666.5,2.4162e-07,1.7604e-10,-0.042427,8.3154e-13,-5.4152e-12,0.0020942,3.0363e-13,2.2122e-16,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00139,0,0.00139,0.005
0,0,2.2052e-11,-0.0083065,0.014774,9.6366e-12,-0.0034209,-0.016308,2.8426e-07,1.9049,-6.3107,1.0648e-06,100.62,-7.1125,376.71,-33650,6.0516e-07,-4.3125e-06,1661,2.2046e-07,-1.6116e-07,-0.042286,7.6047e-13,-5.4193e-12,0.0020873,2.7704e-13,-2.0252e-13,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001395,0,0.001395,0.005
0,0,2.0769e-11,-0.0078321,0.01393,9.077e-12,-0.0032255,-0.015377,2.6538e-07,1.6586,-6.3216,1.0071e-06,100.96,-7.164,418.3,-33539,5.4861e-07,-4.3158e-06,1655.5,1.993e-07,-3.225e-07,-0.042146,6.8941e-13,-5.4234e-12,0.0020803,2.5045e-13,-4.0526e-13,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.0014,0,0.0014,0.005
0,0,1.9487e-11,-0.0073577,0.013086,8.5173e-12,-0.0030302,-0.014445,2.4651e-07,1.4122,-6.3324,9.4936e-07,101.31,-7.2155,459.9,-33427,4.9206e-07,-4.319e-06,1650,1.7814e-07,-4.8384e-07,-0.042006,6.1834e-13,-5.4275e-12,0.0020734,2.2385e-13,-6.0801e-13,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001405,0,0.001405,0.005
0,0,1.8204e-11,-0.0068834,0.012243,7.9577e-12,-0.0028348,-0.013514,2.2763e-07,1.1659,-6.3433,8.9164e-07,101.66,-7.2671,501.49,-33315,4.355e-07,-4.3223e-06,1644.5,1.5698e-07,-6.4518e-07,-0.041865,5.4727e-13,-5.4315e-12,0.0020665,1.9726e-13,-8.1075e-13,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00141,0,0.00141,0.005
0,0,1.6921e-11,-0.006409,0.011399,7.3981e-12,-0.0026394,-0.012583,2.0875e-07,0.91952,-6.3542,8.3394e-07,102.01,-7.3186,543.08,-33204,3.7895e-07,-4.3255e-06,1638.9,1.3581e-07,-8.0651e-07,-0.041725,4.7621e-13,-5.4356e-12,0.0020596,1.7067e-13,-1.0135e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001415,0,0.001415,0.005
0,0,1.5638e-11,-0.0059346,0.010556,6.8385e-12,-0.002444,-0.011652,1.8988e-07,0.67317,-6.365,7.7622e-07,102.36,-7.3701,584.68,-33092,3.224e-07,-4.3288e-06,1633.4,1.1465e-07,-9.6785e-07,-0.041585,4.0514e-13,-5.4397e-12,0.0020526,1.4408e-13,-1.2162e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00142,0,0.00142,0.005
0,0,1.4356e-11,-0.0054602,0.009712,6.2788e-12,-0.0022487,-0.010721,1.71e-07,0.42682,-6.3759,7.1851e-07,102.7,-7.4216,626.27,-32980,2.6585e-07,-4.332e-06,1627.9,9.349e-08,-1.1292e-06,-0.041444,3.3407e-13,-5.4438e-12,0.0020457,1.1748e-13,-1.419e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001425,0,0.001425,0.005
0,0,1.3073e-11,-0.0049858,0.0088683,5.7192e-12,-0.0020533,-0.0097893,1.5213e-07,0.18047,-6.3868,6.6081e-07,103.05,-7.4732,667.87,-32869,2.0929e-07,-4.3353e-06,1622.4,7.2329e-08,-1.2905e-06,-0.041304,2.6301e-13,-5.4479e-12,0.0020388,9.0891e-14,-1.6217e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00143,0,0.00143,0.005
0,0,1.179e-11,-0.0045114,0.0080247,5.1596e-12,-0.0018579,-0.0088581,1.3325e-07,-0.06588,-6.3976,6.0309e-07,103.4,-7.5247,709.46,-32757,1.5274e-07,-4.3386e-06,1616.9,5.1167e-08,-1.4519e-06,-0.041164,1.9194e-13,-5.452e-12,0.0020319,6.4298e-14,-1.8245e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001435,0,0.001435,0.005
0,0,1.0507e-11,-0.004037,0.0071811,4.6e-12,-0.0016625,-0.0079269,1.1437e-07,-0.31223,-6.4085,5.4538e-07,103.75,-7.5762,751.06,-32645,9.6187e-08,-4.3418e-06,1611.4,3.0005e-08,-1.6132e-06,-0.041023,1.2087e-13,-5.4561e-12,0.0020249,3.7705e-14,-2.0272e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00144,0,0.00144,0.005
0,0,9.2248e-12,-0.0035626,0.0063375,4.0404e-12,-0.0014672,-0.0069957,9.5496e-08,-0.55858,-6.4194,4.8767e-07,104.1,-7.6277,792.65,-32534,3.9635e-08,-4.3451e-06,1605.9,8.8432e-09,-1.7745e-06,-0.040883,4.9808e-14,-5.4602e-12,0.002018,1.1113e-14,-2.2299e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001445,0,0.001445,0.005
0,0,7.942e-12,-0.0030882,0.0054938,3.4807e-12,-0.0012718,-0.0060644,7.6619e-08,-0.80493,-6.4302,4.2996e-07,104.44,-7.6793,834.25,-32422,-1.6918e-08,-4.3483e-06,1600.4,-1.2319e-08,-1.9359e-06,-0.040743,-2.1259e-14,-5.4642e-12,0.0020111,-1.548e-14,-2.4327e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00145,0,0.00145,0.005
0,0,6.6593e-12,-0.0026138,0.0046502,2.9211e-12,-0.0010764,-0.0051332,5.7743e-08,-1.0513,-6.4411,3.7225e-07,104.79,-7.7308,875.84,-32310,-7.3471e-08,-4.3516e-06,1594.9,-3.3481e-08,-2.0972e-06,-0.040602,-9.2326e-14,-5.4683e-12,0.0020042,-4.2073e-14,-2.6354e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001455,0,0.001455,0.005
0,0,5.3766e-12,-0.0021394,0.0038066,2.3615e-12,-0.00088105,-0.004202,3.8867e-08,-1.2976,-6.452,3.1454e-07,105.14,-7.7823,917.44,-32199,-1.3002e-07,-4.3548e-06,1589.3,-5.4642e-08,-2.2585e-06,-0.040462,-1.6339e-13,-5.4724e-12,0.0019972,-6.8665e-14,-2.8382e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.00146,0,0.00146,0.005
0,0,4.0938e-12,-0.001665,0.0029629,1.8019e-12,-0.00068568,-0.0032708,1.999e-08,-1.544,-6.4628,2.5683e-07,105.49,-7.8338,959.03,-32087,-1.8658e-07,-4.3581e-06,1583.8,-7.5804e-08,-2.4199e-06,-0.040322,-2.3446e-13,-5.4765e-12,0.0019903,-9.5258e-14,-3.0409e-12,0,0,0,0,0,0,0,0,0,0,0,0,-0.21877,-2.1463,-9.6477,12.045,122.18,-0.92831,0,-33502,3299.7,-0.0057128,1653.7,-162.87,0.0040847,-0.0421,0.0041465,-7.1789e-09,0.0020781,-0.00020467,5.133e-09,1,0.001465,0,0.001465,0.005
