1 1 165   3.30000000000E-002  2.50000000000E-002  0.00000000000E+000  1.45181258302E-004  0.00000000000E+000  6.62216621567E-008  8.80054974678E-003  0.00000000000E+000  0.00000000000E+000  7.47172431599E+001
1 1 53   1.06000000000E-002  2.50000000000E-002  0.00000000000E+000  4.66258136896E-005  0.00000000000E+000  4.28777372088E-008  8.79749996674E-003  0.00000000000E+000  0.00000000000E+000  7.77312165406E+000
1 1 54   1.08000000000E-002  2.50000000000E-002  0.00000000000E+000  4.75055758861E-005  0.00000000000E+000  4.97892338973E-008  8.79751248094E-003  0.00000000000E+000  0.00000000000E+000  8.06387333904E+000
1 1 55   1.10000000000E-002  2.50000000000E-002  0.00000000000E+000  4.83853380826E-005  0.00000000000E+000  5.67007305857E-008  8.79752499513E-003  0.00000000000E+000  0.00000000000E+000  8.35462502402E+000
1 1 56   1.12000000000E-002  2.50000000000E-002  0.00000000000E+000  4.92651002791E-005  0.00000000000E+000  6.36122272742E-008  8.79753750933E-003  0.00000000000E+000  0.00000000000E+000  8.64537670900E+000
1 1 57   1.14000000000E-002  2.50000000000E-002  0.00000000000E+000  5.01448624756E-005  0.00000000000E+000  7.05237239626E-008  8.79755002352E-003  0.00000000000E+000  0.00000000000E+000  8.93612839397E+000
1 1 144   2.88000000000E-002  2.50000000000E-002  0.00000000000E+000  1.26697807996E-004  0.00000000000E+000  7.89619621235E-008  8.79976443056E-003  0.00000000000E+000  0.00000000000E+000  5.69069647438E+001
1 1 145   2.90000000000E-002  2.50000000000E-002  0.00000000000E+000  1.27577923758E-004  0.00000000000E+000  6.82626846499E-008  8.79980000053E-003  0.00000000000E+000  0.00000000000E+000  5.77045296619E+001
1 1 146   2.92000000000E-002  2.50000000000E-002  0.00000000000E+000  1.28458039520E-004  0.00000000000E+000  5.75634071764E-008  8.79983557051E-003  0.00000000000E+000  0.00000000000E+000  5.85020945800E+001
1 1 113   2.26000000000E-002  2.50000000000E-002  0.00000000000E+000  9.94168948807E-005  0.00000000000E+000  2.84916003088E-008  8.79876443367E-003  0.00000000000E+000  0.00000000000E+000  3.50417965017E+001
1 1 147   2.94000000000E-002  2.50000000000E-002  0.00000000000E+000  1.29338154062E-004  0.00000000000E+000  5.81876448513E-008  8.79987057461E-003  0.00000000000E+000  0.00000000000E+000  5.93020810180E+001
1 1 114   2.28000000000E-002  2.50000000000E-002  0.00000000000E+000  1.00296856157E-004  0.00000000000E+000  2.96307570710E-008  8.79879391251E-003  0.00000000000E+000  0.00000000000E+000  3.56654810387E+001
1 1 115   2.30000000000E-002  2.50000000000E-002  0.00000000000E+000  1.01176832400E-004  0.00000000000E+000  3.00578316745E-008  8.79882497498E-003  0.00000000000E+000  0.00000000000E+000  3.63017867027E+001
1 1 83   1.66000000000E-002  2.50000000000E-002  0.00000000000E+000  7.30198999349E-005  0.00000000000E+000  7.18179889939E-008  8.79801855889E-003  0.00000000000E+000  0.00000000000E+000  1.89014289128E+001
1 1 84   1.68000000000E-002  2.50000000000E-002  0.00000000000E+000  7.38997615643E-005  0.00000000000E+000  6.73159599772E-008  8.79804114359E-003  0.00000000000E+000  0.00000000000E+000  1.93759549242E+001
1 1 85   1.70000000000E-002  2.50000000000E-002  0.00000000000E+000  7.47796231937E-005  0.00000000000E+000  6.28139309605E-008  8.79806372828E-003  0.00000000000E+000  0.00000000000E+000  1.98504809356E+001
1 1 86   1.72000000000E-002  2.50000000000E-002  0.00000000000E+000  7.56594848230E-005  0.00000000000E+000  5.83119019439E-008  8.79808631298E-003  0.00000000000E+000  0.00000000000E+000  2.03250069469E+001
1 1 160   3.20000000000E-002  2.50000000000E-002  0.00000000000E+000  1.40780212463E-004  0.00000000000E+000  6.46772976927E-008  8.80035428503E-003  0.00000000000E+000  0.00000000000E+000  7.02566530454E+001
1 1 161   3.22000000000E-002  2.50000000000E-002  0.00000000000E+000  1.41660417337E-004  0.00000000000E+000  4.03991557875E-008  8.80039333701E-003  0.00000000000E+000  0.00000000000E+000  7.11412869923E+001
1 1 108   2.16000000000E-002  2.50000000000E-002  0.00000000000E+000  9.50171408143E-005  0.00000000000E+000  8.63470517585E-008  8.79862505080E-003  0.00000000000E+000  0.00000000000E+000  3.20060349674E+001
1 1 109   2.18000000000E-002  2.50000000000E-002  0.00000000000E+000  9.58970929293E-005  0.00000000000E+000  7.20945894979E-008  8.79865296692E-003  0.00000000000E+000  0.00000000000E+000  3.26127562549E+001
1 1 110   2.20000000000E-002  2.50000000000E-002  0.00000000000E+000  9.67770450442E-005  0.00000000000E+000  5.78421272372E-008  8.79868088304E-003  0.00000000000E+000  0.00000000000E+000  3.32194775424E+001
1 1 111   2.22000000000E-002  2.50000000000E-002  0.00000000000E+000  9.76569971592E-005  0.00000000000E+000  4.35896649766E-008  8.79870879916E-003  0.00000000000E+000  0.00000000000E+000  3.38261988298E+001
1 1 112   2.24000000000E-002  2.50000000000E-002  0.00000000000E+000  9.85369492741E-005  0.00000000000E+000  2.93372027160E-008  8.79873671528E-003  0.00000000000E+000  0.00000000000E+000  3.44329201173E+001
1 1 158   3.16000000000E-002  2.50000000000E-002  0.00000000000E+000  1.39019845406E-004  0.00000000000E+000  3.08709658623E-008  8.80027960638E-003  0.00000000000E+000  0.00000000000E+000  6.85152829267E+001
1 1 159   3.18000000000E-002  2.50000000000E-002  0.00000000000E+000  1.39900026114E-004  0.00000000000E+000  5.32150784911E-008  8.80031671943E-003  0.00000000000E+000  0.00000000000E+000  6.93841250345E+001
1 1 87   1.74000000000E-002  2.50000000000E-002  0.00000000000E+000  7.65393441698E-005  0.00000000000E+000  5.68804480720E-008  8.79810851729E-003  0.00000000000E+000  0.00000000000E+000  2.08001536753E+001
1 1 88   1.76000000000E-002  2.50000000000E-002  0.00000000000E+000  7.74191997172E-005  0.00000000000E+000  6.05599288356E-008  8.79813008847E-003  0.00000000000E+000  0.00000000000E+000  2.12763335795E+001
1 1 89   1.78000000000E-002  2.50000000000E-002  0.00000000000E+000  7.82990552645E-005  0.00000000000E+000  6.42394095991E-008  8.79815165964E-003  0.00000000000E+000  0.00000000000E+000  2.17525134837E+001
1 1 90   1.80000000000E-002  2.50000000000E-002  0.00000000000E+000  7.91789108119E-005  0.00000000000E+000  6.79188903626E-008  8.79817323081E-003  0.00000000000E+000  0.00000000000E+000  2.22286933879E+001
1 1 123   2.46000000000E-002  2.50000000000E-002  0.00000000000E+000  1.08216696543E-004  0.00000000000E+000  1.96324845640E-008  8.79906294334E-003  0.00000000000E+000  0.00000000000E+000  4.15172878917E+001
1 1 0   0.00000000000E+000  2.50000000000E-002  0.00000000000E+000 -8.70743274986E-014  0.00000000000E+000  5.95668333591E-010  8.79713820120E-003  0.00000000000E+000  0.00000000000E+000  2.68766072667E-017
1 1 137   2.74000000000E-002  2.50000000000E-002  0.00000000000E+000  1.20537193403E-004  0.00000000000E+000  6.52728427682E-008  8.79951873877E-003  0.00000000000E+000  0.00000000000E+000  5.15107792641E+001
1 1 138   2.76000000000E-002  2.50000000000E-002  0.00000000000E+000  1.21417273687E-004  0.00000000000E+000  4.93158324946E-008  8.79955352104E-003  0.00000000000E+000  0.00000000000E+000  5.22681673730E+001
1 1 139   2.78000000000E-002  2.50000000000E-002  0.00000000000E+000  1.22297353971E-004  0.00000000000E+000  3.33588222209E-008  8.79958830331E-003  0.00000000000E+000  0.00000000000E+000  5.30255554819E+001
1 1 180   3.60000000000E-002  2.50000000000E-002  0.00000000000E+000  1.58385274289E-004  0.00000000000E+000  1.83239600239E-008  8.80114267002E-003  0.00000000000E+000  0.00000000000E+000  8.89272104808E+001
1 1 128   2.56000000000E-002  2.50000000000E-002  0.00000000000E+000  1.12616752927E-004  0.00000000000E+000  7.71780039183E-008  8.79922066735E-003  0.00000000000E+000  0.00000000000E+000  4.49596593287E+001
1 1 129   2.58000000000E-002  2.50000000000E-002  0.00000000000E+000  1.13496792675E-004  0.00000000000E+000  6.12990200124E-008  8.79925334196E-003  0.00000000000E+000  0.00000000000E+000  4.56727487444E+001
1 1 130   2.60000000000E-002  2.50000000000E-002  0.00000000000E+000  1.14376832422E-004  0.00000000000E+000  4.54200361065E-008  8.79928601657E-003  0.00000000000E+000  0.00000000000E+000  4.63858381601E+001
1 1 131   2.62000000000E-002  2.50000000000E-002  0.00000000000E+000  1.15256872169E-004  0.00000000000E+000  2.95410522006E-008  8.79931869117E-003  0.00000000000E+000  0.00000000000E+000  4.70989275757E+001
1 1 104   2.08000000000E-002  2.50000000000E-002  0.00000000000E+000  9.14974539062E-005  0.00000000000E+000  5.31306775178E-008  8.79852028310E-003  0.00000000000E+000  0.00000000000E+000  2.96944904680E+001
1 1 105   2.10000000000E-002  2.50000000000E-002  0.00000000000E+000  9.23773745317E-005  0.00000000000E+000  6.22524151186E-008  8.79854641253E-003  0.00000000000E+000  0.00000000000E+000  3.02713313580E+001
1 1 106   2.12000000000E-002  2.50000000000E-002  0.00000000000E+000  9.32572951572E-005  0.00000000000E+000  7.13741527194E-008  8.79857254195E-003  0.00000000000E+000  0.00000000000E+000  3.08481722480E+001
1 1 107   2.14000000000E-002  2.50000000000E-002  0.00000000000E+000  9.41372157827E-005  0.00000000000E+000  8.04958903202E-008  8.79859867138E-003  0.00000000000E+000  0.00000000000E+000  3.14250131379E+001
1 1 178   3.56000000000E-002  2.50000000000E-002  0.00000000000E+000  1.56624661326E-004  0.00000000000E+000  4.31625230689E-008  8.80106374310E-003  0.00000000000E+000  0.00000000000E+000  8.69621660648E+001
1 1 179   3.58000000000E-002  2.50000000000E-002  0.00000000000E+000  1.57504965895E-004  0.00000000000E+000  2.20235634446E-008  8.80110290834E-003  0.00000000000E+000  0.00000000000E+000  8.79415612940E+001
1 1 133   2.66000000000E-002  2.50000000000E-002  0.00000000000E+000  1.17016962236E-004  0.00000000000E+000  3.03688636032E-008  8.79938454356E-003  0.00000000000E+000  0.00000000000E+000  4.85473206231E+001
1 1 134   2.68000000000E-002  2.50000000000E-002  0.00000000000E+000  1.17897013195E-004  0.00000000000E+000  4.65928332365E-008  8.79941771767E-003  0.00000000000E+000  0.00000000000E+000  4.92831659430E+001
1 1 135   2.70000000000E-002  2.50000000000E-002  0.00000000000E+000  1.18777064155E-004  0.00000000000E+000  6.28168028698E-008  8.79945089178E-003  0.00000000000E+000  0.00000000000E+000  5.00190112629E+001
1 1 136   2.72000000000E-002  2.50000000000E-002  0.00000000000E+000  1.19657115114E-004  0.00000000000E+000  7.90407725030E-008  8.79948406590E-003  0.00000000000E+000  0.00000000000E+000  5.07548565829E+001
1 1 132   2.64000000000E-002  2.50000000000E-002  0.00000000000E+000  1.16136907109E-004  0.00000000000E+000  2.22855992058E-008  8.79935107910E-003  0.00000000000E+000  0.00000000000E+000  4.78120097919E+001
1 1 141   2.82000000000E-002  2.50000000000E-002  0.00000000000E+000  1.24057525251E-004  0.00000000000E+000  4.02445868961E-008  8.79965839103E-003  0.00000000000E+000  0.00000000000E+000  5.45634865066E+001
1 1 142   2.84000000000E-002  2.50000000000E-002  0.00000000000E+000  1.24937615167E-004  0.00000000000E+000  5.79042652930E-008  8.79969369253E-003  0.00000000000E+000  0.00000000000E+000  5.53413419713E+001
1 1 143   2.86000000000E-002  2.50000000000E-002  0.00000000000E+000  1.25817705083E-004  0.00000000000E+000  7.55639436898E-008  8.79972899404E-003  0.00000000000E+000  0.00000000000E+000  5.61191974359E+001
1 1 157   3.14000000000E-002  2.50000000000E-002  0.00000000000E+000  1.38139659466E-004  0.00000000000E+000  2.38322567578E-008  8.80024219259E-003  0.00000000000E+000  0.00000000000E+000  6.76466764464E+001
1 1 154   3.08000000000E-002  2.50000000000E-002  0.00000000000E+000  1.35499147164E-004  0.00000000000E+000  5.91858907250E-008  8.80012837293E-003  0.00000000000E+000  0.00000000000E+000  6.50859385258E+001
1 1 155   3.10000000000E-002  2.50000000000E-002  0.00000000000E+000  1.36379318820E-004  0.00000000000E+000  3.75730974906E-008  8.80016664258E-003  0.00000000000E+000  0.00000000000E+000  6.59376968616E+001
1 1 163   3.26000000000E-002  2.50000000000E-002  0.00000000000E+000  1.43420831043E-004  0.00000000000E+000  2.06868991845E-008  8.80047150006E-003  0.00000000000E+000  0.00000000000E+000  7.29187923480E+001
1 1 156   3.12000000000E-002  2.50000000000E-002  0.00000000000E+000  1.37259487708E-004  0.00000000000E+000  2.35764354236E-008  8.80020465741E-003  0.00000000000E+000  0.00000000000E+000  6.67894462561E+001
1 1 162   3.24000000000E-002  2.50000000000E-002  0.00000000000E+000  1.42540620641E-004  0.00000000000E+000  2.06598612835E-008  8.80043231285E-003  0.00000000000E+000  0.00000000000E+000  7.20258987202E+001
1 1 197   3.94000000000E-002  2.50000000000E-002  0.00000000000E+000  1.73351394207E-004  0.00000000000E+000  3.86182888350E-007  8.80194325797E-003  0.00000000000E+000  0.00000000000E+000  1.06526809647E+002
1 1 173   3.46000000000E-002  2.50000000000E-002  0.00000000000E+000  1.52223238941E-004  0.00000000000E+000  4.61191345660E-008  8.80086616829E-003  0.00000000000E+000  0.00000000000E+000  8.21441273629E+001
1 1 174   3.48000000000E-002  2.50000000000E-002  0.00000000000E+000  1.53103515357E-004  0.00000000000E+000  3.33019263765E-008  8.80090636660E-003  0.00000000000E+000  0.00000000000E+000  8.30966622584E+001
1 1 188   3.76000000000E-002  2.50000000000E-002  0.00000000000E+000  1.65427928821E-004  0.00000000000E+000  5.01414920406E-008  8.80145013916E-003  0.00000000000E+000  0.00000000000E+000  9.70091343664E+001
1 1 189   3.78000000000E-002  2.50000000000E-002  0.00000000000E+000  1.66308292815E-004  0.00000000000E+000  4.55742288129E-008  8.80148890877E-003  0.00000000000E+000  0.00000000000E+000  9.80477127599E+001
1 1 175   3.50000000000E-002  2.50000000000E-002  0.00000000000E+000  1.53983793623E-004  0.00000000000E+000  2.81669149380E-008  8.80094614318E-003  0.00000000000E+000  0.00000000000E+000  8.40528331094E+001
1 1 176   3.52000000000E-002  2.50000000000E-002  0.00000000000E+000  1.54864077448E-004  0.00000000000E+000  4.23852537190E-008  8.80098535541E-003  0.00000000000E+000  0.00000000000E+000  8.50192182339E+001
1 1 177   3.54000000000E-002  2.50000000000E-002  0.00000000000E+000  1.55744361272E-004  0.00000000000E+000  5.66035925000E-008  8.80102456764E-003  0.00000000000E+000  0.00000000000E+000  8.59856033585E+001
1 1 190   3.80000000000E-002  2.50000000000E-002  0.00000000000E+000  1.67188652926E-004  0.00000000000E+000  4.84589198746E-008  8.80152530776E-003  0.00000000000E+000  0.00000000000E+000  9.90862680372E+001
1 1 125   2.50000000000E-002  2.50000000000E-002  0.00000000000E+000  1.09976716383E-004  0.00000000000E+000  3.36880733139E-008  8.79912560518E-003  0.00000000000E+000  0.00000000000E+000  4.28868936266E+001
1 1 126   2.52000000000E-002  2.50000000000E-002  0.00000000000E+000  1.10856726448E-004  0.00000000000E+000  5.05173834015E-008  8.79915721676E-003  0.00000000000E+000  0.00000000000E+000  4.35761131947E+001
1 1 127   2.54000000000E-002  2.50000000000E-002  0.00000000000E+000  1.11736736512E-004  0.00000000000E+000  6.73466934891E-008  8.79918882833E-003  0.00000000000E+000  0.00000000000E+000  4.42653327628E+001
1 1 80   1.60000000000E-002  2.50000000000E-002  0.00000000000E+000  7.03804118291E-005  0.00000000000E+000  5.75476968884E-008  8.79796072934E-003  0.00000000000E+000  0.00000000000E+000  1.76014957508E+001
1 1 81   1.62000000000E-002  2.50000000000E-002  0.00000000000E+000  7.12602407550E-005  0.00000000000E+000  6.24315337534E-008  8.79797996045E-003  0.00000000000E+000  0.00000000000E+000  1.80342411478E+001
1 1 82   1.64000000000E-002  2.50000000000E-002  0.00000000000E+000  7.21400696808E-005  0.00000000000E+000  6.73153706185E-008  8.79799919157E-003  0.00000000000E+000  0.00000000000E+000  1.84669865448E+001
1 1 186   3.72000000000E-002  2.50000000000E-002  0.00000000000E+000  1.63667234725E-004  0.00000000000E+000  2.87112642053E-008  8.80137511162E-003  0.00000000000E+000  0.00000000000E+000  9.49565583516E+001
1 1 152   3.04000000000E-002  2.50000000000E-002  0.00000000000E+000  1.33738844436E-004  0.00000000000E+000  3.51361504054E-008  8.80005480405E-003  0.00000000000E+000  0.00000000000E+000  6.34097711489E+001
1 1 153   3.06000000000E-002  2.50000000000E-002  0.00000000000E+000  1.34618990643E-004  0.00000000000E+000  5.57097184444E-008  8.80009121103E-003  0.00000000000E+000  0.00000000000E+000  6.42443795535E+001
1 1 193   3.86000000000E-002  2.50000000000E-002  0.00000000000E+000  1.69829771143E-004  0.00000000000E+000  1.41237972588E-007  8.80164209876E-003  0.00000000000E+000  0.00000000000E+000  1.02242603165E+002
1 1 194   3.88000000000E-002  2.50000000000E-002  0.00000000000E+000  1.70710162714E-004  0.00000000000E+000  1.93223442218E-007  8.80169315710E-003  0.00000000000E+000  0.00000000000E+000  1.03305536370E+002
1 1 191   3.82000000000E-002  2.50000000000E-002  0.00000000000E+000  1.68069018321E-004  0.00000000000E+000  7.58792667574E-008  8.80155666129E-003  0.00000000000E+000  0.00000000000E+000  1.00134270144E+002
1 1 192   3.84000000000E-002  2.50000000000E-002  0.00000000000E+000  1.68949389141E-004  0.00000000000E+000  1.01438714589E-007  8.80159630446E-003  0.00000000000E+000  0.00000000000E+000  1.01185203584E+002
1 1 1   2.00000000000E-004  2.50000000000E-002  0.00000000000E+000  8.79713991302E-007  0.00000000000E+000  2.17117790922E-009  8.79713929072E-003  0.00000000000E+000  0.00000000000E+000  3.88755162013E-002
1 1 2   4.00000000000E-004  2.50000000000E-002  0.00000000000E+000  1.75942806968E-006  0.00000000000E+000  3.74668748485E-009  8.79714038025E-003  0.00000000000E+000  0.00000000000E+000  7.77510324027E-002
1 1 3   6.00000000000E-004  2.50000000000E-002  0.00000000000E+000  2.63914214805E-006  0.00000000000E+000  5.32219706049E-009  8.79714146978E-003  0.00000000000E+000  0.00000000000E+000  1.16626548604E-001
1 1 4   8.00000000000E-004  2.50000000000E-002  0.00000000000E+000  3.51885622643E-006  0.00000000000E+000  6.89770663612E-009  8.79714255930E-003  0.00000000000E+000  0.00000000000E+000  1.55502064805E-001
1 1 5   1.00000000000E-003  2.50000000000E-002  0.00000000000E+000  4.39857030481E-006  0.00000000000E+000  8.47321621175E-009  8.79714364883E-003  0.00000000000E+000  0.00000000000E+000  1.94377581007E-001
1 1 6   1.20000000000E-003  2.50000000000E-002  0.00000000000E+000  5.27828438318E-006  0.00000000000E+000  1.00487257874E-008  8.79714473835E-003  0.00000000000E+000  0.00000000000E+000  2.33253097208E-001
1 1 7   1.40000000000E-003  2.50000000000E-002  0.00000000000E+000  6.15799846156E-006  0.00000000000E+000  1.16242353630E-008  8.79714582788E-003  0.00000000000E+000  0.00000000000E+000  2.72128613409E-001
1 1 8   1.60000000000E-003  2.50000000000E-002  0.00000000000E+000  7.03771253994E-006  0.00000000000E+000  1.31997449386E-008  8.79714691741E-003  0.00000000000E+000  0.00000000000E+000  3.11004129611E-001
1 1 9   1.80000000000E-003  2.50000000000E-002  0.00000000000E+000  7.91742661831E-006  0.00000000000E+000  1.47752545143E-008  8.79714800693E-003  0.00000000000E+000  0.00000000000E+000  3.49879645812E-001
1 1 10   2.00000000000E-003  2.50000000000E-002  0.00000000000E+000  8.79714069669E-006  0.00000000000E+000  1.63507640899E-008  8.79714909646E-003  0.00000000000E+000  0.00000000000E+000  3.88755162013E-001
1 1 11   2.20000000000E-003  2.50000000000E-002  0.00000000000E+000  9.67685477507E-006  0.00000000000E+000  1.79262736655E-008  8.79715018599E-003  0.00000000000E+000  0.00000000000E+000  4.27630678215E-001
1 1 12   2.40000000000E-003  2.50000000000E-002  0.00000000000E+000  1.05565688534E-005  0.00000000000E+000  1.95017832412E-008  8.79715127551E-003  0.00000000000E+000  0.00000000000E+000  4.66506194416E-001
1 1 13   2.60000000000E-003  2.50000000000E-002  0.00000000000E+000  1.14362829318E-005  0.00000000000E+000  2.10772928168E-008  8.79715236504E-003  0.00000000000E+000  0.00000000000E+000  5.05381710617E-001
1 1 14   2.80000000000E-003  2.50000000000E-002  0.00000000000E+000  1.23159970102E-005  0.00000000000E+000  2.26528023924E-008  8.79715345456E-003  0.00000000000E+000  0.00000000000E+000  5.44257226819E-001
1 1 170   3.40000000000E-002  2.50000000000E-002  0.00000000000E+000  1.49582457779E-004  0.00000000000E+000  2.72453756094E-008  8.80074855779E-003  0.00000000000E+000  0.00000000000E+000  7.93170388855E+001
1 1 171   3.42000000000E-002  2.50000000000E-002  0.00000000000E+000  1.50462712229E-004  0.00000000000E+000  4.06161166475E-008  8.80078739273E-003  0.00000000000E+000  0.00000000000E+000  8.02556330642E+001
1 1 172   3.44000000000E-002  2.50000000000E-002  0.00000000000E+000  1.51342966678E-004  0.00000000000E+000  5.39868576856E-008  8.80082622766E-003  0.00000000000E+000  0.00000000000E+000  8.11942272429E+001
1 1 187   3.74000000000E-002  2.50000000000E-002  0.00000000000E+000  1.64547582347E-004  0.00000000000E+000  3.64364847315E-008  8.80141179004E-003  0.00000000000E+000  0.00000000000E+000  9.59826672019E+001
1 1 116   2.32000000000E-002  2.50000000000E-002  0.00000000000E+000  1.02056799379E-004  0.00000000000E+000  4.37624554939E-008  8.79885495156E-003  0.00000000000E+000  0.00000000000E+000  3.69377766479E+001
1 1 117   2.34000000000E-002  2.50000000000E-002  0.00000000000E+000  1.02936764749E-004  0.00000000000E+000  5.97727417507E-008  8.79888473957E-003  0.00000000000E+000  0.00000000000E+000  3.75737117683E+001
1 1 118   2.36000000000E-002  2.50000000000E-002  0.00000000000E+000  1.03816730119E-004  0.00000000000E+000  7.57830280075E-008  8.79891452758E-003  0.00000000000E+000  0.00000000000E+000  3.82096468886E+001
1 1 185   3.70000000000E-002  2.50000000000E-002  0.00000000000E+000  1.62786897089E-004  0.00000000000E+000  1.96472398055E-008  8.80133878642E-003  0.00000000000E+000  0.00000000000E+000  9.39390912050E+001
1 1 45   9.00000000000E-003  2.50000000000E-002  0.00000000000E+000  3.95877280766E-005  0.00000000000E+000  3.42003685257E-008  8.79739895510E-003  0.00000000000E+000  0.00000000000E+000  5.61020484780E+000
1 1 46   9.20000000000E-003  2.50000000000E-002  0.00000000000E+000  4.04674745171E-005  0.00000000000E+000  3.76275330869E-008  8.79740924140E-003  0.00000000000E+000  0.00000000000E+000  5.85064685374E+000
1 1 47   9.40000000000E-003  2.50000000000E-002  0.00000000000E+000  4.13472209577E-005  0.00000000000E+000  4.10546976482E-008  8.79741952771E-003  0.00000000000E+000  0.00000000000E+000  6.09108885968E+000
1 1 48   9.60000000000E-003  2.50000000000E-002  0.00000000000E+000  4.22269673982E-005  0.00000000000E+000  4.44818622095E-008  8.79742981401E-003  0.00000000000E+000  0.00000000000E+000  6.33153086563E+000
1 1 198   3.96000000000E-002  2.50000000000E-002  0.00000000000E+000  1.74231792220E-004  0.00000000000E+000  5.74837292676E-007  8.80096636172E-003  0.00000000000E+000  0.00000000000E+000  1.07609242698E+002
1 1 199   3.98000000000E-002  2.50000000000E-002  0.00000000000E+000  1.75112346229E-004  0.00000000000E+000  1.89114377105E-006  8.75973684058E-003  0.00000000000E+000  0.00000000000E+000  1.08702364140E+002
1 1 184   3.68000000000E-002  2.50000000000E-002  0.00000000000E+000  1.61906557846E-004  0.00000000000E+000  3.27175669025E-008  8.80130087278E-003  0.00000000000E+000  0.00000000000E+000  9.29252775839E+001
1 1 151   3.02000000000E-002  2.50000000000E-002  0.00000000000E+000  1.32858694496E-004  0.00000000000E+000  2.46270647933E-008  8.80001798196E-003  0.00000000000E+000  0.00000000000E+000  6.25751870552E+001
1 1 15   3.00000000000E-003  2.50000000000E-002  0.00000000000E+000  1.31957199630E-005  0.00000000000E+000  2.14898016341E-008  8.79715894356E-003  0.00000000000E+000  0.00000000000E+000  6.46973348594E-001
1 1 16   3.20000000000E-003  2.50000000000E-002  0.00000000000E+000  1.40754444020E-005  0.00000000000E+000  1.98681802392E-008  8.79716516934E-003  0.00000000000E+000  0.00000000000E+000  7.60380910458E-001
1 1 17   3.40000000000E-003  2.50000000000E-002  0.00000000000E+000  1.49551688409E-005  0.00000000000E+000  1.82465588442E-008  8.79717139512E-003  0.00000000000E+000  0.00000000000E+000  8.73788472323E-001
1 1 18   3.60000000000E-003  2.50000000000E-002  0.00000000000E+000  1.58348932799E-005  0.00000000000E+000  1.66249374493E-008  8.79717762090E-003  0.00000000000E+000  0.00000000000E+000  9.87196034188E-001
1 1 19   3.80000000000E-003  2.50000000000E-002  0.00000000000E+000  1.67146177189E-005  0.00000000000E+000  1.50033160543E-008  8.79718384668E-003  0.00000000000E+000  0.00000000000E+000  1.10060359605E+000
1 1 20   4.00000000000E-003  2.50000000000E-002  0.00000000000E+000  1.75943421579E-005  0.00000000000E+000  1.33816946594E-008  8.79719007246E-003  0.00000000000E+000  0.00000000000E+000  1.21401115792E+000
1 1 21   4.20000000000E-003  2.50000000000E-002  0.00000000000E+000  1.84740665969E-005  0.00000000000E+000  1.17600732644E-008  8.79719629824E-003  0.00000000000E+000  0.00000000000E+000  1.32741871978E+000
1 1 22   4.40000000000E-003  2.50000000000E-002  0.00000000000E+000  1.93537910359E-005  0.00000000000E+000  1.01384518695E-008  8.79720252402E-003  0.00000000000E+000  0.00000000000E+000  1.44082628165E+000
1 1 23   4.60000000000E-003  2.50000000000E-002  0.00000000000E+000  2.02335154749E-005  0.00000000000E+000  8.51683047453E-009  8.79720874980E-003  0.00000000000E+000  0.00000000000E+000  1.55423384351E+000
1 1 24   4.80000000000E-003  2.50000000000E-002  0.00000000000E+000  2.11132399138E-005  0.00000000000E+000  6.89520907958E-009  8.79721497558E-003  0.00000000000E+000  0.00000000000E+000  1.66764140538E+000
