"current density im e:0","current density im e:1","current density im e:2","current density re e:0","current density re e:1","current density re e:2","electric field im e:0","electric field im e:1","electric field im e:2","electric field re e:0","electric field re e:1","electric field re e:2","joule heating e","jxb im e:0","jxb im e:1","jxb im e:2","jxb re e:0","jxb re e:1","jxb re e:2","magnetic field strength im e:0","magnetic field strength im e:1","magnetic field strength im e:2","magnetic field strength re e:0","magnetic field strength re e:1","magnetic field strength re e:2","magnetic flux density im e:0","magnetic flux density im e:1","magnetic flux density im e:2","magnetic flux density re e:0","magnetic flux density re e:1","magnetic flux density re e:2","potential im","potential re","GeometryIds","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,-58705,0,0,2.3471e+05,0,0,-0.058705,0,0,0.23471,29235,-454.09,64.401,0,-300.44,-6.6669,0,400.23,3378.4,0,145.59,-1193,0,0.00050295,0.0042454,0,0.00018295,-0.0014991,0,7.4712e-05,1.8686e-05,100,1,0.0134,0.05,-0.0866,0
0,0,-58572,0,0,2.344e+05,0,0,-0.058572,0,0,0.2344,29155,-453.23,64.044,0,-300.5,-7.4546,0,397.27,3377.4,0,150.18,-1197.1,0,0.00049922,0.0042442,0,0.00018872,-0.0015044,0,7.4613e-05,1.8644e-05,100,1,0.0136,0.05,-0.0864,0
0,0,-58439,0,0,2.3409e+05,0,0,-0.058439,0,0,0.23409,29075,-452.36,63.687,0,-300.56,-8.2424,0,394.3,3376.4,0,154.77,-1201.3,0,0.00049549,0.0042429,0,0.00019449,-0.0015096,0,7.4515e-05,1.8602e-05,100,1,0.0138,0.05,-0.0862,0
0,0,-58306,0,0,2.3378e+05,0,0,-0.058306,0,0,0.23378,28995,-451.5,63.329,0,-300.62,-9.0302,0,391.34,3375.3,0,159.37,-1205.5,0,0.00049177,0.0042416,0,0.00020026,-0.0015149,0,7.4416e-05,1.8559e-05,100,1,0.014,0.05,-0.086,0
0,0,-58173,0,0,2.3348e+05,0,0,-0.058173,0,0,0.23348,28914,-450.64,62.972,0,-300.68,-9.818,0,388.37,3374.3,0,163.96,-1209.7,0,0.00048804,0.0042403,0,0.00020604,-0.0015201,0,7.4317e-05,1.8517e-05,100,1,0.0142,0.05,-0.0858,0
0,0,-58040,0,0,2.3317e+05,0,0,-0.05804,0,0,0.23317,28834,-449.78,62.615,0,-300.75,-10.606,0,385.4,3373.3,0,168.55,-1213.8,0,0.00048431,0.004239,0,0.00021181,-0.0015253,0,7.4219e-05,1.8475e-05,100,1,0.0144,0.05,-0.0856,0
0,0,-57907,0,0,2.3286e+05,0,0,-0.057907,0,0,0.23286,28754,-448.92,62.257,0,-300.81,-11.394,0,382.44,3372.3,0,173.14,-1218,0,0.00048059,0.0042377,0,0.00021758,-0.0015306,0,7.412e-05,1.8432e-05,100,1,0.0146,0.05,-0.0854,0
0,0,-57774,0,0,2.3255e+05,0,0,-0.057774,0,0,0.23255,28673,-448.06,61.9,0,-300.87,-12.181,0,379.47,3371.2,0,177.74,-1222.2,0,0.00047686,0.0042364,0,0.00022335,-0.0015358,0,7.4022e-05,1.839e-05,100,1,0.0148,0.05,-0.0852,0
0,0,-57641,0,0,2.3224e+05,0,0,-0.057641,0,0,0.23224,28593,-447.2,61.543,0,-300.93,-12.969,0,376.51,3370.2,0,182.33,-1226.3,0,0.00047313,0.0042351,0,0.00022912,-0.0015411,0,7.3923e-05,1.8348e-05,100,1,0.015,0.05,-0.085,0
0,0,-57465,0,0,2.3195e+05,0,0,-0.057465,0,0,0.23195,28518,-446.37,61.235,0,-300.81,-13.747,0,373.83,3368.6,0,187.03,-1230.1,0,0.00046977,0.0042331,0,0.00023503,-0.0015458,0,7.3833e-05,1.8292e-05,100,1,0.0152,0.05,-0.0848,0
