"av im","av re","current density im:0","current density im:1","current density im:2","current density re:0","current density re:1","current density re:2","electric field im:0","electric field im:1","electric field im:2","electric field re:0","electric field re:1","electric field re:2","joule heating","magnetic field strength im:0","magnetic field strength im:1","magnetic field strength im:2","magnetic field strength re:0","magnetic field strength re:1","magnetic field strength re:2","magnetic flux density im:0","magnetic flux density im:1","magnetic flux density im:2","magnetic flux density re:0","magnetic flux density re:1","magnetic flux density re:2","J_rms_z","current density im e:0","current density im e:1","current density im e:2","current density re e:0","current density re e:1","current density re e:2","electric field im e:0","electric field im e:1","electric field im e:2","electric field re e:0","electric field re e:1","electric field re e:2","joule heating e","magnetic field strength im e:0","magnetic field strength im e:1","magnetic field strength im e:2","magnetic field strength re e:0","magnetic field strength re e:1","magnetic field strength re e:2","magnetic flux density im e:0","magnetic flux density im e:1","magnetic flux density im e:2","magnetic flux density re e:0","magnetic flux density re e:1","magnetic flux density re e:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.5943e-07,-8.2028e-08,-10.322,-9.334,1.2727e+06,-1.9381,6.7105,-7.5104e+06,-1.7796e-07,-1.6093e-07,0.021943,-3.3415e-08,1.157e-07,-0.12949,5.0045e+05,-1.2843e-07,4.8164e-07,0.00070698,2.5267e-07,-2.7492e-08,-0.0012869,-1.6139e-13,6.0525e-13,8.8841e-10,3.1751e-13,-3.4547e-14,-1.6171e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,0,0,0,0.005
3.5933e-07,-8.2489e-08,-9.9029,-8.9546,1.2638e+06,-1.9268,6.5963,-7.5115e+06,-1.7074e-07,-1.5006e-07,0.02179,-3.3222e-08,6.3538e-08,-0.12951,5.0042e+05,-0.39831,4.5902e-07,0.0006865,3.792,-2.2513e-08,-0.0013275,-5.0054e-07,5.7682e-13,8.6269e-10,4.7651e-06,-2.8291e-14,-1.6681e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,1e-06,0,1e-06,0.005
3.5922e-07,-8.295e-08,-9.4842,-8.5752,1.255e+06,-1.9156,6.482,-7.5126e+06,-1.6352e-07,-1.3919e-07,0.021638,-3.3028e-08,1.1378e-08,-0.12953,5.0039e+05,-0.79663,4.364e-07,0.00066603,7.5839,-1.7534e-08,-0.001368,-1.0011e-06,5.4839e-13,8.3696e-10,9.5303e-06,-2.2034e-14,-1.7191e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,2e-06,0,2e-06,0.005
3.5911e-07,-8.3411e-08,-9.0655,-8.1957,1.2462e+06,-1.9044,6.3678,-7.5136e+06,-1.563e-07,-1.2832e-07,0.021486,-3.2834e-08,-4.0782e-08,-0.12955,5.0035e+05,-1.1949,4.1378e-07,0.00064556,11.376,-1.2555e-08,-0.0014086,-1.5016e-06,5.1997e-13,8.1124e-10,1.4295e-05,-1.5777e-14,-1.7701e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,3e-06,0,3e-06,0.005
3.5901e-07,-8.3872e-08,-8.6468,-7.8163,1.2374e+06,-1.8932,6.2535,-7.5147e+06,-1.4908e-07,-1.1745e-07,0.021334,-3.2641e-08,-9.2943e-08,-0.12956,5.0032e+05,-1.5933,3.9115e-07,0.00062509,15.168,-7.5764e-09,-0.0014492,-2.0021e-06,4.9154e-13,7.8551e-10,1.9061e-05,-9.5207e-15,-1.8211e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,4e-06,0,4e-06,0.005
3.589e-07,-8.4333e-08,-8.2281,-7.4368,1.2285e+06,-1.8819,6.1392,-7.5158e+06,-1.4186e-07,-1.0658e-07,0.021182,-3.2447e-08,-1.451e-07,-0.12958,5.0029e+05,-1.9916,3.6853e-07,0.00060462,18.96,-2.5974e-09,-0.0014898,-2.5027e-06,4.6311e-13,7.5979e-10,2.3826e-05,-3.2639e-15,-1.8721e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,5e-06,0,5e-06,0.005
3.5879e-07,-8.4794e-08,-7.8094,-7.0574,1.2197e+06,-1.8707,6.025,-7.5168e+06,-1.3464e-07,-9.5713e-08,0.02103,-3.2254e-08,-1.9726e-07,-0.1296,5.0026e+05,-2.3899,3.4591e-07,0.00058415,22.752,2.3816e-09,-0.0015303,-3.0032e-06,4.3469e-13,7.3406e-10,2.8591e-05,2.9929e-15,-1.9231e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,6e-06,0,6e-06,0.005
3.5869e-07,-8.5255e-08,-7.3907,-6.678,1.2109e+06,-1.8595,5.9107,-7.5179e+06,-1.2743e-07,-8.4844e-08,0.020877,-3.206e-08,-2.4942e-07,-0.12962,5.0022e+05,-2.7882,3.2329e-07,0.00056368,26.544,7.3607e-09,-0.0015709,-3.5037e-06,4.0626e-13,7.0834e-10,3.3356e-05,9.2498e-15,-1.9741e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,7e-06,0,7e-06,0.005
3.5858e-07,-8.5716e-08,-6.972,-6.2985,1.2021e+06,-1.8483,5.7964,-7.519e+06,-1.2021e-07,-7.3974e-08,0.020725,-3.1867e-08,-3.0158e-07,-0.12964,5.0019e+05,-3.1865,3.0067e-07,0.00054321,30.336,1.234e-08,-0.0016115,-4.0043e-06,3.7783e-13,6.8261e-10,3.8121e-05,1.5507e-14,-2.025e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,8e-06,0,8e-06,0.005
3.5847e-07,-8.6178e-08,-6.5533,-5.9191,1.1932e+06,-1.837,5.6822,-7.52e+06,-1.1299e-07,-6.3104e-08,0.020573,-3.1673e-08,-3.5374e-07,-0.12966,5.0016e+05,-3.5848,2.7805e-07,0.00052273,34.128,1.7319e-08,-0.0016521,-4.5048e-06,3.494e-13,6.5689e-10,4.2886e-05,2.1764e-14,-2.076e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,9e-06,0,9e-06,0.005
3.5837e-07,-8.6639e-08,-6.1346,-5.5396,1.1844e+06,-1.8258,5.5679,-7.5211e+06,-1.0577e-07,-5.2235e-08,0.020421,-3.1479e-08,-4.059e-07,-0.12967,5.0013e+05,-3.9831,2.5543e-07,0.00050226,37.92,2.2298e-08,-0.0016926,-5.0054e-06,3.2098e-13,6.3116e-10,4.7651e-05,2.8021e-14,-2.127e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,1e-05,0,1e-05,0.005
3.5826e-07,-8.71e-08,-5.7159,-5.1602,1.1756e+06,-1.8146,5.4536,-7.5222e+06,-9.8549e-08,-4.1365e-08,0.020269,-3.1286e-08,-4.5807e-07,-0.12969,5.0009e+05,-4.3814,2.328e-07,0.00048179,41.712,2.7277e-08,-0.0017332,-5.5059e-06,2.9255e-13,6.0544e-10,5.2416e-05,3.4277e-14,-2.178e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,1.1e-05,0,1.1e-05,0.005
3.5815e-07,-8.7561e-08,-5.2972,-4.7808,1.1668e+06,-1.8033,5.3394,-7.5232e+06,-9.133e-08,-3.0495e-08,0.020117,-3.1092e-08,-5.1023e-07,-0.12971,5.0006e+05,-4.7798,2.1018e-07,0.00046132,45.504,3.2256e-08,-0.0017738,-6.0064e-06,2.6412e-13,5.7971e-10,5.7182e-05,4.0534e-14,-2.229e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,1.2e-05,0,1.2e-05,0.005
3.5805e-07,-8.8022e-08,-4.8785,-4.4013,1.1579e+06,-1.7921,5.2251,-7.5243e+06,-8.4111e-08,-1.9626e-08,0.019964,-3.0899e-08,-5.6239e-07,-0.12973,5.0003e+05,-5.1781,1.8756e-07,0.00044085,49.296,3.7235e-08,-0.0018144,-6.507e-06,2.357e-13,5.5399e-10,6.1947e-05,4.6791e-14,-2.28e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,1.3e-05,0,1.3e-05,0.005
3.5794e-07,-8.8483e-08,-4.4597,-4.0219,1.1491e+06,-1.7809,5.1109,-7.5254e+06,-7.6892e-08,-8.7561e-09,0.019812,-3.0705e-08,-6.1455e-07,-0.12975,5e+05,-5.5764,1.6494e-07,0.00042038,53.088,4.2215e-08,-0.0018549,-7.0075e-06,2.0727e-13,5.2826e-10,6.6712e-05,5.3048e-14,-2.331e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,1.4e-05,0,1.4e-05,0.005
3.5783e-07,-8.8944e-08,-4.041,-3.6424,1.1403e+06,-1.7697,4.9966,-7.5264e+06,-6.9673e-08,2.1136e-09,0.01966,-3.0511e-08,-6.6671e-07,-0.12977,4.9996e+05,-5.9747,1.4232e-07,0.00039991,56.88,4.7194e-08,-0.0018955,-7.508e-06,1.7884e-13,5.0254e-10,7.1477e-05,5.9305e-14,-2.382e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,1.5e-05,0,1.5e-05,0.005
3.5773e-07,-8.9405e-08,-3.6223,-3.263,1.1314e+06,-1.7584,4.8823,-7.5275e+06,-6.2454e-08,1.2983e-08,0.019508,-3.0318e-08,-7.1887e-07,-0.12978,4.9993e+05,-6.373,1.197e-07,0.00037944,60.672,5.2173e-08,-0.0019361,-8.0086e-06,1.5042e-13,4.7681e-10,7.6242e-05,6.5562e-14,-2.4329e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,1.6e-05,0,1.6e-05,0.005
3.5762e-07,-8.9867e-08,-3.2036,-2.8836,1.1226e+06,-1.7472,4.7681,-7.5286e+06,-5.5235e-08,2.3853e-08,0.019356,-3.0124e-08,-7.7103e-07,-0.1298,4.999e+05,-6.7713,9.7077e-08,0.00035897,64.464,5.7152e-08,-0.0019767,-8.5091e-06,1.2199e-13,4.5109e-10,8.1007e-05,7.1819e-14,-2.4839e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,1.7e-05,0,1.7e-05,0.005
3.5751e-07,-9.0328e-08,-2.7849,-2.5041,1.1138e+06,-1.736,4.6538,-7.5296e+06,-4.8016e-08,3.4723e-08,0.019203,-2.9931e-08,-8.2319e-07,-0.12982,4.9987e+05,-7.1696,7.4456e-08,0.00033849,68.256,6.2131e-08,-0.0020172,-9.0096e-06,9.3564e-14,4.2536e-10,8.5772e-05,7.8076e-14,-2.5349e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,1.8e-05,0,1.8e-05,0.005
3.5741e-07,-9.0789e-08,-2.3662,-2.1247,1.105e+06,-1.7247,4.5395,-7.5307e+06,-4.0797e-08,4.5592e-08,0.019051,-2.9737e-08,-8.7535e-07,-0.12984,4.9984e+05,-7.568,5.1834e-08,0.00031802,72.047,6.711e-08,-0.0020578,-9.5102e-06,6.5137e-14,3.9964e-10,9.0538e-05,8.4333e-14,-2.5859e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,1.9e-05,0,1.9e-05,0.005
3.573e-07,-9.125e-08,-1.9475,-1.7452,1.0961e+06,-1.7135,4.4253,-7.5318e+06,-3.3578e-08,5.6462e-08,0.018899,-2.9543e-08,-9.2751e-07,-0.12986,4.998e+05,-7.9663,2.9213e-08,0.00029755,75.839,7.2089e-08,-0.0020984,-1.0011e-05,3.671e-14,3.7391e-10,9.5303e-05,9.059e-14,-2.6369e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,2e-05,0,2e-05,0.005
3.5719e-07,-9.1711e-08,-1.5288,-1.3658,1.0873e+06,-1.7023,4.311,-7.5328e+06,-2.6359e-08,6.7332e-08,0.018747,-2.935e-08,-9.7967e-07,-0.12988,4.9977e+05,-8.3646,6.5918e-09,0.00027708,79.631,7.7069e-08,-0.002139,-1.0511e-05,8.2835e-15,3.4819e-10,0.00010007,9.6847e-14,-2.6879e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,2.1e-05,0,2.1e-05,0.005
3.5709e-07,-9.2172e-08,-1.1101,-0.98636,1.0785e+06,-1.6911,4.1967,-7.5339e+06,-1.914e-08,7.8201e-08,0.018595,-2.9156e-08,-1.0318e-06,-0.12989,4.9974e+05,-8.7629,-1.6029e-08,0.00025661,83.423,8.2048e-08,-0.0021795,-1.1012e-05,-2.0143e-14,3.2247e-10,0.00010483,1.031e-13,-2.7389e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,2.2e-05,0,2.2e-05,0.005
3.5698e-07,-9.2633e-08,-0.69138,-0.60692,1.0697e+06,-1.6798,4.0825,-7.535e+06,-1.192e-08,8.9071e-08,0.018443,-2.8963e-08,-1.084e-06,-0.12991,4.9971e+05,-9.1612,-3.8651e-08,0.00023614,87.215,8.7027e-08,-0.0022201,-1.1512e-05,-4.857e-14,2.9674e-10,0.0001096,1.0936e-13,-2.7899e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,2.3e-05,0,2.3e-05,0.005
3.5687e-07,-9.3094e-08,-0.27267,-0.22748,1.0608e+06,-1.6686,3.9682,-7.536e+06,-4.7013e-09,9.9941e-08,0.01829,-2.8769e-08,-1.1361e-06,-0.12993,4.9967e+05,-9.5595,-6.1272e-08,0.00021567,91.007,9.2006e-08,-0.0022607,-1.2013e-05,-7.6997e-14,2.7102e-10,0.00011436,1.1562e-13,-2.8408e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,2.4e-05,0,2.4e-05,0.005
3.5677e-07,-9.3555e-08,0.14603,0.15196,1.052e+06,-1.6574,3.854,-7.5371e+06,2.5178e-09,1.1081e-07,0.018138,-2.8576e-08,-1.1883e-06,-0.12995,4.9964e+05,-9.9578,-8.3893e-08,0.0001952,94.799,9.6985e-08,-0.0023013,-1.2513e-05,-1.0542e-13,2.4529e-10,0.00011913,1.2188e-13,-2.8918e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,2.5e-05,0,2.5e-05,0.005
3.5666e-07,-9.4017e-08,0.56474,0.5314,1.0432e+06,-1.6462,3.7397,-7.5382e+06,9.7369e-09,1.2168e-07,0.017986,-2.8382e-08,-1.2405e-06,-0.12997,4.9961e+05,-10.356,-1.0651e-07,0.00017472,98.591,1.0196e-07,-0.0023418,-1.3014e-05,-1.3385e-13,2.1957e-10,0.00012389,1.2813e-13,-2.9428e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,2.6e-05,0,2.6e-05,0.005
3.5655e-07,-9.4478e-08,0.98345,0.91084,1.0344e+06,-1.6349,3.6254,-7.5392e+06,1.6956e-08,1.3255e-07,0.017834,-2.8188e-08,-1.2926e-06,-0.12999,4.9958e+05,-10.754,-1.2914e-07,0.00015425,102.38,1.0694e-07,-0.0023824,-1.3514e-05,-1.6228e-13,1.9384e-10,0.00012866,1.3439e-13,-2.9938e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,2.7e-05,0,2.7e-05,0.005
3.5645e-07,-9.4939e-08,1.4022,1.2903,1.0255e+06,-1.6237,3.5112,-7.5403e+06,2.4175e-08,1.4342e-07,0.017682,-2.7995e-08,-1.3448e-06,-0.13001,4.9954e+05,-11.153,-1.5176e-07,0.00013378,106.18,1.1192e-07,-0.002423,-1.4015e-05,-1.907e-13,1.6812e-10,0.00013342,1.4065e-13,-3.0448e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,2.8e-05,0,2.8e-05,0.005
3.5634e-07,-9.54e-08,1.8209,1.6697,1.0167e+06,-1.6125,3.3969,-7.5414e+06,3.1394e-08,1.5429e-07,0.01753,-2.7801e-08,-1.397e-06,-0.13002,4.9951e+05,-11.551,-1.7454e-07,0.00011331,109.97,1.184e-07,-0.0024636,-1.4516e-05,-2.1933e-13,1.4239e-10,0.00013819,1.4879e-13,-3.0958e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,2.9e-05,0,2.9e-05,0.005
3.5623e-07,-9.5861e-08,2.2396,2.0492,1.0079e+06,-1.6012,3.2826,-7.5424e+06,3.8613e-08,1.6516e-07,0.017377,-2.7608e-08,-1.4491e-06,-0.13004,4.9948e+05,-11.949,-1.9702e-07,9.284e-05,113.76,1.2203e-07,-0.0025041,-1.5016e-05,-2.4758e-13,1.1667e-10,0.00014295,1.5334e-13,-3.1468e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,3e-05,0,3e-05,0.005
3.5613e-07,-9.6322e-08,2.6583,2.4286,9.9905e+05,-1.59,3.1684,-7.5435e+06,4.5832e-08,1.7603e-07,0.017225,-2.7414e-08,-1.5013e-06,-0.13006,4.9945e+05,-12.348,-2.1962e-07,7.2369e-05,117.55,1.2686e-07,-0.0025447,-1.5517e-05,-2.7598e-13,9.0942e-11,0.00014772,1.5942e-13,-3.1978e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,3.1e-05,0,3.1e-05,0.005
3.5602e-07,-9.6783e-08,3.077,2.808,9.9023e+05,-1.5788,3.0541,-7.5446e+06,5.3051e-08,1.869e-07,0.017073,-2.722e-08,-1.5534e-06,-0.13008,4.9942e+05,-12.746,-2.4224e-07,5.1898e-05,121.34,1.3186e-07,-0.0025853,-1.6017e-05,-3.0441e-13,6.5217e-11,0.00015248,1.657e-13,-3.2488e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,3.2e-05,0,3.2e-05,0.005
3.5591e-07,-9.7244e-08,3.4957,3.1875,9.814e+05,-1.5676,2.9398,-7.5456e+06,6.027e-08,1.9777e-07,0.016921,-2.7027e-08,-1.6056e-06,-0.1301,4.9938e+05,-13.144,-2.6493e-07,3.1427e-05,125.14,1.3739e-07,-0.0026258,-1.6518e-05,-3.3292e-13,3.9492e-11,0.00015725,1.7265e-13,-3.2997e-09,7.611e+06,9.9929,-13.866,8.2695e+05,-2.2791,4.5834,-7.5659e+06,1.7229e-07,-2.3907e-07,0.014258,-3.9295e-08,7.9024e-08,-0.13045,4.9955e+05,-12.21,12.21,0.0018603,93.033,-93.033,0.16101,-1.5343e-05,1.5343e-05,2.3377e-09,0.00011691,-0.00011691,2.0234e-07,1,3.3e-05,0,3.3e-05,0.005
