"av im","av re","current density im:0","current density im:1","current density im:2","current density re:0","current density re:1","current density re:2","electric field im:0","electric field im:1","electric field im:2","electric field re:0","electric field re:1","electric field re:2","joule heating","magnetic field strength im:0","magnetic field strength im:1","magnetic field strength im:2","magnetic field strength re:0","magnetic field strength re:1","magnetic field strength re:2","magnetic flux density im:0","magnetic flux density im:1","magnetic flux density im:2","magnetic flux density re:0","magnetic flux density re:1","magnetic flux density re:2","J_rms_z","current density im e:0","current density im e:1","current density im e:2","current density re e:0","current density re e:1","current density re e:2","electric field im e:0","electric field im e:1","electric field im e:2","electric field re e:0","electric field re e:1","electric field re e:2","joule heating e","magnetic field strength im e:0","magnetic field strength im e:1","magnetic field strength im e:2","magnetic field strength re e:0","magnetic field strength re e:1","magnetic field strength re e:2","magnetic flux density im e:0","magnetic flux density im e:1","magnetic flux density im e:2","magnetic flux density re e:0","magnetic flux density re e:1","magnetic flux density re e:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.341e-07,-1.7131e-07,-15.338,-0.46366,-5.1726e+05,-6.1559,-1.9883,-7.6439e+06,-2.6445e-07,5.1496e-07,-0.0089182,-1.0614e-07,-1.5421e-06,-0.13179,5.0461e+05,-6.1627,7.396e-08,-0.00099851,423.82,-2.1538e-07,-0.0029742,-7.7442e-06,9.294e-14,-1.2548e-09,0.00053259,-2.7065e-13,-3.7375e-09,7.6301e+06,7.0711,4.136,-1.2366e+05,-7.2598,-6.3162,-7.6291e+06,1.2192e-07,7.131e-08,-0.0021321,-1.2517e-07,-1.089e-07,-0.13154,5.0364e+05,-17.554,8.6501,-0.00055414,337.54,-100.92,-0.146,-2.2059e-05,1.087e-05,-6.9636e-10,0.00042416,-0.00012682,-1.8347e-07,1,0.00011,0,0.00011,0.005
3.3371e-07,-1.7259e-07,-15.995,-0.77618,-5.4333e+05,-6.2595,-2.0211,-7.6453e+06,-2.7577e-07,5.1489e-07,-0.0093677,-1.0792e-07,-1.5083e-06,-0.13182,5.0474e+05,-5.7683,9.5144e-08,-0.0010075,427.76,-2.2594e-07,-0.0029563,-7.2487e-06,1.1956e-13,-1.266e-09,0.00053753,-2.8392e-13,-3.715e-09,7.6301e+06,7.0711,4.136,-1.2366e+05,-7.2598,-6.3162,-7.6291e+06,1.2192e-07,7.131e-08,-0.0021321,-1.2517e-07,-1.089e-07,-0.13154,5.0364e+05,-17.554,8.6501,-0.00055414,337.54,-100.92,-0.146,-2.2059e-05,1.087e-05,-6.9636e-10,0.00042416,-0.00012682,-1.8347e-07,1,0.000111,0,0.000111,0.005
3.3331e-07,-1.7386e-07,-16.651,-1.0887,-5.694e+05,-6.3631,-2.0538,-7.6467e+06,-2.8709e-07,5.1482e-07,-0.0098171,-1.0971e-07,-1.4746e-06,-0.13184,5.0487e+05,-5.374,1.1633e-07,-0.0010164,431.69,-2.3651e-07,-0.0029385,-6.7531e-06,1.4618e-13,-1.2773e-09,0.00054248,-2.972e-13,-3.6926e-09,7.6301e+06,7.0711,4.136,-1.2366e+05,-7.2598,-6.3162,-7.6291e+06,1.2192e-07,7.131e-08,-0.0021321,-1.2517e-07,-1.089e-07,-0.13154,5.0364e+05,-17.554,8.6501,-0.00055414,337.54,-100.92,-0.146,-2.2059e-05,1.087e-05,-6.9636e-10,0.00042416,-0.00012682,-1.8347e-07,1,0.000112,0,0.000112,0.005
3.3292e-07,-1.7513e-07,-17.308,-1.4012,-5.9547e+05,-6.4666,-2.0866,-7.6482e+06,-2.9841e-07,5.1475e-07,-0.010267,-1.1149e-07,-1.4409e-06,-0.13186,5.05e+05,-4.9796,1.3751e-07,-0.0010254,435.62,-2.4709e-07,-0.0029206,-6.2576e-06,1.7281e-13,-1.2886e-09,0.00054742,-3.105e-13,-3.6701e-09,7.6301e+06,7.0711,4.136,-1.2366e+05,-7.2598,-6.3162,-7.6291e+06,1.2192e-07,7.131e-08,-0.0021321,-1.2517e-07,-1.089e-07,-0.13154,5.0364e+05,-17.554,8.6501,-0.00055414,337.54,-100.92,-0.146,-2.2059e-05,1.087e-05,-6.9636e-10,0.00042416,-0.00012682,-1.8347e-07,1,0.000113,0,0.000113,0.005
3.3253e-07,-1.7641e-07,-17.964,-1.7137,-6.2154e+05,-6.5702,-2.1194,-7.6496e+06,-3.0973e-07,5.1467e-07,-0.010716,-1.1328e-07,-1.4071e-06,-0.13189,5.0513e+05,-4.5853,1.5868e-07,-0.0010344,439.56,-2.5717e-07,-0.0029027,-5.762e-06,1.994e-13,-1.2998e-09,0.00055236,-3.2317e-13,-3.6477e-09,7.6301e+06,7.0711,4.136,-1.2366e+05,-7.2598,-6.3162,-7.6291e+06,1.2192e-07,7.131e-08,-0.0021321,-1.2517e-07,-1.089e-07,-0.13154,5.0364e+05,-17.554,8.6501,-0.00055414,337.54,-100.92,-0.146,-2.2059e-05,1.087e-05,-6.9636e-10,0.00042416,-0.00012682,-1.8347e-07,1,0.000114,0,0.000114,0.005
3.3214e-07,-1.7768e-07,-18.621,-2.0263,-6.4761e+05,-6.6738,-2.1522,-7.651e+06,-3.2105e-07,5.146e-07,-0.011166,-1.1507e-07,-1.3734e-06,-0.13191,5.0526e+05,-4.1909,1.7986e-07,-0.0010434,443.49,-2.6767e-07,-0.0028849,-5.2664e-06,2.2602e-13,-1.3111e-09,0.0005573,-3.3636e-13,-3.6252e-09,7.6301e+06,7.0711,4.136,-1.2366e+05,-7.2598,-6.3162,-7.6291e+06,1.2192e-07,7.131e-08,-0.0021321,-1.2517e-07,-1.089e-07,-0.13154,5.0364e+05,-17.554,8.6501,-0.00055414,337.54,-100.92,-0.146,-2.2059e-05,1.087e-05,-6.9636e-10,0.00042416,-0.00012682,-1.8347e-07,1,0.000115,0,0.000115,0.005
3.3174e-07,-1.7895e-07,-19.277,-2.3388,-6.7367e+05,-6.7774,-2.185,-7.6524e+06,-3.3237e-07,5.1453e-07,-0.011615,-1.1685e-07,-1.3397e-06,-0.13194,5.0539e+05,-3.7965,2.0104e-07,-0.0010523,447.42,-2.7817e-07,-0.002867,-4.7709e-06,2.5263e-13,-1.3224e-09,0.00056225,-3.4956e-13,-3.6028e-09,7.6301e+06,7.0711,4.136,-1.2366e+05,-7.2598,-6.3162,-7.6291e+06,1.2192e-07,7.131e-08,-0.0021321,-1.2517e-07,-1.089e-07,-0.13154,5.0364e+05,-17.554,8.6501,-0.00055414,337.54,-100.92,-0.146,-2.2059e-05,1.087e-05,-6.9636e-10,0.00042416,-0.00012682,-1.8347e-07,1,0.000116,0,0.000116,0.005
3.3135e-07,-1.8022e-07,-19.934,-2.6513,-6.9974e+05,-6.8809,-2.2178,-7.6538e+06,-3.4369e-07,5.1446e-07,-0.012064,-1.1864e-07,-1.306e-06,-0.13196,5.0552e+05,-3.4022,2.2222e-07,-0.0010613,451.35,-2.8867e-07,-0.0028491,-4.2753e-06,2.7925e-13,-1.3337e-09,0.00056719,-3.6276e-13,-3.5803e-09,7.6301e+06,7.0711,4.136,-1.2366e+05,-7.2598,-6.3162,-7.6291e+06,1.2192e-07,7.131e-08,-0.0021321,-1.2517e-07,-1.089e-07,-0.13154,5.0364e+05,-17.554,8.6501,-0.00055414,337.54,-100.92,-0.146,-2.2059e-05,1.087e-05,-6.9636e-10,0.00042416,-0.00012682,-1.8347e-07,1,0.000117,0,0.000117,0.005
3.3096e-07,-1.815e-07,-20.59,-2.9638,-7.2581e+05,-6.9845,-2.2506,-7.6552e+06,-3.5501e-07,5.1438e-07,-0.012514,-1.2042e-07,-1.2722e-06,-0.13199,5.0565e+05,-3.0078,2.434e-07,-0.0010703,455.29,-2.9918e-07,-0.0028313,-3.7797e-06,3.0587e-13,-1.3449e-09,0.00057213,-3.7596e-13,-3.5579e-09,7.6301e+06,7.0711,4.136,-1.2366e+05,-7.2598,-6.3162,-7.6291e+06,1.2192e-07,7.131e-08,-0.0021321,-1.2517e-07,-1.089e-07,-0.13154,5.0364e+05,-17.554,8.6501,-0.00055414,337.54,-100.92,-0.146,-2.2059e-05,1.087e-05,-6.9636e-10,0.00042416,-0.00012682,-1.8347e-07,1,0.000118,0,0.000118,0.005
3.3056e-07,-1.8277e-07,-21.247,-3.2763,-7.5188e+05,-7.0881,-2.2833,-7.6566e+06,-3.6633e-07,5.1431e-07,-0.012963,-1.2221e-07,-1.2385e-06,-0.13201,5.0578e+05,-2.6135,2.6459e-07,-0.0010792,459.22,-3.0968e-07,-0.0028134,-3.2842e-06,3.3249e-13,-1.3562e-09,0.00057707,-3.8915e-13,-3.5354e-09,7.6301e+06,7.0711,4.136,-1.2366e+05,-7.2598,-6.3162,-7.6291e+06,1.2192e-07,7.131e-08,-0.0021321,-1.2517e-07,-1.089e-07,-0.13154,5.0364e+05,-17.554,8.6501,-0.00055414,337.54,-100.92,-0.146,-2.2059e-05,1.087e-05,-6.9636e-10,0.00042416,-0.00012682,-1.8347e-07,1,0.000119,0,0.000119,0.005
3.3017e-07,-1.8404e-07,-21.904,-3.5888,-7.7795e+05,-7.1916,-2.3161,-7.658e+06,-3.7765e-07,5.1424e-07,-0.013413,-1.2399e-07,-1.2048e-06,-0.13203,5.0591e+05,-2.2191,2.8577e-07,-0.0010882,463.15,-3.2018e-07,-0.0027955,-2.7886e-06,3.5911e-13,-1.3675e-09,0.00058202,-4.0235e-13,-3.513e-09,7.6301e+06,7.0711,4.136,-1.2366e+05,-7.2598,-6.3162,-7.6291e+06,1.2192e-07,7.131e-08,-0.0021321,-1.2517e-07,-1.089e-07,-0.13154,5.0364e+05,-17.554,8.6501,-0.00055414,337.54,-100.92,-0.146,-2.2059e-05,1.087e-05,-6.9636e-10,0.00042416,-0.00012682,-1.8347e-07,1,0.00012,0,0.00012,0.005
3.2978e-07,-1.8532e-07,-22.56,-3.9014,-8.0402e+05,-7.2952,-2.3489,-7.6594e+06,-3.8897e-07,5.1416e-07,-0.013862,-1.2578e-07,-1.171e-06,-0.13206,5.0604e+05,-1.8248,3.0695e-07,-0.0010972,467.09,-3.3068e-07,-0.0027777,-2.2931e-06,3.8572e-13,-1.3787e-09,0.00058696,-4.1555e-13,-3.4905e-09,7.6301e+06,3.6306,-7.297,-1.2366e+05,-4.0429,4.7058,-7.6291e+06,6.2597e-08,-1.2581e-07,-0.0021321,-6.9705e-08,8.1134e-08,-0.13154,5.0364e+05,-17.554,8.6501,-0.0005369,337.54,-100.92,-0.146,-2.2059e-05,1.087e-05,-6.7469e-10,0.00042416,-0.00012682,-1.8347e-07,1,0.000121,0,0.000121,0.005
3.2938e-07,-1.8659e-07,-23.217,-4.2139,-8.3009e+05,-7.3988,-2.3817,-7.6608e+06,-4.0029e-07,5.1409e-07,-0.014312,-1.2757e-07,-1.1373e-06,-0.13208,5.0617e+05,-1.4304,3.2813e-07,-0.0011061,471.02,-3.4119e-07,-0.0027598,-1.7975e-06,4.1234e-13,-1.39e-09,0.0005919,-4.2875e-13,-3.4681e-09,7.6301e+06,3.6306,-7.297,-1.2366e+05,-4.0429,4.7058,-7.6291e+06,6.2597e-08,-1.2581e-07,-0.0021321,-6.9705e-08,8.1134e-08,-0.13154,5.0364e+05,-17.554,8.6501,-0.0005369,337.54,-100.92,-0.146,-2.2059e-05,1.087e-05,-6.7469e-10,0.00042416,-0.00012682,-1.8347e-07,1,0.000122,0,0.000122,0.005
3.2899e-07,-1.8786e-07,-23.873,-4.5264,-8.5616e+05,-7.5023,-2.4145,-7.6622e+06,-4.1161e-07,5.1402e-07,-0.014761,-1.2935e-07,-1.1036e-06,-0.13211,5.063e+05,-1.0361,3.4931e-07,-0.0011151,474.95,-3.5169e-07,-0.0027419,-1.3019e-06,4.3896e-13,-1.4013e-09,0.00059684,-4.4194e-13,-3.4456e-09,7.6301e+06,3.6306,-7.297,-1.2366e+05,-4.0429,4.7058,-7.6291e+06,6.2597e-08,-1.2581e-07,-0.0021321,-6.9705e-08,8.1134e-08,-0.13154,5.0364e+05,-17.554,8.6501,-0.0005369,337.54,-100.92,-0.146,-2.2059e-05,1.087e-05,-6.7469e-10,0.00042416,-0.00012682,-1.8347e-07,1,0.000123,0,0.000123,0.005
3.286e-07,-1.8914e-07,-24.53,-4.8389,-8.8223e+05,-7.6059,-2.4473,-7.6636e+06,-4.2293e-07,5.1395e-07,-0.015211,-1.3114e-07,-1.0698e-06,-0.13213,5.0643e+05,-0.64169,3.705e-07,-0.0011241,478.89,-3.6219e-07,-0.0027241,-8.0637e-07,4.6558e-13,-1.4126e-09,0.00060179,-4.5514e-13,-3.4232e-09,7.6301e+06,3.6306,-7.297,-1.2366e+05,-4.0429,4.7058,-7.6291e+06,6.2597e-08,-1.2581e-07,-0.0021321,-6.9705e-08,8.1134e-08,-0.13154,5.0364e+05,-17.554,8.6501,-0.0005369,337.54,-100.92,-0.146,-2.2059e-05,1.087e-05,-6.7469e-10,0.00042416,-0.00012682,-1.8347e-07,1,0.000124,0,0.000124,0.005
3.2821e-07,-1.9041e-07,-25.186,-5.1514,-9.083e+05,-7.7095,-2.4801,-7.665e+06,-4.3424e-07,5.1387e-07,-0.01566,-1.3292e-07,-1.0361e-06,-0.13216,5.0656e+05,-0.24733,3.9168e-07,-0.001133,482.82,-3.7269e-07,-0.0027062,-3.108e-07,4.922e-13,-1.4238e-09,0.00060673,-4.6834e-13,-3.4007e-09,7.8769e+06,-20.962,13.339,-2.2116e+06,-4.659,-13.023,-7.56e+06,-3.6142e-07,2.2999e-07,-0.038131,-8.0328e-08,-2.2453e-07,-0.13035,5.3983e+05,48.252,-4.5929,-0.0022712,572.06,-108.39,0.12293,6.0635e-05,-5.7717e-06,-2.8541e-09,0.00071887,-0.0001362,1.5448e-07,1,0.000125,0,0.000125,0.005
3.272e-07,-1.9247e-07,-24.872,-4.8686,-9.5162e+05,-7.6479,-2.3082,-7.6612e+06,-4.2882e-07,5.1487e-07,-0.016407,-1.3186e-07,-9.5126e-07,-0.13209,5.0762e+05,1.7601,3.9813e-07,-0.001113,486.43,-3.8522e-07,-0.0025991,2.2118e-06,5.0031e-13,-1.3987e-09,0.00061127,-4.8409e-13,-3.2661e-09,7.8769e+06,-20.962,13.339,-2.2116e+06,-4.659,-13.023,-7.56e+06,-3.6142e-07,2.2999e-07,-0.038131,-8.0328e-08,-2.2453e-07,-0.13035,5.3983e+05,48.252,-4.5929,-0.0022712,572.06,-108.39,0.12293,6.0635e-05,-5.7717e-06,-2.8541e-09,0.00071887,-0.0001362,1.5448e-07,1,0.000126,0,0.000126,0.005
3.262e-07,-1.9452e-07,-24.557,-4.5858,-9.9494e+05,-7.5863,-2.1363,-7.6574e+06,-4.2339e-07,5.1586e-07,-0.017154,-1.308e-07,-8.6642e-07,-0.13202,5.0869e+05,3.7675,4.0459e-07,-0.001093,490.05,-3.9776e-07,-0.0024919,4.7344e-06,5.0843e-13,-1.3736e-09,0.00061581,-4.9983e-13,-3.1315e-09,7.8769e+06,-20.962,13.339,-2.2116e+06,-4.659,-13.023,-7.56e+06,-3.6142e-07,2.2999e-07,-0.038131,-8.0328e-08,-2.2453e-07,-0.13035,5.3983e+05,48.252,-4.5929,-0.0022712,572.06,-108.39,0.12293,6.0635e-05,-5.7717e-06,-2.8541e-09,0.00071887,-0.0001362,1.5448e-07,1,0.000127,0,0.000127,0.005
3.2519e-07,-1.9658e-07,-24.242,-4.303,-1.0383e+06,-7.5247,-1.9644,-7.6536e+06,-4.1797e-07,5.1685e-07,-0.017901,-1.2974e-07,-7.8157e-07,-0.13196,5.0976e+05,5.7749,4.1105e-07,-0.001073,493.66,-4.1029e-07,-0.0023848,7.2569e-06,5.1654e-13,-1.3484e-09,0.00062035,-5.1558e-13,-2.9968e-09,7.8769e+06,-20.962,13.339,-2.2116e+06,-4.659,-13.023,-7.56e+06,-3.6142e-07,2.2999e-07,-0.038131,-8.0328e-08,-2.2453e-07,-0.13035,5.3983e+05,48.252,-4.5929,-0.0022712,572.06,-108.39,0.12293,6.0635e-05,-5.7717e-06,-2.8541e-09,0.00071887,-0.0001362,1.5448e-07,1,0.000128,0,0.000128,0.005
3.2419e-07,-1.9864e-07,-23.928,-4.0201,-1.0816e+06,-7.4632,-1.7925,-7.6498e+06,-4.1254e-07,5.1785e-07,-0.018648,-1.2868e-07,-6.9673e-07,-0.13189,5.1083e+05,7.7823,4.1751e-07,-0.001053,497.27,-4.2282e-07,-0.0022777,9.7795e-06,5.2466e-13,-1.3233e-09,0.00062489,-5.3133e-13,-2.8622e-09,7.8769e+06,-20.962,13.339,-2.2116e+06,-4.659,-13.023,-7.56e+06,-3.6142e-07,2.2999e-07,-0.038131,-8.0328e-08,-2.2453e-07,-0.13035,5.3983e+05,48.252,-4.5929,-0.0022712,572.06,-108.39,0.12293,6.0635e-05,-5.7717e-06,-2.8541e-09,0.00071887,-0.0001362,1.5448e-07,1,0.000129,0,0.000129,0.005
3.2318e-07,-2.007e-07,-23.613,-3.7373,-1.1249e+06,-7.4016,-1.6206,-7.646e+06,-4.0712e-07,5.1884e-07,-0.019395,-1.2761e-07,-6.1189e-07,-0.13183,5.119e+05,9.7897,4.2397e-07,-0.001033,500.89,-4.3535e-07,-0.0021705,1.2302e-05,5.3277e-13,-1.2982e-09,0.00062943,-5.4707e-13,-2.7276e-09,7.8769e+06,-20.962,13.339,-2.2116e+06,-4.659,-13.023,-7.56e+06,-3.6142e-07,2.2999e-07,-0.038131,-8.0328e-08,-2.2453e-07,-0.13035,5.3983e+05,48.252,-4.5929,-0.0022712,572.06,-108.39,0.12293,6.0635e-05,-5.7717e-06,-2.8541e-09,0.00071887,-0.0001362,1.5448e-07,1,0.00013,0,0.00013,0.005
3.2218e-07,-2.0276e-07,-23.298,-3.4545,-1.1682e+06,-7.34,-1.4487,-7.6422e+06,-4.0169e-07,5.1983e-07,-0.020142,-1.2655e-07,-5.2705e-07,-0.13176,5.1297e+05,11.797,4.3042e-07,-0.001013,504.5,-4.4788e-07,-0.0020634,1.4825e-05,5.4089e-13,-1.273e-09,0.00063397,-5.6282e-13,-2.593e-09,7.8769e+06,-20.962,13.339,-2.2116e+06,-4.659,-13.023,-7.56e+06,-3.6142e-07,2.2999e-07,-0.038131,-8.0328e-08,-2.2453e-07,-0.13035,5.3983e+05,48.252,-4.5929,-0.0022712,572.06,-108.39,0.12293,6.0635e-05,-5.7717e-06,-2.8541e-09,0.00071887,-0.0001362,1.5448e-07,1,0.000131,0,0.000131,0.005
3.2118e-07,-2.0481e-07,-22.984,-3.1716,-1.2116e+06,-7.2784,-1.2769,-7.6384e+06,-3.9627e-07,5.2083e-07,-0.020889,-1.2549e-07,-4.422e-07,-0.1317,5.1404e+05,13.805,4.3688e-07,-0.00099304,508.11,-4.6041e-07,-0.0019563,1.7347e-05,5.49e-13,-1.2479e-09,0.00063852,-5.7857e-13,-2.4583e-09,7.8769e+06,-20.962,13.339,-2.2116e+06,-4.659,-13.023,-7.56e+06,-3.6142e-07,2.2999e-07,-0.038131,-8.0328e-08,-2.2453e-07,-0.13035,5.3983e+05,48.252,-4.5929,-0.0022712,572.06,-108.39,0.12293,6.0635e-05,-5.7717e-06,-2.8541e-09,0.00071887,-0.0001362,1.5448e-07,1,0.000132,0,0.000132,0.005
3.2017e-07,-2.0687e-07,-22.669,-2.8888,-1.2549e+06,-7.2168,-1.105,-7.6346e+06,-3.9084e-07,5.2182e-07,-0.021636,-1.2443e-07,-3.5736e-07,-0.13163,5.1511e+05,15.812,4.4334e-07,-0.00097304,511.73,-4.7294e-07,-0.0018491,1.987e-05,5.5712e-13,-1.2228e-09,0.00064306,-5.9431e-13,-2.3237e-09,7.8769e+06,-20.962,13.339,-2.2116e+06,-4.659,-13.023,-7.56e+06,-3.6142e-07,2.2999e-07,-0.038131,-8.0328e-08,-2.2453e-07,-0.13035,5.3983e+05,48.252,-4.5929,-0.0022712,572.06,-108.39,0.12293,6.0635e-05,-5.7717e-06,-2.8541e-09,0.00071887,-0.0001362,1.5448e-07,1,0.000133,0,0.000133,0.005
3.1917e-07,-2.0893e-07,-22.354,-2.606,-1.2982e+06,-7.1553,-0.93309,-7.6308e+06,-3.8542e-07,5.2282e-07,-0.022383,-1.2337e-07,-2.7252e-07,-0.13157,5.1617e+05,17.819,4.498e-07,-0.00095303,515.34,-4.8547e-07,-0.001742,2.2392e-05,5.6523e-13,-1.1976e-09,0.0006476,-6.1006e-13,-2.1891e-09,7.8769e+06,-20.962,13.339,-2.2116e+06,-4.659,-13.023,-7.56e+06,-3.6142e-07,2.2999e-07,-0.038131,-8.0328e-08,-2.2453e-07,-0.13035,5.3983e+05,48.252,-4.5929,-0.0022712,572.06,-108.39,0.12293,6.0635e-05,-5.7717e-06,-2.8541e-09,0.00071887,-0.0001362,1.5448e-07,1,0.000134,0,0.000134,0.005
3.1816e-07,-2.1099e-07,-22.04,-2.3232,-1.3415e+06,-7.0937,-0.7612,-7.627e+06,-3.7999e-07,5.2381e-07,-0.02313,-1.2231e-07,-1.8767e-07,-0.1315,5.1724e+05,19.827,4.5626e-07,-0.00093303,518.95,-4.98e-07,-0.0016349,2.4915e-05,5.7335e-13,-1.1725e-09,0.00065214,-6.2581e-13,-2.0544e-09,7.8769e+06,-20.962,13.339,-2.2116e+06,-4.659,-13.023,-7.56e+06,-3.6142e-07,2.2999e-07,-0.038131,-8.0328e-08,-2.2453e-07,-0.13035,5.3983e+05,48.252,-4.5929,-0.0022712,572.06,-108.39,0.12293,6.0635e-05,-5.7717e-06,-2.8541e-09,0.00071887,-0.0001362,1.5448e-07,1,0.000135,0,0.000135,0.005
3.1716e-07,-2.1305e-07,-21.725,-2.0403,-1.3849e+06,-7.0321,-0.58932,-7.6232e+06,-3.7457e-07,5.248e-07,-0.023877,-1.2124e-07,-1.0283e-07,-0.13144,5.1831e+05,21.834,4.6271e-07,-0.00091303,522.57,-5.1053e-07,-0.0015277,2.7438e-05,5.8146e-13,-1.1473e-09,0.00065668,-6.4155e-13,-1.9198e-09,7.8769e+06,-1.834,21.607,-2.2116e+06,-1.6601,-8.9612,-7.56e+06,-3.1621e-08,3.7253e-07,-0.038131,-2.8623e-08,-1.545e-07,-0.13035,5.3983e+05,48.252,4.5929,0.00061272,572.06,108.39,-0.11641,6.0635e-05,5.7717e-06,7.6997e-10,0.00071887,0.0001362,-1.4628e-07,1,0.000136,0,0.000136,0.005
3.1615e-07,-2.151e-07,-21.41,-1.7575,-1.4282e+06,-6.9705,-0.41743,-7.6194e+06,-3.6914e-07,5.258e-07,-0.024624,-1.2018e-07,-1.7988e-08,-0.13137,5.1938e+05,23.842,4.6917e-07,-0.00089303,526.18,-5.2306e-07,-0.0014206,2.996e-05,5.8958e-13,-1.1222e-09,0.00066122,-6.573e-13,-1.7852e-09,7.8769e+06,-1.834,21.607,-2.2116e+06,-1.6601,-8.9612,-7.56e+06,-3.1621e-08,3.7253e-07,-0.038131,-2.8623e-08,-1.545e-07,-0.13035,5.3983e+05,48.252,4.5929,0.00061272,572.06,108.39,-0.11641,6.0635e-05,5.7717e-06,7.6997e-10,0.00071887,0.0001362,-1.4628e-07,1,0.000137,0,0.000137,0.005
3.1515e-07,-2.1716e-07,-21.096,-1.4747,-1.4715e+06,-6.9089,-0.24555,-7.6156e+06,-3.6372e-07,5.2679e-07,-0.025371,-1.1912e-07,6.6854e-08,-0.1313,5.2045e+05,25.849,4.7563e-07,-0.00087303,529.8,-5.3559e-07,-0.0013135,3.2483e-05,5.9769e-13,-1.0971e-09,0.00066576,-6.7305e-13,-1.6506e-09,7.8769e+06,-1.834,21.607,-2.2116e+06,-1.6601,-8.9612,-7.56e+06,-3.1621e-08,3.7253e-07,-0.038131,-2.8623e-08,-1.545e-07,-0.13035,5.3983e+05,48.252,4.5929,0.00061272,572.06,108.39,-0.11641,6.0635e-05,5.7717e-06,7.6997e-10,0.00071887,0.0001362,-1.4628e-07,1,0.000138,0,0.000138,0.005
3.1415e-07,-2.1922e-07,-20.781,-1.1919,-1.5148e+06,-6.8474,-0.073661,-7.6118e+06,-3.5829e-07,5.2778e-07,-0.026118,-1.1806e-07,1.517e-07,-0.13124,5.2152e+05,27.856,4.8209e-07,-0.00085303,533.41,-5.4812e-07,-0.0012063,3.5005e-05,6.0581e-13,-1.0719e-09,0.0006703,-6.8879e-13,-1.5159e-09,7.8769e+06,-1.834,21.607,-2.2116e+06,-1.6601,-8.9612,-7.56e+06,-3.1621e-08,3.7253e-07,-0.038131,-2.8623e-08,-1.545e-07,-0.13035,5.3983e+05,48.252,4.5929,0.00061272,572.06,108.39,-0.11641,6.0635e-05,5.7717e-06,7.6997e-10,0.00071887,0.0001362,-1.4628e-07,1,0.000139,0,0.000139,0.005
3.1314e-07,-2.2128e-07,-20.466,-0.90903,-1.5581e+06,-6.7858,0.098224,-7.608e+06,-3.5287e-07,5.2878e-07,-0.026865,-1.17e-07,2.3654e-07,-0.13117,5.2259e+05,29.864,4.8855e-07,-0.00083302,537.02,-5.6065e-07,-0.0010992,3.7528e-05,6.1392e-13,-1.0468e-09,0.00067484,-7.0454e-13,-1.3813e-09,7.8769e+06,-1.834,21.607,-2.2116e+06,-1.6601,-8.9612,-7.56e+06,-3.1621e-08,3.7253e-07,-0.038131,-2.8623e-08,-1.545e-07,-0.13035,5.3983e+05,48.252,4.5929,0.00061272,572.06,108.39,-0.11641,6.0635e-05,5.7717e-06,7.6997e-10,0.00071887,0.0001362,-1.4628e-07,1,0.00014,0,0.00014,0.005
3.1214e-07,-2.2334e-07,-20.152,-0.6262,-1.6015e+06,-6.7242,0.27011,-7.6042e+06,-3.4744e-07,5.2977e-07,-0.027612,-1.1593e-07,3.2138e-07,-0.13111,5.2366e+05,31.871,4.95e-07,-0.00081302,540.64,-5.7319e-07,-0.00099207,4.0051e-05,6.2204e-13,-1.0217e-09,0.00067938,-7.2029e-13,-1.2467e-09,7.8769e+06,-1.834,21.607,-2.2116e+06,-1.6601,-8.9612,-7.56e+06,-3.1621e-08,3.7253e-07,-0.038131,-2.8623e-08,-1.545e-07,-0.13035,5.3983e+05,48.252,4.5929,0.00061272,572.06,108.39,-0.11641,6.0635e-05,5.7717e-06,7.6997e-10,0.00071887,0.0001362,-1.4628e-07,1,0.000141,0,0.000141,0.005
3.1113e-07,-2.254e-07,-19.837,-0.34337,-1.6448e+06,-6.6626,0.442,-7.6005e+06,-3.4202e-07,5.3077e-07,-0.028358,-1.1487e-07,4.0623e-07,-0.13104,5.2473e+05,33.879,5.0146e-07,-0.00079302,544.25,-5.8572e-07,-0.00088493,4.2573e-05,6.3015e-13,-9.9654e-10,0.00068392,-7.3603e-13,-1.112e-09,7.8769e+06,-1.834,21.607,-2.2116e+06,-1.6601,-8.9612,-7.56e+06,-3.1621e-08,3.7253e-07,-0.038131,-2.8623e-08,-1.545e-07,-0.13035,5.3983e+05,48.252,4.5929,0.00061272,572.06,108.39,-0.11641,6.0635e-05,5.7717e-06,7.6997e-10,0.00071887,0.0001362,-1.4628e-07,1,0.000142,0,0.000142,0.005
3.1013e-07,-2.2745e-07,-19.522,-0.060542,-1.6881e+06,-6.6011,0.61388,-7.5967e+06,-3.3659e-07,5.3176e-07,-0.029105,-1.1381e-07,4.9107e-07,-0.13098,5.2579e+05,35.886,5.0792e-07,-0.00077302,547.86,-5.9825e-07,-0.0007778,4.5096e-05,6.3827e-13,-9.714e-10,0.00068846,-7.5178e-13,-9.7741e-10,7.8769e+06,-1.834,21.607,-2.2116e+06,-1.6601,-8.9612,-7.56e+06,-3.1621e-08,3.7253e-07,-0.038131,-2.8623e-08,-1.545e-07,-0.13035,5.3983e+05,48.252,4.5929,0.00061272,572.06,108.39,-0.11641,6.0635e-05,5.7717e-06,7.6997e-10,0.00071887,0.0001362,-1.4628e-07,1,0.000143,0,0.000143,0.005
