"joule heating","magnetic flux density:0","magnetic flux density:1","magnetic flux density:2","potential:0","potential:1","potential:2","temperature","temperature loads","GeometryIds","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.3634e+06,2.2162e-06,0.0068691,0,4.3022e-05,6.7697e-05,0,294.03,-1.7521e-13,1,1,0.05442,0.05442,0.021,0
1.3713e+06,2.1355e-06,0.0068886,0,4.3371e-05,6.7745e-05,0,294.02,-2.6756e-13,1,1,0.05448,0.05448,0.021,0
1.3792e+06,2.0547e-06,0.0069081,0,4.372e-05,6.7794e-05,0,294.02,-3.5991e-13,1,1,0.05454,0.05454,0.021,0
1.3871e+06,1.974e-06,0.0069276,0,4.4069e-05,6.7842e-05,0,294.01,-4.5227e-13,1,1,0.0546,0.0546,0.021,0
1.395e+06,1.8932e-06,0.0069471,0,4.4418e-05,6.7891e-05,0,294,-5.4462e-13,1,1,0.05466,0.05466,0.021,0
1.403e+06,1.8125e-06,0.0069666,0,4.4766e-05,6.794e-05,0,293.99,-6.3698e-13,1,1,0.05472,0.05472,0.021,0
1.4109e+06,1.7317e-06,0.0069861,0,4.5115e-05,6.7988e-05,0,293.99,-7.2933e-13,1,1,0.05478,0.05478,0.021,0
1.4188e+06,1.651e-06,0.0070056,0,4.5464e-05,6.8037e-05,0,293.98,-8.2168e-13,1,1,0.05484,0.05484,0.021,0
1.4267e+06,1.5702e-06,0.0070251,0,4.5813e-05,6.8085e-05,0,293.97,-9.1404e-13,1,1,0.0549,0.0549,0.021,0
1.4346e+06,1.4894e-06,0.0070446,0,4.6162e-05,6.8134e-05,0,293.96,-1.0064e-12,1,1,0.05496,0.05496,0.021,0
1.4425e+06,1.4087e-06,0.0070641,0,4.6511e-05,6.8182e-05,0,293.96,-1.0987e-12,1,1,0.05502,0.05502,0.021,0
1.4504e+06,1.3279e-06,0.0070837,0,4.686e-05,6.8231e-05,0,293.95,-1.1911e-12,1,1,0.05508,0.05508,0.021,0
1.4583e+06,1.2472e-06,0.0071032,0,4.7209e-05,6.8279e-05,0,293.94,-1.2835e-12,1,1,0.05514,0.05514,0.021,0
1.4663e+06,1.1664e-06,0.0071227,0,4.7558e-05,6.8328e-05,0,293.93,-1.3758e-12,1,1,0.0552,0.0552,0.021,0
1.4744e+06,1.1127e-06,0.0071423,0,4.7911e-05,6.8373e-05,0,293.93,-1.3924e-12,1,1,0.05526,0.05526,0.021,0
1.4829e+06,1.1197e-06,0.0071623,0,4.8275e-05,6.8409e-05,0,293.92,-1.2383e-12,1,1,0.05532,0.05532,0.021,0
1.4914e+06,1.1268e-06,0.0071823,0,4.8639e-05,6.8445e-05,0,293.91,-1.0842e-12,1,1,0.05538,0.05538,0.021,0
1.4999e+06,1.1339e-06,0.0072023,0,4.9002e-05,6.8481e-05,0,293.9,-9.3005e-13,1,1,0.05544,0.05544,0.021,0
1.5084e+06,1.141e-06,0.0072223,0,4.9366e-05,6.8517e-05,0,293.9,-7.7594e-13,1,1,0.0555,0.0555,0.021,0
1.5174e+06,1.2288e-06,0.0072431,0,4.9741e-05,6.8543e-05,0,293.89,-7.981e-13,1,1,0.05556,0.05556,0.021,0
1.5266e+06,1.352e-06,0.0072641,0,5.012e-05,6.8565e-05,0,293.88,-8.9774e-13,1,1,0.05562,0.05562,0.021,0
1.5358e+06,1.4753e-06,0.0072852,0,5.05e-05,6.8586e-05,0,293.87,-9.9738e-13,1,1,0.05568,0.05568,0.021,0
1.545e+06,1.5986e-06,0.0073063,0,5.088e-05,6.8608e-05,0,293.86,-1.097e-12,1,1,0.05574,0.05574,0.021,0
1.5543e+06,1.7219e-06,0.0073273,0,5.1259e-05,6.8629e-05,0,293.85,-1.1966e-12,1,1,0.0558,0.0558,0.021,0
1.5635e+06,1.8452e-06,0.0073484,0,5.1639e-05,6.8651e-05,0,293.85,-1.2963e-12,1,1,0.05586,0.05586,0.021,0
1.5727e+06,1.9685e-06,0.0073695,0,5.2019e-05,6.8673e-05,0,293.84,-1.3959e-12,1,1,0.05592,0.05592,0.021,0
1.5819e+06,2.0917e-06,0.0073905,0,5.2398e-05,6.8694e-05,0,293.83,-1.4956e-12,1,1,0.05598,0.05598,0.021,0
1.5911e+06,2.215e-06,0.0074116,0,5.2778e-05,6.8716e-05,0,293.82,-1.5952e-12,1,1,0.05604,0.05604,0.021,0
1.6004e+06,2.3383e-06,0.0074327,0,5.3158e-05,6.8737e-05,0,293.81,-1.6948e-12,1,1,0.0561,0.0561,0.021,0
1.6096e+06,2.4616e-06,0.0074537,0,5.3537e-05,6.8759e-05,0,293.8,-1.7945e-12,1,1,0.05616,0.05616,0.021,0
1.6188e+06,2.5849e-06,0.0074748,0,5.3917e-05,6.878e-05,0,293.79,-1.8941e-12,1,1,0.05622,0.05622,0.021,0
1.628e+06,2.7082e-06,0.0074959,0,5.4297e-05,6.8802e-05,0,293.79,-1.9938e-12,1,1,0.05628,0.05628,0.021,0
1.6372e+06,2.8315e-06,0.0075169,0,5.4676e-05,6.8823e-05,0,293.78,-2.0934e-12,1,1,0.05634,0.05634,0.021,0
1.6464e+06,2.9547e-06,0.007538,0,5.5056e-05,6.8845e-05,0,293.77,-2.193e-12,1,1,0.0564,0.0564,0.021,0
1.6557e+06,3.078e-06,0.0075591,0,5.5436e-05,6.8867e-05,0,293.76,-2.2927e-12,1,1,0.05646,0.05646,0.021,0
1.6649e+06,3.2013e-06,0.0075801,0,5.5815e-05,6.8888e-05,0,293.75,-2.3923e-12,1,1,0.05652,0.05652,0.021,0
1.6741e+06,3.3246e-06,0.0076012,0,5.6195e-05,6.891e-05,0,293.74,-2.4919e-12,1,1,0.05658,0.05658,0.021,0
1.6833e+06,3.4479e-06,0.0076223,0,5.6575e-05,6.8931e-05,0,293.74,-2.5916e-12,1,1,0.05664,0.05664,0.021,0
1.6925e+06,3.5712e-06,0.0076433,0,5.6954e-05,6.8953e-05,0,293.73,-2.6912e-12,1,1,0.0567,0.0567,0.021,0
1.7018e+06,3.6944e-06,0.0076644,0,5.7334e-05,6.8974e-05,0,293.72,-2.7909e-12,1,1,0.05676,0.05676,0.021,0
1.7114e+06,3.8822e-06,0.0076862,0,5.7724e-05,6.8986e-05,0,293.71,-2.819e-12,1,1,0.05682,0.05682,0.021,0
1.7212e+06,4.0806e-06,0.007708,0,5.8115e-05,6.8996e-05,0,293.7,-2.8354e-12,1,1,0.05688,0.05688,0.021,0
1.7309e+06,4.279e-06,0.0077299,0,5.8506e-05,6.9006e-05,0,293.69,-2.8517e-12,1,1,0.05694,0.05694,0.021,0
1.7407e+06,4.4518e-06,0.0077518,0,5.8899e-05,6.9015e-05,0,293.68,-2.8553e-12,1,1,0.057,0.057,0.021,0
1.7513e+06,4.2578e-06,0.0077745,0,5.9307e-05,6.9008e-05,0,293.67,-2.6746e-12,1,1,0.05706,0.05706,0.021,0
1.7619e+06,4.0637e-06,0.0077973,0,5.9715e-05,6.9e-05,0,293.66,-2.494e-12,1,1,0.05712,0.05712,0.021,0
1.7725e+06,3.8697e-06,0.00782,0,6.0123e-05,6.8993e-05,0,293.65,-2.3134e-12,1,1,0.05718,0.05718,0.021,0
1.7831e+06,3.6756e-06,0.0078427,0,6.0531e-05,6.8985e-05,0,293.64,-2.1328e-12,1,1,0.05724,0.05724,0.021,0
1.7937e+06,3.4816e-06,0.0078654,0,6.0939e-05,6.8978e-05,0,293.63,-1.9522e-12,1,1,0.0573,0.0573,0.021,0
1.8043e+06,3.2876e-06,0.0078882,0,6.1347e-05,6.897e-05,0,293.62,-1.7715e-12,1,1,0.05736,0.05736,0.021,0
1.8149e+06,3.0936e-06,0.0079109,0,6.1755e-05,6.8963e-05,0,293.61,-1.5909e-12,1,1,0.05742,0.05742,0.021,0
1.8255e+06,2.8995e-06,0.0079336,0,6.2163e-05,6.8955e-05,0,293.6,-1.4103e-12,1,1,0.05748,0.05748,0.021,0
1.8361e+06,2.7055e-06,0.0079563,0,6.2571e-05,6.8948e-05,0,293.6,-1.2297e-12,1,1,0.05754,0.05754,0.021,0
1.8467e+06,2.5115e-06,0.0079791,0,6.2978e-05,6.894e-05,0,293.59,-1.0491e-12,1,1,0.0576,0.0576,0.021,0
1.8573e+06,2.321e-06,0.0080018,0,6.3386e-05,6.8933e-05,0,293.58,-8.6838e-13,1,1,0.05766,0.05766,0.021,0
1.8678e+06,2.1634e-06,0.0080244,0,6.3793e-05,6.8926e-05,0,293.57,-6.8695e-13,1,1,0.05772,0.05772,0.021,0
1.8784e+06,2.0057e-06,0.008047,0,6.42e-05,6.892e-05,0,293.56,-5.0553e-13,1,1,0.05778,0.05778,0.021,0
1.8889e+06,1.8481e-06,0.0080696,0,6.4607e-05,6.8914e-05,0,293.55,-3.2411e-13,1,1,0.05784,0.05784,0.021,0
1.8994e+06,1.6905e-06,0.0080922,0,6.5014e-05,6.8907e-05,0,293.54,-1.4269e-13,1,1,0.0579,0.0579,0.021,0
1.9099e+06,1.5328e-06,0.0081148,0,6.5421e-05,6.8901e-05,0,293.53,3.8724e-14,1,1,0.05796,0.05796,0.021,0
1.9205e+06,1.3752e-06,0.0081374,0,6.5828e-05,6.8894e-05,0,293.52,2.2014e-13,1,1,0.05802,0.05802,0.021,0
1.931e+06,1.2176e-06,0.00816,0,6.6236e-05,6.8888e-05,0,293.51,4.0156e-13,1,1,0.05808,0.05808,0.021,0
1.9424e+06,1.2564e-06,0.0081834,0,6.6657e-05,6.8864e-05,0,293.5,4.9748e-13,1,1,0.05814,0.05814,0.021,0
1.954e+06,1.3554e-06,0.0082071,0,6.7084e-05,6.8835e-05,0,293.49,5.6729e-13,1,1,0.0582,0.0582,0.021,0
1.9657e+06,1.4543e-06,0.0082308,0,6.751e-05,6.8806e-05,0,293.48,6.3709e-13,1,1,0.05826,0.05826,0.021,0
1.9774e+06,1.5579e-06,0.0082544,0,6.7938e-05,6.8775e-05,0,293.47,6.251e-13,1,1,0.05832,0.05832,0.021,0
1.9891e+06,1.6668e-06,0.0082778,0,6.8367e-05,6.8743e-05,0,293.46,5.2135e-13,1,1,0.05838,0.05838,0.021,0
2.0009e+06,1.7757e-06,0.0083013,0,6.8796e-05,6.8711e-05,0,293.44,4.176e-13,1,1,0.05844,0.05844,0.021,0
2.0126e+06,1.8845e-06,0.0083247,0,6.9225e-05,6.8679e-05,0,293.43,3.1385e-13,1,1,0.0585,0.0585,0.021,0
2.0244e+06,1.9934e-06,0.0083482,0,6.9654e-05,6.8646e-05,0,293.42,2.101e-13,1,1,0.05856,0.05856,0.021,0
2.0361e+06,2.1023e-06,0.0083716,0,7.0083e-05,6.8614e-05,0,293.41,1.0634e-13,1,1,0.05862,0.05862,0.021,0
2.0479e+06,2.2111e-06,0.0083951,0,7.0512e-05,6.8582e-05,0,293.4,2.5874e-15,1,1,0.05868,0.05868,0.021,0
2.0596e+06,2.32e-06,0.0084186,0,7.0941e-05,6.855e-05,0,293.39,-1.0116e-13,1,1,0.05874,0.05874,0.021,0
2.0714e+06,2.4288e-06,0.008442,0,7.137e-05,6.8517e-05,0,293.38,-2.0491e-13,1,1,0.0588,0.0588,0.021,0
2.0831e+06,2.5377e-06,0.0084655,0,7.1799e-05,6.8485e-05,0,293.37,-3.0866e-13,1,1,0.05886,0.05886,0.021,0
2.0949e+06,2.6466e-06,0.0084889,0,7.2228e-05,6.8453e-05,0,293.36,-4.1242e-13,1,1,0.05892,0.05892,0.021,0
2.1066e+06,2.7554e-06,0.0085124,0,7.2657e-05,6.8421e-05,0,293.35,-5.1617e-13,1,1,0.05898,0.05898,0.021,0
2.1184e+06,2.8643e-06,0.0085359,0,7.3086e-05,6.8388e-05,0,293.34,-6.1992e-13,1,1,0.05904,0.05904,0.021,0
2.1308e+06,2.8943e-06,0.0085567,0,7.3524e-05,6.8343e-05,0,293.33,-0.043586,1,1,0.0591,0.0591,0.021,0
2.1437e+06,2.8601e-06,0.0085753,0,7.3971e-05,6.8288e-05,0,293.31,-0.12265,1,1,0.05916,0.05916,0.021,0
2.1566e+06,2.8259e-06,0.008594,0,7.4418e-05,6.8232e-05,0,293.3,-0.2017,1,1,0.05922,0.05922,0.021,0
2.1695e+06,2.7917e-06,0.0086127,0,7.4865e-05,6.8176e-05,0,293.29,-0.28076,1,1,0.05928,0.05928,0.021,0
2.1824e+06,2.7575e-06,0.0086314,0,7.5312e-05,6.8121e-05,0,293.28,-0.35982,1,1,0.05934,0.05934,0.021,0
2.1952e+06,2.7233e-06,0.00865,0,7.5759e-05,6.8065e-05,0,293.27,-0.43887,1,1,0.0594,0.0594,0.021,0
2.2081e+06,2.6891e-06,0.0086687,0,7.6205e-05,6.8009e-05,0,293.26,-0.51793,1,1,0.05946,0.05946,0.021,0
2.221e+06,2.6549e-06,0.0086874,0,7.6652e-05,6.7953e-05,0,293.24,-0.59698,1,1,0.05952,0.05952,0.021,0
2.2339e+06,2.6207e-06,0.0087061,0,7.7099e-05,6.7898e-05,0,293.23,-0.67604,1,1,0.05958,0.05958,0.021,0
2.2468e+06,2.5865e-06,0.0087247,0,7.7546e-05,6.7842e-05,0,293.22,-0.7551,1,1,0.05964,0.05964,0.021,0
2.2597e+06,2.5523e-06,0.0087434,0,7.7993e-05,6.7786e-05,0,293.21,-0.83416,1,1,0.0597,0.0597,0.021,0
2.2726e+06,2.5181e-06,0.0087621,0,7.844e-05,6.7731e-05,0,293.2,-0.91321,1,1,0.05976,0.05976,0.021,0
2.2855e+06,2.4839e-06,0.0087807,0,7.8886e-05,6.7675e-05,0,293.19,-0.99227,1,1,0.05982,0.05982,0.021,0
2.2984e+06,2.4497e-06,0.0087994,0,7.9333e-05,6.7619e-05,0,293.17,-1.0713,1,1,0.05988,0.05988,0.021,0
2.3113e+06,2.4155e-06,0.0088181,0,7.978e-05,6.7564e-05,0,293.16,-1.1504,1,1,0.05994,0.05994,0.021,0
2.3242e+06,2.3813e-06,0.0088368,0,8.0227e-05,6.7508e-05,0,293.15,-1.2294,101,1,0.06,0.06,0.021,0
