"joule heating","magnetic flux density:0","magnetic flux density:1","magnetic flux density:2","potential:0","potential:1","potential:2","temperature","temperature loads","GeometryIds","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
4.8305e+05,1.1298e-06,0.0040952,0,-2.0153e-06,4.766e-05,0,294.86,7.4458e-13,1,1,0.04314,0.04314,0.021,0
4.855e+05,1.0844e-06,0.004106,0,-1.8753e-06,4.7794e-05,0,294.85,8.2371e-13,1,1,0.0432,0.0432,0.021,0
4.8795e+05,1.039e-06,0.0041169,0,-1.7354e-06,4.7928e-05,0,294.85,9.0283e-13,1,1,0.04326,0.04326,0.021,0
4.904e+05,9.9351e-07,0.0041277,0,-1.5954e-06,4.8061e-05,0,294.85,9.8196e-13,1,1,0.04332,0.04332,0.021,0
4.9286e+05,9.4807e-07,0.0041385,0,-1.4555e-06,4.8195e-05,0,294.85,1.0611e-12,1,1,0.04338,0.04338,0.021,0
4.9531e+05,9.0263e-07,0.0041493,0,-1.3156e-06,4.8329e-05,0,294.84,1.1402e-12,1,1,0.04344,0.04344,0.021,0
4.9778e+05,9.0953e-07,0.0041602,0,-1.1752e-06,4.8463e-05,0,294.84,1.1979e-12,1,1,0.0435,0.0435,0.021,0
5.0026e+05,9.5185e-07,0.0041711,0,-1.0346e-06,4.8597e-05,0,294.84,1.241e-12,1,1,0.04356,0.04356,0.021,0
5.0274e+05,9.9417e-07,0.004182,0,-8.9389e-07,4.8731e-05,0,294.84,1.2842e-12,1,1,0.04362,0.04362,0.021,0
5.0523e+05,1.0365e-06,0.0041929,0,-7.5323e-07,4.8865e-05,0,294.84,1.3273e-12,1,1,0.04368,0.04368,0.021,0
5.0777e+05,1.0761e-06,0.0042039,0,-6.0935e-07,4.8998e-05,0,294.83,1.3608e-12,1,1,0.04374,0.04374,0.021,0
5.1077e+05,1.0938e-06,0.004216,0,-4.397e-07,4.913e-05,0,294.83,1.3164e-12,1,1,0.0438,0.0438,0.021,0
5.1378e+05,1.1116e-06,0.004228,0,-2.7005e-07,4.9261e-05,0,294.83,1.2721e-12,1,1,0.04386,0.04386,0.021,0
5.1679e+05,1.1294e-06,0.00424,0,-1.004e-07,4.9392e-05,0,294.82,1.2278e-12,1,1,0.04392,0.04392,0.021,0
5.1979e+05,1.1471e-06,0.0042521,0,6.9253e-08,4.9523e-05,0,294.82,1.1835e-12,1,1,0.04398,0.04398,0.021,0
5.228e+05,1.1649e-06,0.0042641,0,2.389e-07,4.9654e-05,0,294.82,1.1391e-12,1,1,0.04404,0.04404,0.021,0
5.2581e+05,1.1827e-06,0.0042762,0,4.0857e-07,4.9786e-05,0,294.82,1.0948e-12,1,1,0.0441,0.0441,0.021,0
5.2882e+05,1.2004e-06,0.0042882,0,5.7822e-07,4.9917e-05,0,294.81,1.0505e-12,1,1,0.04416,0.04416,0.021,0
5.3182e+05,1.2182e-06,0.0043002,0,7.4787e-07,5.0048e-05,0,294.81,1.0062e-12,1,1,0.04422,0.04422,0.021,0
5.3483e+05,1.2359e-06,0.0043123,0,9.1752e-07,5.0179e-05,0,294.81,9.6183e-13,1,1,0.04428,0.04428,0.021,0
5.3784e+05,1.2537e-06,0.0043243,0,1.0872e-06,5.031e-05,0,294.8,9.175e-13,1,1,0.04434,0.04434,0.021,0
5.4084e+05,1.2715e-06,0.0043363,0,1.2568e-06,5.0442e-05,0,294.8,8.7318e-13,1,1,0.0444,0.0444,0.021,0
5.4385e+05,1.2892e-06,0.0043484,0,1.4265e-06,5.0573e-05,0,294.8,8.2885e-13,1,1,0.04446,0.04446,0.021,0
5.4686e+05,1.307e-06,0.0043604,0,1.5961e-06,5.0704e-05,0,294.8,7.8453e-13,1,1,0.04452,0.04452,0.021,0
5.4987e+05,1.3247e-06,0.0043725,0,1.7658e-06,5.0835e-05,0,294.79,7.402e-13,1,1,0.04458,0.04458,0.021,0
5.5287e+05,1.3425e-06,0.0043845,0,1.9354e-06,5.0967e-05,0,294.79,6.9587e-13,1,1,0.04464,0.04464,0.021,0
5.5588e+05,1.3603e-06,0.0043965,0,2.1051e-06,5.1098e-05,0,294.79,6.5155e-13,1,1,0.0447,0.0447,0.021,0
5.5889e+05,1.378e-06,0.0044086,0,2.2747e-06,5.1229e-05,0,294.78,6.0722e-13,1,1,0.04476,0.04476,0.021,0
5.6189e+05,1.3958e-06,0.0044206,0,2.4444e-06,5.136e-05,0,294.78,5.629e-13,1,1,0.04482,0.04482,0.021,0
5.649e+05,1.4136e-06,0.0044326,0,2.614e-06,5.1491e-05,0,294.78,5.1857e-13,1,1,0.04488,0.04488,0.021,0
5.6791e+05,1.4313e-06,0.0044447,0,2.7837e-06,5.1623e-05,0,294.78,4.7425e-13,1,1,0.04494,0.04494,0.021,0
5.7092e+05,1.4491e-06,0.0044567,0,2.9534e-06,5.1754e-05,0,294.77,4.2992e-13,1,1,0.045,0.045,0.021,0
5.7392e+05,1.4668e-06,0.0044688,0,3.123e-06,5.1885e-05,0,294.77,3.8559e-13,1,1,0.04506,0.04506,0.021,0
5.7693e+05,1.4846e-06,0.0044808,0,3.2927e-06,5.2016e-05,0,294.77,3.4127e-13,1,1,0.04512,0.04512,0.021,0
5.7994e+05,1.5024e-06,0.0044928,0,3.4623e-06,5.2147e-05,0,294.76,2.9694e-13,1,1,0.04518,0.04518,0.021,0
5.8294e+05,1.5201e-06,0.0045049,0,3.632e-06,5.2279e-05,0,294.76,2.5262e-13,1,1,0.04524,0.04524,0.021,0
5.8595e+05,1.5379e-06,0.0045169,0,3.8016e-06,5.241e-05,0,294.76,2.0829e-13,1,1,0.0453,0.0453,0.021,0
5.8896e+05,1.5556e-06,0.0045289,0,3.9713e-06,5.2541e-05,0,294.76,1.6397e-13,1,1,0.04536,0.04536,0.021,0
5.9197e+05,1.5734e-06,0.004541,0,4.1409e-06,5.2672e-05,0,294.75,1.1964e-13,1,1,0.04542,0.04542,0.021,0
5.9497e+05,1.5912e-06,0.004553,0,4.3106e-06,5.2803e-05,0,294.75,7.5314e-14,1,1,0.04548,0.04548,0.021,0
5.9798e+05,1.6089e-06,0.0045651,0,4.4802e-06,5.2935e-05,0,294.75,3.0988e-14,1,1,0.04554,0.04554,0.021,0
6.0099e+05,1.6267e-06,0.0045771,0,4.6499e-06,5.3066e-05,0,294.74,-1.3337e-14,1,1,0.0456,0.0456,0.021,0
6.0399e+05,1.6445e-06,0.0045891,0,4.8195e-06,5.3197e-05,0,294.74,-5.7662e-14,1,1,0.04566,0.04566,0.021,0
6.07e+05,1.6622e-06,0.0046012,0,4.9892e-06,5.3328e-05,0,294.74,-1.0199e-13,1,1,0.04572,0.04572,0.021,0
6.1023e+05,1.6597e-06,0.0046136,0,5.1708e-06,5.3457e-05,0,294.73,-1.0593e-13,1,1,0.04578,0.04578,0.021,0
6.1356e+05,1.6482e-06,0.0046262,0,5.3577e-06,5.3586e-05,0,294.73,-9.1813e-14,1,1,0.04584,0.04584,0.021,0
6.1689e+05,1.6367e-06,0.0046389,0,5.5446e-06,5.3714e-05,0,294.73,-7.7693e-14,1,1,0.0459,0.0459,0.021,0
6.2037e+05,1.6892e-06,0.0046517,0,5.7384e-06,5.384e-05,0,294.73,-6.3593e-14,1,1,0.04596,0.04596,0.021,0
6.2411e+05,1.8514e-06,0.0046649,0,5.9442e-06,5.3964e-05,0,294.72,-4.9532e-14,1,1,0.04602,0.04602,0.021,0
6.2784e+05,2.0137e-06,0.0046782,0,6.1499e-06,5.4088e-05,0,294.72,-3.547e-14,1,1,0.04608,0.04608,0.021,0
6.3158e+05,2.176e-06,0.0046914,0,6.3557e-06,5.4211e-05,0,294.71,-2.1408e-14,1,1,0.04614,0.04614,0.021,0
6.3532e+05,2.3382e-06,0.0047046,0,6.5615e-06,5.4335e-05,0,294.71,-7.3458e-15,1,1,0.0462,0.0462,0.021,0
6.3905e+05,2.5005e-06,0.0047179,0,6.7672e-06,5.4459e-05,0,294.71,6.7161e-15,1,1,0.04626,0.04626,0.021,0
6.4279e+05,2.6628e-06,0.0047311,0,6.973e-06,5.4582e-05,0,294.7,2.0778e-14,1,1,0.04632,0.04632,0.021,0
6.4652e+05,2.825e-06,0.0047443,0,7.1788e-06,5.4706e-05,0,294.7,3.484e-14,1,1,0.04638,0.04638,0.021,0
6.5026e+05,2.9873e-06,0.0047576,0,7.3846e-06,5.483e-05,0,294.7,4.8903e-14,1,1,0.04644,0.04644,0.021,0
6.5399e+05,3.1496e-06,0.0047708,0,7.5903e-06,5.4953e-05,0,294.69,6.2965e-14,1,1,0.0465,0.0465,0.021,0
6.5773e+05,3.3118e-06,0.004784,0,7.7961e-06,5.5077e-05,0,294.69,7.7027e-14,1,1,0.04656,0.04656,0.021,0
6.6146e+05,3.4741e-06,0.0047973,0,8.0019e-06,5.5201e-05,0,294.69,9.1089e-14,1,1,0.04662,0.04662,0.021,0
6.652e+05,3.6364e-06,0.0048105,0,8.2076e-06,5.5324e-05,0,294.68,1.0515e-13,1,1,0.04668,0.04668,0.021,0
6.6893e+05,3.7987e-06,0.0048237,0,8.4134e-06,5.5448e-05,0,294.68,1.1921e-13,1,1,0.04674,0.04674,0.021,0
6.7267e+05,3.9609e-06,0.0048369,0,8.6192e-06,5.5572e-05,0,294.68,1.3327e-13,1,1,0.0468,0.0468,0.021,0
6.7641e+05,4.1232e-06,0.0048502,0,8.8249e-06,5.5695e-05,0,294.67,1.4734e-13,1,1,0.04686,0.04686,0.021,0
6.8014e+05,4.2855e-06,0.0048634,0,9.0307e-06,5.5819e-05,0,294.67,1.614e-13,1,1,0.04692,0.04692,0.021,0
6.8388e+05,4.4477e-06,0.0048766,0,9.2365e-06,5.5943e-05,0,294.67,1.7546e-13,1,1,0.04698,0.04698,0.021,0
6.8761e+05,4.61e-06,0.0048899,0,9.4422e-06,5.6066e-05,0,294.66,1.8952e-13,1,1,0.04704,0.04704,0.021,0
6.9135e+05,4.7723e-06,0.0049031,0,9.648e-06,5.619e-05,0,294.66,2.0358e-13,1,1,0.0471,0.0471,0.021,0
6.9508e+05,4.9345e-06,0.0049163,0,9.8538e-06,5.6314e-05,0,294.65,2.1765e-13,1,1,0.04716,0.04716,0.021,0
6.9882e+05,5.0968e-06,0.0049296,0,1.006e-05,5.6437e-05,0,294.65,2.3171e-13,1,1,0.04722,0.04722,0.021,0
7.0255e+05,5.2591e-06,0.0049428,0,1.0265e-05,5.6561e-05,0,294.65,2.4577e-13,1,1,0.04728,0.04728,0.021,0
7.0629e+05,5.4213e-06,0.004956,0,1.0471e-05,5.6685e-05,0,294.64,2.5983e-13,1,1,0.04734,0.04734,0.021,0
7.1002e+05,5.5836e-06,0.0049693,0,1.0677e-05,5.6808e-05,0,294.64,2.739e-13,1,1,0.0474,0.0474,0.021,0
7.1376e+05,5.7459e-06,0.0049825,0,1.0883e-05,5.6932e-05,0,294.64,2.8796e-13,1,1,0.04746,0.04746,0.021,0
7.175e+05,5.9082e-06,0.0049957,0,1.1088e-05,5.7056e-05,0,294.63,3.0202e-13,1,1,0.04752,0.04752,0.021,0
7.2123e+05,6.0704e-06,0.005009,0,1.1294e-05,5.7179e-05,0,294.63,3.1608e-13,1,1,0.04758,0.04758,0.021,0
7.2497e+05,6.2327e-06,0.0050222,0,1.15e-05,5.7303e-05,0,294.63,3.3014e-13,1,1,0.04764,0.04764,0.021,0
7.287e+05,6.395e-06,0.0050354,0,1.1706e-05,5.7427e-05,0,294.62,3.442e-13,1,1,0.0477,0.0477,0.021,0
7.3244e+05,6.5572e-06,0.0050486,0,1.1911e-05,5.755e-05,0,294.62,3.5827e-13,1,1,0.04776,0.04776,0.021,0
7.3617e+05,6.7195e-06,0.0050619,0,1.2117e-05,5.7674e-05,0,294.62,3.7233e-13,1,1,0.04782,0.04782,0.021,0
7.3991e+05,6.8818e-06,0.0050751,0,1.2323e-05,5.7798e-05,0,294.61,3.8639e-13,1,1,0.04788,0.04788,0.021,0
7.4364e+05,7.0441e-06,0.0050883,0,1.2529e-05,5.7922e-05,0,294.61,4.0045e-13,1,1,0.04794,0.04794,0.021,0
7.4738e+05,7.2063e-06,0.0051016,0,1.2735e-05,5.8045e-05,0,294.6,4.1452e-13,1,1,0.048,0.048,0.021,0
7.5111e+05,7.3686e-06,0.0051148,0,1.294e-05,5.8169e-05,0,294.6,4.2858e-13,1,1,0.04806,0.04806,0.021,0
7.5537e+05,7.432e-06,0.0051289,0,1.3171e-05,5.8285e-05,0,294.6,4.2188e-13,1,1,0.04812,0.04812,0.021,0
7.5965e+05,7.4922e-06,0.005143,0,1.3402e-05,5.8401e-05,0,294.59,4.145e-13,1,1,0.04818,0.04818,0.021,0
7.6392e+05,7.5524e-06,0.005157,0,1.3633e-05,5.8516e-05,0,294.59,4.0712e-13,1,1,0.04824,0.04824,0.021,0
7.6819e+05,7.6126e-06,0.0051711,0,1.3865e-05,5.8632e-05,0,294.59,3.9975e-13,1,1,0.0483,0.0483,0.021,0
7.7247e+05,7.6728e-06,0.0051852,0,1.4096e-05,5.8748e-05,0,294.58,3.9237e-13,1,1,0.04836,0.04836,0.021,0
7.7683e+05,7.7234e-06,0.0051994,0,1.4331e-05,5.8863e-05,0,294.58,3.7027e-13,1,1,0.04842,0.04842,0.021,0
7.8147e+05,7.7453e-06,0.005214,0,1.4575e-05,5.8973e-05,0,294.57,3.0459e-13,1,1,0.04848,0.04848,0.021,0
7.8611e+05,7.7672e-06,0.0052286,0,1.482e-05,5.9084e-05,0,294.57,2.3891e-13,1,1,0.04854,0.04854,0.021,0
7.9074e+05,7.7891e-06,0.0052432,0,1.5064e-05,5.9195e-05,0,294.56,1.7323e-13,1,1,0.0486,0.0486,0.021,0
7.9538e+05,7.811e-06,0.0052577,0,1.5309e-05,5.9305e-05,0,294.56,1.0755e-13,1,1,0.04866,0.04866,0.021,0
8.0001e+05,7.8329e-06,0.0052723,0,1.5553e-05,5.9416e-05,0,294.56,4.1865e-14,1,1,0.04872,0.04872,0.021,0
8.0465e+05,7.8548e-06,0.0052869,0,1.5798e-05,5.9527e-05,0,294.55,-2.3821e-14,1,1,0.04878,0.04878,0.021,0
8.0929e+05,7.8767e-06,0.0053015,0,1.6042e-05,5.9637e-05,0,294.55,-8.9502e-14,1,1,0.04884,0.04884,0.021,0
8.1392e+05,7.8986e-06,0.0053161,0,1.6287e-05,5.9748e-05,0,294.54,-1.5518e-13,1,1,0.0489,0.0489,0.021,0
8.1856e+05,7.9205e-06,0.0053306,0,1.6531e-05,5.9859e-05,0,294.54,-2.2086e-13,1,1,0.04896,0.04896,0.021,0
8.232e+05,7.9423e-06,0.0053452,0,1.6776e-05,5.9969e-05,0,294.53,-2.8655e-13,1,1,0.04902,0.04902,0.021,0
8.2783e+05,7.9642e-06,0.0053598,0,1.702e-05,6.008e-05,0,294.53,-3.5223e-13,1,1,0.04908,0.04908,0.021,0
8.3247e+05,7.9861e-06,0.0053744,0,1.7265e-05,6.0191e-05,0,294.52,-4.1791e-13,1,1,0.04914,0.04914,0.021,0
8.371e+05,8.008e-06,0.0053889,0,1.7509e-05,6.0302e-05,0,294.52,-4.8359e-13,1,1,0.0492,0.0492,0.021,0
8.4174e+05,8.0299e-06,0.0054035,0,1.7754e-05,6.0412e-05,0,294.52,-5.4928e-13,1,1,0.04926,0.04926,0.021,0
8.4638e+05,8.0518e-06,0.0054181,0,1.7998e-05,6.0523e-05,0,294.51,-6.1496e-13,1,1,0.04932,0.04932,0.021,0
8.5101e+05,8.0737e-06,0.0054327,0,1.8243e-05,6.0634e-05,0,294.51,-6.8064e-13,1,1,0.04938,0.04938,0.021,0
8.5565e+05,8.0956e-06,0.0054472,0,1.8487e-05,6.0744e-05,0,294.5,-7.4632e-13,1,1,0.04944,0.04944,0.021,0
8.6029e+05,8.1175e-06,0.0054618,0,1.8732e-05,6.0855e-05,0,294.5,-8.12e-13,1,1,0.0495,0.0495,0.021,0
8.6492e+05,8.1394e-06,0.0054764,0,1.8976e-05,6.0966e-05,0,294.49,-8.7768e-13,1,1,0.04956,0.04956,0.021,0
8.6956e+05,8.1613e-06,0.005491,0,1.9221e-05,6.1076e-05,0,294.49,-9.4336e-13,1,1,0.04962,0.04962,0.021,0
8.7419e+05,8.1832e-06,0.0055055,0,1.9465e-05,6.1187e-05,0,294.49,-1.009e-12,1,1,0.04968,0.04968,0.021,0
8.7883e+05,8.2051e-06,0.0055201,0,1.971e-05,6.1298e-05,0,294.48,-1.0747e-12,1,1,0.04974,0.04974,0.021,0
8.8347e+05,8.227e-06,0.0055347,0,1.9954e-05,6.1408e-05,0,294.48,-1.1404e-12,1,1,0.0498,0.0498,0.021,0
8.881e+05,8.2489e-06,0.0055493,0,2.0199e-05,6.1519e-05,0,294.47,-1.2061e-12,1,1,0.04986,0.04986,0.021,0
8.9274e+05,8.2708e-06,0.0055638,0,2.0444e-05,6.163e-05,0,294.47,-1.2718e-12,1,1,0.04992,0.04992,0.021,0
8.9738e+05,8.2927e-06,0.0055784,0,2.0688e-05,6.174e-05,0,294.46,-1.3375e-12,1,1,0.04998,0.04998,0.021,0
9.0229e+05,8.2454e-06,0.0055937,0,2.0942e-05,6.1847e-05,0,294.46,-1.4199e-12,1,1,0.05004,0.05004,0.021,0
9.0736e+05,8.158e-06,0.0056095,0,2.1202e-05,6.1951e-05,0,294.45,-1.5122e-12,1,1,0.0501,0.0501,0.021,0
9.1243e+05,8.0706e-06,0.0056252,0,2.1463e-05,6.2055e-05,0,294.45,-1.6044e-12,1,1,0.05016,0.05016,0.021,0
9.175e+05,7.9832e-06,0.0056409,0,2.1723e-05,6.2159e-05,0,294.44,-1.6966e-12,1,1,0.05022,0.05022,0.021,0
9.2257e+05,7.8958e-06,0.0056566,0,2.1983e-05,6.2263e-05,0,294.44,-1.7888e-12,1,1,0.05028,0.05028,0.021,0
9.2763e+05,7.8084e-06,0.0056724,0,2.2243e-05,6.2367e-05,0,294.44,-1.8811e-12,1,1,0.05034,0.05034,0.021,0
9.327e+05,7.721e-06,0.0056881,0,2.2503e-05,6.2471e-05,0,294.43,-1.9733e-12,1,1,0.0504,0.0504,0.021,0
9.3815e+05,7.5209e-06,0.0057044,0,2.2777e-05,6.2568e-05,0,294.43,-1.9754e-12,1,1,0.05046,0.05046,0.021,0
9.438e+05,7.2604e-06,0.005721,0,2.306e-05,6.2661e-05,0,294.42,-1.9292e-12,1,1,0.05052,0.05052,0.021,0
9.4945e+05,7e-06,0.0057377,0,2.3342e-05,6.2754e-05,0,294.41,-1.883e-12,1,1,0.05058,0.05058,0.021,0
9.551e+05,6.7395e-06,0.0057543,0,2.3624e-05,6.2847e-05,0,294.41,-1.8368e-12,1,1,0.05064,0.05064,0.021,0
9.6074e+05,6.479e-06,0.0057709,0,2.3907e-05,6.294e-05,0,294.4,-1.7906e-12,1,1,0.0507,0.0507,0.021,0
9.6639e+05,6.2186e-06,0.0057876,0,2.4189e-05,6.3033e-05,0,294.4,-1.7444e-12,1,1,0.05076,0.05076,0.021,0
9.7204e+05,5.9581e-06,0.0058042,0,2.4471e-05,6.3126e-05,0,294.39,-1.6982e-12,1,1,0.05082,0.05082,0.021,0
9.7769e+05,5.6977e-06,0.0058208,0,2.4753e-05,6.3219e-05,0,294.39,-1.652e-12,1,1,0.05088,0.05088,0.021,0
9.8334e+05,5.4372e-06,0.0058375,0,2.5036e-05,6.3312e-05,0,294.38,-1.6058e-12,1,1,0.05094,0.05094,0.021,0
9.8898e+05,5.1768e-06,0.0058541,0,2.5318e-05,6.3405e-05,0,294.38,-1.5596e-12,1,1,0.051,0.051,0.021,0
9.9463e+05,4.9163e-06,0.0058707,0,2.56e-05,6.3498e-05,0,294.37,-1.5134e-12,1,1,0.05106,0.05106,0.021,0
1.0003e+06,4.6558e-06,0.0058874,0,2.5883e-05,6.3591e-05,0,294.37,-1.4672e-12,1,1,0.05112,0.05112,0.021,0
1.0059e+06,4.3954e-06,0.005904,0,2.6165e-05,6.3684e-05,0,294.36,-1.421e-12,1,1,0.05118,0.05118,0.021,0
1.0116e+06,4.1349e-06,0.0059206,0,2.6447e-05,6.3777e-05,0,294.36,-1.3749e-12,1,1,0.05124,0.05124,0.021,0
1.0172e+06,3.8745e-06,0.0059373,0,2.673e-05,6.387e-05,0,294.35,-1.3287e-12,1,1,0.0513,0.0513,0.021,0
1.0229e+06,3.614e-06,0.0059539,0,2.7012e-05,6.3962e-05,0,294.35,-1.2825e-12,1,1,0.05136,0.05136,0.021,0
1.0285e+06,3.3536e-06,0.0059705,0,2.7294e-05,6.4055e-05,0,294.34,-1.2363e-12,1,1,0.05142,0.05142,0.021,0
1.0342e+06,3.0931e-06,0.0059872,0,2.7576e-05,6.4148e-05,0,294.34,-1.1901e-12,1,1,0.05148,0.05148,0.021,0
1.0398e+06,2.8327e-06,0.0060038,0,2.7859e-05,6.4241e-05,0,294.33,-1.1439e-12,1,1,0.05154,0.05154,0.021,0
1.0455e+06,2.5722e-06,0.0060204,0,2.8141e-05,6.4334e-05,0,294.32,-1.0977e-12,1,1,0.0516,0.0516,0.021,0
1.0511e+06,2.3117e-06,0.0060371,0,2.8423e-05,6.4427e-05,0,294.32,-1.0515e-12,1,1,0.05166,0.05166,0.021,0
1.0568e+06,2.0513e-06,0.0060537,0,2.8706e-05,6.452e-05,0,294.31,-1.0053e-12,1,1,0.05172,0.05172,0.021,0
1.0624e+06,1.7908e-06,0.0060703,0,2.8988e-05,6.4613e-05,0,294.31,-9.5912e-13,1,1,0.05178,0.05178,0.021,0
1.0681e+06,1.5304e-06,0.006087,0,2.927e-05,6.4706e-05,0,294.3,-9.1293e-13,1,1,0.05184,0.05184,0.021,0
1.0737e+06,1.2699e-06,0.0061036,0,2.9553e-05,6.4799e-05,0,294.3,-8.6674e-13,1,1,0.0519,0.0519,0.021,0
1.0794e+06,1.037e-06,0.0061202,0,2.9837e-05,6.4891e-05,0,294.29,-8.2591e-13,1,1,0.05196,0.05196,0.021,0
1.0856e+06,1.0406e-06,0.0061369,0,3.0136e-05,6.4974e-05,0,294.29,-8.3116e-13,1,1,0.05202,0.05202,0.021,0
1.0918e+06,1.0442e-06,0.0061535,0,3.0436e-05,6.5057e-05,0,294.28,-8.3642e-13,1,1,0.05208,0.05208,0.021,0
1.0979e+06,1.0479e-06,0.0061702,0,3.0735e-05,6.514e-05,0,294.28,-8.4168e-13,1,1,0.05214,0.05214,0.021,0
1.1041e+06,1.0515e-06,0.0061869,0,3.1035e-05,6.5223e-05,0,294.27,-8.4694e-13,1,1,0.0522,0.0522,0.021,0
1.1103e+06,1.0551e-06,0.0062035,0,3.1334e-05,6.5307e-05,0,294.26,-8.522e-13,1,1,0.05226,0.05226,0.021,0
1.1164e+06,1.0588e-06,0.0062202,0,3.1634e-05,6.539e-05,0,294.26,-8.5746e-13,1,1,0.05232,0.05232,0.021,0
1.1229e+06,1.1173e-06,0.0062377,0,3.1944e-05,6.5466e-05,0,294.25,-8.1407e-13,1,1,0.05238,0.05238,0.021,0
1.1297e+06,1.2121e-06,0.0062558,0,3.226e-05,6.5539e-05,0,294.25,-7.3858e-13,1,1,0.05244,0.05244,0.021,0
1.1364e+06,1.3068e-06,0.0062739,0,3.2576e-05,6.5611e-05,0,294.24,-6.6308e-13,1,1,0.0525,0.0525,0.021,0
1.1432e+06,1.4016e-06,0.006292,0,3.2893e-05,6.5684e-05,0,294.23,-5.8758e-13,1,1,0.05256,0.05256,0.021,0
1.1499e+06,1.4964e-06,0.0063101,0,3.3209e-05,6.5756e-05,0,294.23,-5.1208e-13,1,1,0.05262,0.05262,0.021,0
1.1566e+06,1.5911e-06,0.0063281,0,3.3526e-05,6.5828e-05,0,294.22,-4.3658e-13,1,1,0.05268,0.05268,0.021,0
1.1634e+06,1.6859e-06,0.0063462,0,3.3842e-05,6.5901e-05,0,294.22,-3.6108e-13,1,1,0.05274,0.05274,0.021,0
1.1701e+06,1.7807e-06,0.0063643,0,3.4158e-05,6.5973e-05,0,294.21,-2.8559e-13,1,1,0.0528,0.0528,0.021,0
1.1768e+06,1.8755e-06,0.0063824,0,3.4475e-05,6.6046e-05,0,294.2,-2.1009e-13,1,1,0.05286,0.05286,0.021,0
1.1836e+06,1.9702e-06,0.0064005,0,3.4791e-05,6.6118e-05,0,294.2,-1.3459e-13,1,1,0.05292,0.05292,0.021,0
1.1903e+06,2.065e-06,0.0064186,0,3.5108e-05,6.6191e-05,0,294.19,-5.9095e-14,1,1,0.05298,0.05298,0.021,0
1.1971e+06,2.1598e-06,0.0064367,0,3.5424e-05,6.6263e-05,0,294.18,1.6407e-14,1,1,0.05304,0.05304,0.021,0
1.2038e+06,2.2546e-06,0.0064548,0,3.574e-05,6.6335e-05,0,294.18,9.1905e-14,1,1,0.0531,0.0531,0.021,0
1.2105e+06,2.3493e-06,0.0064728,0,3.6057e-05,6.6408e-05,0,294.17,1.674e-13,1,1,0.05316,0.05316,0.021,0
1.2173e+06,2.4441e-06,0.0064909,0,3.6373e-05,6.648e-05,0,294.17,2.429e-13,1,1,0.05322,0.05322,0.021,0
1.224e+06,2.5389e-06,0.006509,0,3.669e-05,6.6553e-05,0,294.16,3.184e-13,1,1,0.05328,0.05328,0.021,0
1.2307e+06,2.6337e-06,0.0065271,0,3.7006e-05,6.6625e-05,0,294.15,3.9389e-13,1,1,0.05334,0.05334,0.021,0
1.2375e+06,2.7284e-06,0.0065452,0,3.7322e-05,6.6698e-05,0,294.15,4.6939e-13,1,1,0.0534,0.0534,0.021,0
1.2442e+06,2.8232e-06,0.0065633,0,3.7639e-05,6.677e-05,0,294.14,5.4489e-13,1,1,0.05346,0.05346,0.021,0
1.2509e+06,2.918e-06,0.0065814,0,3.7955e-05,6.6843e-05,0,294.13,6.2039e-13,1,1,0.05352,0.05352,0.021,0
1.2577e+06,3.0127e-06,0.0065995,0,3.8272e-05,6.6915e-05,0,294.13,6.9589e-13,1,1,0.05358,0.05358,0.021,0
1.2644e+06,3.1075e-06,0.0066175,0,3.8588e-05,6.6987e-05,0,294.12,7.7139e-13,1,1,0.05364,0.05364,0.021,0
1.2714e+06,3.1329e-06,0.0066361,0,3.8912e-05,6.7055e-05,0,294.11,7.8823e-13,1,1,0.0537,0.0537,0.021,0
1.2787e+06,3.0623e-06,0.0066554,0,3.9246e-05,6.7115e-05,0,294.11,7.2403e-13,1,1,0.05376,0.05376,0.021,0
1.2861e+06,2.9917e-06,0.0066747,0,3.958e-05,6.7175e-05,0,294.1,6.5983e-13,1,1,0.05382,0.05382,0.021,0
1.2934e+06,2.9212e-06,0.006694,0,3.9914e-05,6.7235e-05,0,294.09,5.9563e-13,1,1,0.05388,0.05388,0.021,0
1.3007e+06,2.8506e-06,0.0067133,0,4.0248e-05,6.7295e-05,0,294.09,5.3143e-13,1,1,0.05394,0.05394,0.021,0
1.3081e+06,2.7801e-06,0.0067326,0,4.0582e-05,6.7355e-05,0,294.08,4.6723e-13,1,1,0.054,0.054,0.021,0
1.3159e+06,2.7008e-06,0.0067521,0,4.0929e-05,6.7405e-05,0,294.07,3.7892e-13,1,1,0.05406,0.05406,0.021,0
1.3238e+06,2.62e-06,0.0067716,0,4.1278e-05,6.7454e-05,0,294.07,2.8657e-13,1,1,0.05412,0.05412,0.021,0
1.3317e+06,2.5393e-06,0.0067911,0,4.1626e-05,6.7502e-05,0,294.06,1.9422e-13,1,1,0.05418,0.05418,0.021,0
1.3397e+06,2.4585e-06,0.0068106,0,4.1975e-05,6.7551e-05,0,294.05,1.0186e-13,1,1,0.05424,0.05424,0.021,0
1.3476e+06,2.3778e-06,0.0068301,0,4.2324e-05,6.76e-05,0,294.04,9.5077e-15,1,1,0.0543,0.0543,0.021,0
1.3555e+06,2.297e-06,0.0068496,0,4.2673e-05,6.7648e-05,0,294.04,-8.2846e-14,1,1,0.05436,0.05436,0.021,0
