1 1 82   1.64000000000E-002  2.50000000000E-002  0.00000000000E+000 -1.27831034528E-005  5.41528149259E-006  1.54125892876E-006  1.75059574765E-003  0.00000000000E+000  4.09221772065E+004  6.95955394668E-001  2.95237975899E+002 -4.40629022088E-013
1 1 130   2.60000000000E-002  2.50000000000E-002  0.00000000000E+000 -1.71310756930E-005  1.50170502265E-005  9.15135250224E-006  2.09383924022E-003  0.00000000000E+000  1.10402390725E+005  1.87759167900E+000  2.95198326808E+002  2.47147732839E-013
1 1 131   2.62000000000E-002  2.50000000000E-002  0.00000000000E+000 -1.71805378950E-005  1.52714021986E-005  8.97260705354E-006  2.10409486395E-003  0.00000000000E+000  1.12240231882E+005  1.90884748099E+000  2.95197045855E+002  2.66994456514E-013
1 1 132   2.64000000000E-002  2.50000000000E-002  0.00000000000E+000 -1.72300000971E-005  1.55257541707E-005  8.79386160483E-006  2.11435048769E-003  0.00000000000E+000  1.14078073039E+005  1.94010328297E+000  2.95195764903E+002  2.86841180188E-013
1 1 133   2.66000000000E-002  2.50000000000E-002  0.00000000000E+000 -1.72794622991E-005  1.57801061429E-005  8.61511615612E-006  2.12460611142E-003  0.00000000000E+000  1.15915914196E+005  1.97135908496E+000  2.95194483951E+002  3.06687903862E-013
1 1 73   1.46000000000E-002  2.50000000000E-002  0.00000000000E+000 -1.14826243663E-005  4.49850153812E-006  2.10136610950E-006  1.73337602812E-003  0.00000000000E+000  3.37195074537E+004  5.73461011117E-001  2.95240031389E+002 -3.22840493196E-013
1 1 74   1.48000000000E-002  2.50000000000E-002  0.00000000000E+000 -1.16299893021E-005  4.59394618457E-006  1.99953900114E-006  1.73493806782E-003  0.00000000000E+000  3.44769601572E+004  5.86342859817E-001  2.95239834746E+002 -3.36821263668E-013
1 1 75   1.50000000000E-002  2.50000000000E-002  0.00000000000E+000 -1.17773542379E-005  4.68939083102E-006  1.89771189278E-006  1.73650010752E-003  0.00000000000E+000  3.52344128608E+004  5.99224708517E-001  2.95239638104E+002 -3.50802034139E-013
1 1 76   1.52000000000E-002  2.50000000000E-002  0.00000000000E+000 -1.19247191738E-005  4.78483547747E-006  1.79588478443E-006  1.73806214721E-003  0.00000000000E+000  3.59918655644E+004  6.12106557217E-001  2.95239441461E+002 -3.64782804611E-013
1 1 77   1.54000000000E-002  2.50000000000E-002  0.00000000000E+000 -1.20720841096E-005  4.88028012392E-006  1.69405767607E-006  1.73962418691E-003  0.00000000000E+000  3.67493182680E+004  6.24988405918E-001  2.95239244819E+002 -3.78763575083E-013
